term,lag,pvalue,significant_raw,significant_fdr,significant_bonferroni
b flu,1,0.23914171597994102,False,False,False
how long flu,1,0.03777777281327898,True,False,False
type a flu,1,0.28022511035301817,False,True,False
the flu,1,0.421429944239576,False,True,False
flu how long,1,0.03777777311395737,True,False,False
pneumonia,1,0.3983596195835104,False,True,True
flu type a,1,0.2802251101102355,False,True,False
flu cold,1,0.0254402262782428,True,True,False
b flu,2,0.03101155064668242,True,False,False
how long flu,2,0.17411296419702665,False,False,False
type a flu,2,0.41144104183186747,False,True,False
the flu,2,0.22796378338871456,False,True,False
flu how long,2,0.174112964607681,False,False,False
pneumonia,2,0.04445458763262312,True,True,True
flu type a,2,0.4114410418082688,False,True,False
flu cold,2,0.31693718288671446,False,True,False
b flu,3,0.08623647916234226,False,False,False
how long flu,3,0.2908870903502726,False,False,False
type a flu,3,0.0043295209110435625,True,True,False
the flu,3,0.040045275072935795,True,True,False
flu how long,3,0.29088709042042726,False,False,False
pneumonia,3,0.746183398338669,False,True,True
flu type a,3,0.004329520912715928,True,True,False
flu cold,3,0.5910960806125354,False,True,False
b flu,4,0.14188716257502207,False,False,False
how long flu,4,0.9071413258201741,False,False,False
type a flu,4,0.014636769073472703,True,True,False
the flu,4,0.08424311101839776,False,True,False
flu how long,4,0.9071413258507792,False,False,False
pneumonia,4,0.283171229247634,False,True,True
flu type a,4,0.014636769075041812,True,True,False
flu cold,4,0.010789431916247863,True,True,False
b flu,5,0.5629624158396835,False,False,False
how long flu,5,0.1303852685528541,False,False,False
type a flu,5,0.015629646255611633,True,True,False
the flu,5,0.009162040918992682,True,True,False
flu how long,5,0.13038526870860126,False,False,False
pneumonia,5,0.0007715714051415471,True,True,True
flu type a,5,0.01562964625566865,True,True,False
flu cold,5,0.06199289780816391,False,True,False
