term,lag,pvalue,significant_raw,significant_fdr,significant_bonferroni
type a flu,1,0.011788910101315938,True,False,False
pneumonia,1,0.02809567570266961,True,False,False
how long flu,1,0.16268717218802917,False,False,False
type a flu,2,0.9022258114191859,False,False,False
pneumonia,2,0.43188556906928444,False,False,False
how long flu,2,0.6370397643836876,False,False,False
type a flu,3,0.06018079256299058,False,False,False
pneumonia,3,0.39050509742122175,False,False,False
how long flu,3,0.6493001932927844,False,False,False
type a flu,4,0.5181576961761014,False,False,False
pneumonia,4,0.38271852177969956,False,False,False
how long flu,4,0.01279227379428711,True,False,False
type a flu,5,0.7380919185941184,False,False,False
pneumonia,5,0.455183705684418,False,False,False
how long flu,5,0.5632118403544077,False,False,False
