,a influenza,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,1.0,1.0,1.0,1.0,1.0,0.0031781826232316524,1.0,1.0,0.18023117231525593,0.7309634472289172,0.14888886657853434,0.18023117231555144,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2011-08 to 2014-08,0.15725917447859447,0.9149217385532882,1.0,1.0,0.9460716329717509,1.0,1.0,1.0,1.0,0.049397049873352875,0.2827853721745027,1.0,1.0,1.0,0.6898300202957568,1.0,1.0,0.5443683825571756,1.0,1.0
2012-08 to 2015-08,0.42587498793469014,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5009396577518783,0.040890450741128154,1.0,1.0,0.931589279077481,1.0,1.0,1.0,1.0,0.6271661347404356,0.08468966482822304
2013-08 to 2016-08,0.33302969653711634,1.0,1.0,0.5649046990333648,1.0,1.0,0.9640741802613617,0.5649046979950006,1.0,0.620302472457853,1.0,1.0,0.4984857157277151,1.0,1.0,1.0,0.8861444394990671,0.49910897820833333,1.0,0.2859600424124687
2014-08 to 2017-08,1.0,1.0,0.12460988038755655,0.09677360105372701,1.0,0.234386549634776,1.0,0.09677360099864901,1.0,0.271126963588851,1.0,1.0,0.9786013473855927,1.0,1.0,1.0,1.0,0.11210861895880214,0.7594107951775632,0.1742901899619454
2015-08 to 2018-08,0.4271539069218192,0.2652947777549809,0.11748896712791833,1.0,0.0060741092056134025,1.0,1.0,1.0,0.004617795741855294,1.0,1.0,0.004617795742823324,0.8411257070258589,0.13960169681782586,1.0,1.0,0.2660035093535485,1.0,0.1988195631454518,0.023071452739868718
2016-08 to 2019-08,1.0,0.2549565918398924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42336569550572273,1.0,1.0,1.0,0.06111346528477674,1.0,1.0,1.0,1.0,1.0,1.0
2017-08 to 2020-08,1.0,1.0,1.0,0.42219686632531417,1.0,1.0,1.0,0.42219686616178315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.894998109870291,1.0
Proportion_Significant,0.04375,,,,,,,,,,,,,,,,,,,
