,b flu,bronchitis,contagious flu,flu a,flu cold,flu contagious,flu how long,flu symptoms,flu type,how long contagious,how long does flu last,how long flu,pneumonia,rsv,strep,symptoms of flu,symptoms of the flu,the flu,the flu symptoms,type a flu
2010-08 to 2013-08,0.5261811503134913,0.29730421812135716,0.29730421812135716,0.29730421812135716,0.29730421812135716,0.29730421812135716,0.5317046364171238,0.29730421812135716,0.29730421812135716,0.31805291603561625,0.5654983522574173,0.29730421812135716,0.31805291603561625,0.29730421812135716,0.29730421812135716,0.29730421812135716,0.31805291603561625,0.31805291603561625,0.29730421812135716,0.29730421812135716
2011-08 to 2014-08,0.21463852677411854,0.27080009558071133,0.0004581082693709821,0.10286268001165275,0.024585792390175734,0.0004581082693709821,0.3070931623880685,0.3180929134400637,0.11518179550702072,0.21463852677411854,0.2104806058187265,0.23879154787738718,0.21463852677411854,0.08057522406268022,0.2104806058187265,0.21463852677411854,0.10286268001165275,0.21463852677411854,0.027158244673328943,0.147115573439725
2012-08 to 2015-08,0.18621500774582408,0.5046440252886224,0.0629055059804666,0.5046440252886224,0.0629055059804666,0.0629055059804666,0.2778362987664439,0.0629055059804666,0.23274916912941254,0.3101583250427187,0.0629055059804666,0.18621500774582408,0.22323878918935122,0.18621500774582408,0.3101583250427187,0.0629055059804666,0.18621500774582408,0.23274916912941254,0.0629055059804666,0.06693650701976268
2013-08 to 2016-08,0.3094944068392573,0.331830213284963,0.052748977955242325,0.2863109163682433,0.011633537264378508,0.052748977955242325,0.38867469487184253,0.12171729464792186,0.052748977955242325,0.2446028765049122,0.030394243286380115,0.37275708120029993,0.2446028765049122,0.052748977955242325,0.3892025265646305,0.2724806129940821,0.13384612978643762,0.3165447017867384,0.38867469487184253,0.0008697689929488598
2014-08 to 2017-08,0.15133138579596375,0.14416351276386166,0.4066270473847553,0.15133138579596375,0.15133138579596375,0.4066270473847553,0.15133138579596375,0.15133138579596375,0.15133138579596375,0.14416351276386166,0.15133138579596375,0.26402568854835207,0.15133138579596375,0.20816373559306425,0.05790446851518688,0.15133138579596375,0.15133138579596375,0.17734646080569824,0.15133138579596375,0.14416351276386166
2015-08 to 2018-08,0.2099508911500195,0.19075654739340736,0.12127614983858627,0.3830914894139638,0.2568151551293038,0.12127614983858627,0.29126703577929197,0.1848941428414028,0.2099508911500195,0.2099508911500195,0.04860645103818392,0.2099508911500195,0.5123069835862945,0.2099508911500195,0.05494213712126165,0.12127614983858627,0.09108356787414874,0.2099508911500195,0.2099508911500195,0.12127614983858627
2016-08 to 2019-08,0.18677972552538982,0.11097276719014468,0.18677972552538982,0.21430633258957632,0.18677972552538982,0.18677972552538982,0.30122761517852614,0.18677972552538982,0.17008887365022382,0.18677972552538982,0.18677972552538982,0.18677972552538982,0.21430633258957632,0.051086861764109655,0.18677972552538982,0.3346499985881378,0.01165288241162489,0.21430633258957632,0.23064617993559555,0.18677972552538982
2017-08 to 2020-08,0.3160046590438543,0.3625807195231734,0.032089942116920234,0.3106445673899141,0.3160046590438543,0.032089942116920234,0.30886197987543307,0.029980783473818114,0.3106445673899141,0.3106445673899141,0.3106445673899141,0.032089942116920234,0.3106445673899141,0.4555567352148926,0.3416664152280617,0.231454133856318,0.3106445673899141,0.3416664152280617,0.07579103076329018,0.3160046590438543
Proportion_Significant,0.450 (9/20),,,,,,,,,,,,,,,,,,,
