,a influenza,bronchitis,cold,contagious flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,strep,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.00020473351616221756,0.018967087018027663,0.026874722017890425,0.005616969861208954,0.1138214661769159,0.006214999287064132,0.20974921034649674,0.05687695957598408,0.07423036053391655,0.2514201202135173,0.006483347295288218,0.00020473351616966188,0.05714796286203111,0.06376183948213224,0.04884689462757977,0.007100192899273424,0.0017768128602708533,0.12144167994158958,0.07013877975860378,0.1994212791592212
2011-08 to 2014-08,0.24157086882710724,0.05386941594013483,0.36329562852594643,0.0040533920327686605,0.25817704528903124,0.019608997139876048,0.030739262177964258,0.034933102115727345,0.05585261975521597,0.07278393807636528,0.2907757465740261,0.24157086869404384,0.05467344935391895,0.011796872138022992,0.1910656849111576,0.09433704387996907,0.3155359356338629,0.0318689643591422,0.17116430966368668,0.04566248868451642
2012-08 to 2015-08,0.08382586014959423,0.3251114137022739,0.11924379105845594,0.15339825308093413,0.392550783696309,0.002920391455836452,0.31212888119357574,0.12496244699591194,0.28619629137480956,0.02360368790526611,0.0317028413887035,0.08382585917994129,0.09530066551413606,0.04638990429995286,0.29592416094470914,0.05373783812471417,0.024821645629405614,0.09833052211910119,0.14841056438130829,0.10051466947389114
2013-08 to 2016-08,0.017130867034168558,0.009687692622659408,0.12754105459294313,0.16401844213858374,0.077662321487287,0.07153824174972047,0.044508090684054966,0.02220901847563517,0.12369333629586594,0.09011701231223926,0.0520369134878656,0.017130867024500108,0.0046375531842928015,0.10398880134887781,0.2917454383473161,0.08023336326078846,0.020797259536894402,0.23402350658557458,0.11194439895662692,0.00963283760549336
2014-08 to 2017-08,0.11852414269290593,0.270248622929373,0.38442730502718747,0.029260118670738734,0.1554691800924078,0.06672265158724333,0.33711197871866627,0.4214678345693412,0.2796722770881924,0.06239594551927972,0.20848319636208806,0.11852414270598431,0.2786781841572942,0.08584065032754877,0.11315008187035801,0.036745363227724544,0.42816115613072714,0.07927878344046259,0.1426055609717168,0.14705830752165786
2015-08 to 2018-08,0.15890478555305598,0.07396140128488528,0.28676177690411847,0.097932524590836,0.21674836789467933,0.03720982732707115,0.05087393327278263,0.14902028194306677,0.07783967349940436,0.0025954233090995657,0.02597389419369587,0.15890478556857157,0.046862140717514794,0.03825177257140068,0.0410357174692766,0.006033131297566052,0.2825322772085775,0.2781971922273006,0.0901461906994501,0.07201531337749226
2016-08 to 2019-08,0.040903623433570284,0.2693931038547449,0.02776929682803187,0.2685051456976128,0.35086357104526267,0.1228439343123986,0.16853607239928925,0.3106776867025978,0.04445665813638557,0.6140817067522447,0.06611767671545639,0.04090362343169834,0.2061600444715093,0.2928699781208444,0.16731157700481342,0.09772484488792246,0.5477305161473931,0.17003165549554056,0.2481134478335845,0.20838847266634591
2017-08 to 2020-08,0.008973155160745063,0.1312011494877137,0.009219590816743882,0.14329368019357003,0.039723506869404734,0.008678625245911235,0.17001266991003722,0.04132388684363993,0.03324408688132394,0.24212822834598483,0.04241161540939943,0.008973155161031223,0.01798258782819163,0.15065605777514876,0.11297699879973466,0.06527397996255488,0.041775039912132134,0.2207934224196865,0.2012016572857351,0.18742457441618904
Proportion_Significant,0.950 (19/20),,,,,,,,,,,,,,,,,,,
