,b flu,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,flu type,how long does flu last,how long flu,pneumonia,rsv,stomach flu,symptoms of flu,symptoms of the flu,the flu,the flu symptoms
2010-08 to 2013-08,0.3378064086904004,0.18898663239060828,0.18898663239060828,0.27850557933420717,0.27850557933420717,0.5668191790660625,0.18898663239060828,0.27850557933420717,0.6264831329873038,0.3523780107189314,0.13433323159341434,0.27850557933420717,0.27850557933420717,0.18898663239060828,0.18898663239060828,0.3270189654443887,0.3378064086904004,0.2960114848542567,0.2960114848542567,0.38042691686555397
2011-08 to 2014-08,0.004548691226072869,0.42964800525758773,0.07626090792343135,0.20021830031787785,0.02272069421804434,0.1776817100109206,0.07626090792343135,0.007511223690572866,0.043293532846561414,0.25078321740383214,0.048621042906809554,0.02272069421804434,0.07626090792343135,0.4122992688025036,0.15313423118694744,0.07626090792343135,0.07626090792343135,0.048621042906809554,0.25078321740383214,0.026915480783166565
2012-08 to 2015-08,0.01467166379909024,0.04069130845090809,0.0066998453449473765,0.013359831446094617,0.16971277436851517,0.2140977345948642,0.0066998453449473765,0.011224284199308822,0.06287765406718082,0.16971277436851517,0.06287765406718082,0.17740131293526115,0.0066998453449473765,0.05670671712447462,0.04069130845090809,0.05670671712447462,0.06287765406718082,0.06287765406718082,0.06287765406718082,0.1733574352822404
2013-08 to 2016-08,0.01946284167594371,0.004740686693242694,0.004740686693242694,0.07888676278070064,0.08362391073135635,0.004740686693242694,0.004740686693242694,0.03169500728501953,0.014582125919815055,0.050987688589799365,0.06200397905452653,0.09343439660847908,0.2273723291623364,0.050987688589799365,0.001341251840168007,0.050987688589799365,0.03169500728501953,0.08362391073135635,0.001341251840168007,0.001341251840168007
2014-08 to 2017-08,0.11217708735199677,0.16164798420834708,0.1972974893885078,0.023773379732474478,0.18930468806136044,0.18930468806136044,0.1972974893885078,0.143388287955488,0.18930468806136044,0.382824115167431,0.023773379732474478,0.2647579743277052,0.18028861930307752,0.16164798420834708,0.09167132568874597,0.18930468806136044,0.16164798420834708,0.09154011222793872,0.18930468806136044,0.023773379732474478
2015-08 to 2018-08,0.1698192004314618,0.1124092214562912,0.1698192004314618,0.261943685058892,0.1124092214562912,0.1124092214562912,0.1698192004314618,0.4137077454268524,0.1698192004314618,0.1124092214562912,0.1124092214562912,0.24749107650956292,0.18271802583375707,0.1851257107193294,0.1698192004314618,0.18271802583375707,0.1124092214562912,0.1851257107193294,0.1698192004314618,0.42215346515233876
2016-08 to 2019-08,0.06268430865278123,0.21253087099870452,0.03986231158062141,0.06268430865278123,0.06268430865278123,0.13039865901035194,0.03986231158062141,0.1352661711130978,0.21253087099870452,0.10964423818584412,0.06268430865278123,0.1665857834799918,0.06268430865278123,0.08577883883293658,0.06268430865278123,0.2209125458043638,0.08577883883293658,0.09317880484365941,0.08577883883293658,0.13039865901035194
2017-08 to 2020-08,0.09434197192603377,0.17685831011752898,0.40575190832857355,0.2887795168925985,0.2887795168925985,0.17685831011752898,0.40575190832857355,0.17685831011752898,0.2729282830002642,0.17685831011752898,0.17685831011752898,0.15664969981700902,0.2425037571495584,0.2729282830002642,0.17685831011752898,0.2887795168925985,0.15664969981700902,0.17685831011752898,0.17685831011752898,0.17685831011752898
Proportion_Significant,0.850 (17/20),,,,,,,,,,,,,,,,,,,
