,a influenza,bronchitis,cold,cold and flu,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long flu,influenza a,pneumonia,rsv,sinus,strep,symptoms of flu,the flu
2010-08 to 2013-08,0.20899410334755758,0.10763057677386448,0.0804507382143448,0.21511260422693165,0.21511260422693165,0.20899410334755758,0.2270322514533258,0.0804507382143448,0.21511260422693165,0.20899410334755758,0.22517127068081821,0.2450485191636026,0.20899410334755758,0.20899410334755758,0.2270322514533258,0.20899410334755758,0.21511260422693165,0.31170774505180393,0.20899410334755758,0.21511260422693165
2011-08 to 2014-08,0.1293435601078128,0.1293435601078128,0.1293435601078128,0.25116567103437465,0.2730115036619223,0.1293435601078128,0.18843978563472522,0.1293435601078128,0.20119777700588112,0.1293435601078128,0.1293435601078128,0.26503142115576955,0.1293435601078128,0.1293435601078128,0.24083043370325213,0.21295646810368576,0.2730115036619223,0.2192832157198185,0.1293435601078128,0.1293435601078128
2012-08 to 2015-08,0.2779799007739482,0.2181281482761008,0.08011628638444132,0.3268686304616222,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.3312619797242615,0.2181281482761008,0.2181281482761008,0.2779799007739482,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.2181281482761008,0.2181281482761008
2013-08 to 2016-08,0.11517306947286411,0.23299160387175913,0.04766072493891456,0.573135757658042,0.11220024411776418,0.1317712217615247,0.48937620707779067,0.5570672436378538,0.3444782127321133,0.1317712217615247,0.23299160387175913,0.1317712217615247,0.1317712217615247,0.11517306947286411,0.1317712217615247,0.5237678057915626,0.1317712217615247,0.20046302540883015,0.11484435200889402,0.19614591066933232
2014-08 to 2017-08,0.284296173420917,0.2715999203041708,0.284296173420917,0.284296173420917,0.2940789813906483,0.284296173420917,0.3779152194071547,0.284296173420917,0.284296173420917,0.284296173420917,0.284296173420917,0.2715999203041708,0.28483066775708804,0.284296173420917,0.284296173420917,0.4557620228164939,0.2715999203041708,0.284296173420917,0.2715999203041708,0.3779152194071547
2015-08 to 2018-08,0.4557177914537037,0.20282532880589912,0.24463757651768459,0.14482918305564763,0.10520176810057176,0.14482918305564763,0.18264111442258124,0.3013772121640757,0.011077106394367622,0.14482918305564763,0.14482918305564763,0.17016345268891314,0.10520176810057176,0.4557177914537037,0.21072253405641883,0.17925195066714797,0.14482918305564763,0.10520176810057176,0.03910516514331056,0.10520176810057176
2016-08 to 2019-08,0.24037490833713646,0.1904508831303465,0.11462713341156343,0.3024860252914741,0.18801459250936856,0.11243023399043696,0.010837883873998866,0.24037490833713646,0.06430341371973657,0.11243023399043696,0.24037490833713646,0.06430341371973657,0.28617393730540114,0.24037490833713646,0.12880954113632753,0.06430341371973657,0.006566116814650491,0.010837883873998866,0.06332353076238918,0.006566116814650491
2017-08 to 2020-08,0.28139671529893245,0.28139671529893245,0.23855883944297993,0.28139671529893245,0.444917930358169,0.2508164706218163,0.48470399416108745,0.28139671529893245,0.28139671529893245,0.2508164706218163,0.17779521312021143,0.28139671529893245,0.1932452093615493,0.28139671529893245,0.1932452093615493,0.3205473115969849,0.1932452093615493,0.1932452093615493,0.3205473115969849,0.23679362390573247
Proportion_Significant,0.04375,,,,,,,,,,,,,,,,,,,
