,a influenza,bronchitis,cold,cold and flu,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long flu,influenza a,pneumonia,rsv,sinus,strep,symptoms of flu,the flu
2010-08 to 2013-08,0.09328713880227943,0.01614458651607967,0.005828257106934377,0.16133445317019873,0.15707051014885634,0.07901077277589749,0.20432902630799324,0.008045073821434481,0.15631817649961352,0.0790107671723437,0.18013701654465458,0.23279609320542247,0.06036345732607266,0.0932871377759091,0.20076892296774965,0.10449705167377879,0.14396961124448682,0.31170774505180393,0.09571245261752186,0.13211518220920468
2011-08 to 2014-08,0.04021040548807209,0.028143263929081976,0.04501987106048958,0.21349082037921843,0.2696680860243126,0.07113895805929706,0.11306387138083512,0.05289648541399228,0.13077855505382274,0.07113895460246207,0.040017706574425556,0.23852827904019258,0.017893993126706365,0.04021040526574494,0.1926643469626017,0.14906952767258003,0.2730115036619223,0.16446241178986387,0.04644995103749099,0.06604213508097874
2012-08 to 2015-08,0.2501819106965534,0.12777938356646903,0.004005814319222066,0.3105251989385411,0.09985164761989243,0.17450251842902353,0.05662612762289724,0.1632355714702081,0.11904937479245353,0.17450251862088065,0.3312619797242615,0.0597289849983542,0.16314144775724312,0.25018190998650736,0.1674982886277721,0.10237528644565816,0.16967923420353073,0.09039338036433253,0.16420298509087744,0.11362564834969623
2013-08 to 2016-08,0.02879326736334828,0.17474370290381935,0.002383036246945728,0.573135757658042,0.011220024411776419,0.05328900377227946,0.41596977601612206,0.529213881455961,0.27558257018569066,0.0532890037759245,0.1654787145061599,0.05044458825431016,0.07229199277575832,0.028793267368216028,0.07247417196883858,0.4713910252124063,0.05975497890784947,0.1303009665157396,0.017226652801334102,0.11768754640159938
2014-08 to 2017-08,0.21322213006568774,0.0391187151433117,0.17516156671093683,0.18754135378336817,0.24996713418205105,0.2129046959595226,0.3491683317101999,0.18839966967538027,0.16398515849052622,0.21290469607919713,0.09168449674321605,0.047177815164513186,0.22786453420567043,0.2132221300108488,0.206151090866604,0.4557620228164939,0.054319984060834166,0.09752434063044929,0.042208367025445684,0.35901945843679695
2015-08 to 2018-08,0.45571779144208713,0.15211899660442435,0.2079419400400319,0.0796560506806062,0.031318230899025384,0.07315042559916773,0.12784878009580686,0.27123949094766814,0.0005538553197183811,0.07315042560644787,0.05457152982926456,0.10209807161334788,0.026281537342089212,0.4557177914537037,0.16857802724513507,0.11651376793364619,0.06139568676935977,0.03156053043017153,0.003910516514331056,0.023937879955800517
2016-08 to 2019-08,0.2145993351776258,0.13331561819124255,0.06304492337635989,0.3024860252914741,0.12220948513108956,0.05621511698641656,0.0019522174953411212,0.199278330469049,0.024661943766771825,0.05621511699521848,0.2163374175034228,0.023608618071357085,0.27186524044013105,0.2145993352059021,0.07728572468179651,0.02572136548789463,0.0006566116814650491,0.0021675767747997734,0.015830882690597296,0.00037718786455309065
2017-08 to 2020-08,0.21341002632050848,0.1442766432859355,0.08349559380504297,0.179074252411964,0.42267203384026053,0.11286741177981732,0.48470399416108745,0.22511737223914596,0.22406512401989354,0.11286741177704876,0.008889760656010572,0.1871489420910713,0.04831130234038732,0.21341002631324005,0.042912907310612154,0.27361734784312286,0.03903792698076756,0.03917320682356092,0.2884925804372864,0.07103808717171974
Proportion_Significant,0.2375,,,,,,,,,,,,,,,,,,,
