,bronchitis,cold symptoms,contagious flu,fever flu,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long contagious,how long does the flu last,how long flu,pneumonia,robitussin,rsv,sinus,stomach flu,stomach flu symptoms,symptoms of pneumonia,walking pneumonia
2010-08 to 2013-08,0.4183418127171376,0.3499024170902412,0.4644270694247934,0.3499024170902412,0.2564010618575545,0.4644270694247934,0.3499024170902412,0.2564010618575545,0.2564010618575545,0.2564010618575545,0.3499024170902412,0.36846384682585337,0.4363164770234572,0.3686209519507836,0.3499024170902412,0.3499024170902412,0.3499024170902412,0.2564010618575545,0.3499024170902412,0.3499024170902412
2011-08 to 2014-08,0.2643545490219194,0.44733678789467857,0.14246688770659585,0.3257660943674752,0.14246688770659585,0.14246688770659585,0.3257660943674752,0.5325652554597116,0.3045694251334921,0.3045694251334921,0.3045694251334921,0.5325652554597116,0.3257660943674752,0.3045694251334921,0.4611602135702548,0.3045694251334921,0.3045694251334921,0.01679683223630989,0.3257660943674752,0.3748037135203343
2012-08 to 2015-08,0.34299962542979046,0.5739511150254084,0.3000588094310141,0.3000588094310141,0.3257767852530449,0.3000588094310141,0.3000588094310141,0.34299962542979046,0.3257767852530449,0.3257767852530449,0.4359727666718462,0.3000588094310141,0.3000588094310141,0.3257767852530449,0.3257767852530449,0.34299962542979046,0.5110837202226118,0.3257767852530449,0.5110837202226118,0.3257767852530449
2013-08 to 2016-08,0.13133830310382774,0.361302557482253,0.13133830310382774,0.3109947276606992,0.11654354126245213,0.13133830310382774,0.3109947276606992,0.38109776031641496,0.18245218809654504,0.3109947276606992,0.13133830310382774,0.19001371118091318,0.3109947276606992,0.31848291013977004,0.3109947276606992,0.11654354126245213,0.11654354126245213,0.602178586340516,0.19001371118091318,0.30842997897801055
2014-08 to 2017-08,0.22582071465465822,0.3615434358326698,0.42321714416216194,0.2638370417202559,0.2638370417202559,0.42321714416216194,0.2638370417202559,0.42321714416216194,0.3233486477282979,0.2638370417202559,0.2638370417202559,0.42321714416216194,0.42321714416216194,0.2638370417202559,0.2638370417202559,0.22582071465465822,0.22582071465465822,0.42321714416216194,0.22582071465465822,0.2638370417202559
2015-08 to 2018-08,0.39389578840870293,0.2886273973173028,0.10375253076886204,0.43717200679212465,0.27304026744685256,0.10375253076886204,0.43717200679212465,0.1264675669160196,0.43717200679212465,0.10375253076886204,0.02558872502864687,0.10375253076886204,0.06521041625101949,0.43717200679212465,0.25394787432125276,0.10375253076886204,0.06521041625101949,0.43717200679212465,0.1264675669160196,0.10375253076886204
2016-08 to 2019-08,0.0960685500270155,0.059639097247270643,0.18641571939189078,0.04128007179821231,0.17039822345538366,0.18641571939189078,0.04128007179821231,0.04128007179821231,0.2748936435749525,0.04128007179821231,0.059639097247270643,0.06234362312974198,0.17039822345538366,0.04128007179821231,0.059639097247270643,0.18641571939189078,0.06234362312974198,0.059639097247270643,0.03779561807321942,0.18641571939189078
2017-08 to 2020-08,0.3783630310237713,0.3460689136270628,0.3460689136270628,0.3460689136270628,0.4734565424189158,0.3460689136270628,0.3460689136270628,0.08673264174307799,0.3460689136270628,0.3460689136270628,0.3460689136270628,0.08673264174307799,0.6024911809680091,0.3207128686079705,0.3460689136270628,0.3460689136270628,0.3460689136270628,0.2988282895796036,0.4014298970826798,0.3460689136270628
Proportion_Significant,0.400 (8/20),,,,,,,,,,,,,,,,,,,
