Term,Lag,P_Value,Significance
a influenza,2,0.017171762677568245,Uncorrected
how long does flu last,1,0.02363930880535967,Uncorrected
influenza a,2,0.017171762674768137,Uncorrected
stomach flu,1,0.00922128319608641,Uncorrected
