,a influenza,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,1.0,4.435720310805838e-06,1.0,0.47146313121698485,1.0,1.0,1.0,0.47146313160607306,1.0,1.0,1.0,0.005030745871241159,0.7993689113395281,0.999125313656814,1.0,1.0,1.0,1.0,1.0,0.7682823664997027
2011-08 to 2014-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.371048198188198,1.0,0.5564078818431353,1.0,1.0,1.0,1.0,1.0,1.0,0.0825060254609106,1.0
2012-08 to 2015-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7060956995059683e-05,0.6620656999514263,1.0,1.0,0.7242755820125082,1.0,1.0,1.0,1.0
2013-08 to 2016-08,0.20720375299675975,0.022135556012473388,0.32479561589563166,1.0,1.0,1.0,0.32479561485751574,1.0,1.0,0.017266761827200713,1.0,0.004880525096769964,0.4401196324006047,1.0,1.0,1.0,0.5299697314633373,1.0,0.8653019206304713,0.27479974375434624
2014-08 to 2017-08,1.0,0.9030862317950346,1.0,1.0,0.5072391048941661,1.0,1.0,1.0,0.5345476195269186,1.0,1.0,0.06557774152811577,0.4124648580278064,0.505173299647564,0.5020470500765855,1.0,1.0,1.0,0.013655427994220225,1.0
2015-08 to 2018-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15465228408069664,1.0,1.0,1.0,0.8767773308382077,1.0,1.0,1.0,1.0,0.06300822114379526,1.0
2016-08 to 2019-08,1.0,0.6084779497362568,1.0,1.0,1.0,0.21847180694973234,1.0,1.0,0.8694840937691893,0.03344702676141232,1.0,1.0,1.0,1.0,0.9779375850512582,1.0,1.0,0.45179193589179073,0.11244624525091536,1.0
2017-08 to 2020-08,1.0,1.0,0.0013571149654114938,0.010140390598594753,1.0,1.0,0.0013571149671579353,0.010140390602710906,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8142232692948964,1.0,1.0,1.0
Proportion_Significant,0.075,,,,,,,,,,,,,,,,,,,
