,a influenza,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.31021977339449264,0.31021977339449264,0.31021977339449264,0.49277709541958625,0.49277709541958625,0.36104266369980487,0.31021977339449264,0.31021977339449264,0.31021977339449264,0.31021977339449264,0.49277709541958625,0.31021977339449264,0.31021977339449264,0.31021977339449264,0.31021977339449264,0.34758213380656255,0.31021977339449264,0.49277709541958625,0.31021977339449264,0.31021977339449264
2011-08 to 2014-08,0.32445811970134125,0.21246720087041324,0.20746317758258673,0.21246720087041324,0.20746317758258673,0.14903694078999252,0.20746317758258673,0.21246720087041324,0.20746317758258673,0.32445811970134125,0.25937679523592116,0.20746317758258673,0.32445811970134125,0.39069639654376775,0.21246720087041324,0.21246720087041324,0.024901309242661648,0.024901309242661648,0.21246720087041324,0.21246720087041324
2012-08 to 2015-08,0.166814973475249,0.08317623861795885,0.12416288343875685,0.1752596767965156,0.26430338012178484,0.1342591474749499,0.12416288343875685,0.29322705708368335,0.10951622565386337,0.12416288343875685,0.10951622565386337,0.10951622565386337,0.166814973475249,0.1752596767965156,0.10951622565386337,0.10951622565386337,0.08317623861795885,0.10951622565386337,0.1752596767965156,0.2227346192446261
2013-08 to 2016-08,0.2664463748079384,0.2547900238505202,0.6135051664747176,0.2799713579294267,0.2547900238505202,0.27447924567585014,0.6135051664747176,0.6850480681752478,0.12898341197247037,0.27447924567585014,,0.12898341197247037,0.2664463748079384,0.27447924567585014,0.27447924567585014,0.27447924567585014,0.12898341197247037,0.2547900238505202,0.27447924567585014,0.27447924567585014
2014-08 to 2017-08,0.540281554039391,0.540281554039391,0.2686799030446597,0.23357706291805955,0.2686799030446597,0.2686799030446597,0.2686799030446597,0.5210776337197481,0.00013777894742138662,0.2686799030446597,0.2686799030446597,0.00013777894742138662,0.540281554039391,0.3196575151869117,0.2686799030446597,0.36958841476758447,0.09789841338499376,0.2686799030446597,0.3196575151869117,0.09789841338499376
2015-08 to 2018-08,0.21263818102305942,0.21828706398076508,0.2199818706538094,0.06436310734496416,0.21263818102305942,0.23642531487596244,0.2199818706538094,0.21263818102305942,0.06436310734496416,0.2555835831706959,0.051242147665181925,0.06436310734496416,0.21263818102305942,0.23642531487596244,0.06436310734496416,0.21828706398076508,0.23642531487596244,0.5750116595311863,0.21263818102305942,0.21263818102305942
2016-08 to 2019-08,0.17273130139292647,0.2153518098676636,0.09985537286720463,0.15994045748923405,0.15994045748923405,0.15994045748923405,0.09985537286720463,0.15994045748923405,0.15994045748923405,0.2971547060119315,0.09985537286720463,0.15994045748923405,0.17273130139292647,0.34296084288522966,0.2729340947321871,0.15994045748923405,0.09985537286720463,0.15852862783931795,0.2006765273552759,0.15994045748923405
2017-08 to 2020-08,0.09126256582909562,0.2163281274727327,0.22612966662171535,0.4234857559868896,0.09126256582909562,0.18211051417859175,0.22612966662171535,0.37927945368028265,0.459571739095193,0.30125176731984926,0.09126256582909562,0.459571739095193,0.09126256582909562,0.22612966662171535,0.2509779279623981,0.18211051417859175,0.18211051417859175,0.459571739095193,0.18211051417859175,0.11534410606461877
Proportion_Significant,0.025,,,,,,,,,,,,,,,,,,,
