,b flu,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,flu type,flu type a,how long flu,oscillococcinum,pneumonia,rsv,strep,symptoms of flu,the flu,the flu symptoms,type a flu
2010-08 to 2013-08,0.4264574599016748,0.4264574599016748,0.19484433381857352,0.4264574599016748,0.4264574599016748,0.4264574599016748,0.19484433381857352,0.13719467232918084,0.29176312215946965,0.29176312215946965,0.6053080957917003,0.13719467232918084,0.6053080957917003,0.19484433381857352,0.15792251799285567,0.3361579926328185,0.4264574599016748,0.05068804280391277,0.4264574599016748,0.6053080957917003
2011-08 to 2014-08,0.03122529514529471,0.32908730094456007,0.16063908405020547,0.04111741787399077,0.006978018772897821,0.32908730094456007,0.16063908405020547,0.014732874665801471,0.03695691452181539,0.006978018772897821,4.985203160936181e-06,0.014732874665801471,0.1382975400679292,0.03234887290056509,0.04964888745902509,0.1382975400679292,0.18018473722458153,0.16063908405020547,0.030920275723007658,4.985203160936181e-06
2012-08 to 2015-08,0.14373798848096195,0.17542359006271732,0.14373798848096195,0.17819808042150928,0.15809467341556827,0.17542359006271732,0.14373798848096195,0.014388981293310017,0.14742214684185265,0.14742214684185265,0.14373798848096195,0.014388981293310017,0.2947401109606583,0.014388981293310017,0.2383109624770696,0.1490518647810396,0.4451991898873674,0.14742214684185265,0.14373798848096195,0.14373798848096195
2013-08 to 2016-08,0.09444443278489342,0.09928671971152893,0.14399989336041266,0.14321945328919095,0.04315772766499145,0.09928671971152893,0.14399989336041266,0.09444443278489342,0.10743566997918295,0.40654320469366056,0.02886347275143952,0.09444443278489342,0.34314000902939035,0.015431428102830942,0.2192876238402608,0.09928671971152893,0.10743566997918295,0.04315772766499145,0.24749731473297013,0.02886347275143952
2014-08 to 2017-08,0.18072450332018578,0.18072450332018578,0.052862165991936216,0.2463722245250116,0.18917555393268815,0.18072450332018578,0.052862165991936216,0.012478244473623753,0.012478244473623753,0.1928756465034968,0.18072450332018578,0.012478244473623753,0.3410272824502162,0.05107784982011594,0.1928756465034968,0.3410272824502162,0.18072450332018578,0.18072450332018578,0.18072450332018578,0.18072450332018578
2015-08 to 2018-08,0.04369525152945889,0.08096195307561725,0.28700756956741164,0.08096195307561725,0.08096195307561725,0.08096195307561725,0.28700756956741164,0.08096195307561725,0.2729433620636947,0.2574899248686277,0.28700756956741164,0.08096195307561725,0.16706608852285437,0.08096195307561725,0.0932858668052077,0.08096195307561725,0.08096195307561725,0.0932858668052077,0.011900635098641244,0.28700756956741164
2016-08 to 2019-08,0.014433514473118575,0.002252068016469384,0.028253364764796774,0.018859145892974605,0.006937368941478425,0.002252068016469384,0.028253364764796774,0.014433514473118575,0.3475976734473671,0.09404631937760234,0.05965215912269098,0.014433514473118575,0.15379910538320765,0.05965215912269098,0.05805764106248557,0.035736212074080224,0.4970981086890883,0.035736212074080224,1.5579528406570345e-05,0.05965215912269098
2017-08 to 2020-08,0.09652140785891747,0.09652140785891747,0.1288288045733386,0.3010336563454235,0.20446879301754756,0.09652140785891747,0.1288288045733386,0.1288288045733386,0.1662943548846336,0.333014638727068,0.333014638727068,0.1288288045733386,0.1288288045733386,0.24792277688187211,0.09652140785891747,0.37139530451934144,0.37139530451934144,0.28719301761206295,0.09652140785891747,0.333014638727068
Proportion_Significant,0.23125,,,,,,,,,,,,,,,,,,,
