Term,Lag,P_Value,Significance
flu symptoms,1,0.004059336545489504,FDR
how long does flu last,3,0.0037607279709398777,FDR
rsv,1,0.008135381425735607,FDR
rsv,2,0.01325913811070879,FDR
rsv,5,0.006389280545235885,FDR
sinus,5,0.015278078896796034,Uncorrected
symptoms of flu,1,0.02379550453778968,Uncorrected
the flu,1,2.1219872748871725e-06,Bonferroni
the flu,2,0.010600713130895459,FDR
the flu,3,0.007393999530270845,FDR
the flu symptoms,5,0.02516765283767747,Uncorrected
