,a influenza,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,1.0,0.6520692530807886,1.0,1.0,0.019650914111215053,1.0,0.38432287395905873,1.0,1.0,0.3800416209067428,1.0,1.0,1.0,0.05299727909983545,1.0,1.0,1.0,1.0,1.0,0.32507658490069635
2011-08 to 2014-08,0.9055197101123715,0.322733025604496,1.0,1.0,0.10042878591712436,1.0,1.0,1.0,1.0,0.10752460011109127,1.0,1.0,0.9055197064859104,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2012-08 to 2015-08,1.0,0.593389713312952,0.18559684845456895,1.0,1.0,1.0,1.0,1.0,1.0,0.10285608839774071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2013-08 to 2016-08,0.16738076475591052,0.3617562331274783,0.028398721754414186,0.1460281615013159,1.0,1.0,1.0,0.146028162041662,1.0,0.029994886481544396,0.8927430790488708,1.0,0.1673807645528848,1.0,1.0,1.0,0.9473985352838378,1.0,1.0,1.0
2014-08 to 2017-08,1.0,1.0,0.057564373437064456,0.08368207773996265,1.0,1.0,0.23414191048381036,0.08368207748972076,1.0,1.0,0.7479322761776251,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2015-08 to 2018-08,1.0,1.0,1.0,0.15353775162551317,0.784238562884087,1.0,1.0,0.15353775154835042,1.0,1.0,1.0,1.0,1.0,1.0,0.3333960675393053,1.0,1.0,1.0,0.33244259096297146,1.0
2016-08 to 2019-08,0.3116266722830075,1.0,1.0,1.0,1.0,1.0,0.5608167491979993,1.0,1.0,1.0,1.0,0.19906214415744372,0.3116266721569897,1.0,1.0,1.0,1.0,0.23471997799770397,1.0,1.0
2017-08 to 2020-08,0.038585958091537975,1.0,1.0,0.7326104317275537,1.0,0.4601471353206768,0.602827326483766,0.7326104316805153,0.03208271791055803,0.13430875334809933,0.2674218579389753,0.1294191920060798,0.038585958178594476,0.11387588358213935,1.0,1.0,0.24759306244385926,1.0,1.0,0.029016032506292103
Proportion_Significant,0.04375,,,,,,,,,,,,,,,,,,,
