date,Pennsylvania,flu contagious,stomach flu,contagious flu,how long flu,flu how long,bronchitis,the flu,flu cold,the flu symptoms,flu symptoms,symptoms of flu,cold,a influenza,influenza a,rsv,how long does flu last,how long does the flu last,pneumonia,flu fever,fever flu
2010-10-09,0.703292,0.0,0.0,0.0,0.0,0.0,197.2929518312065,371.7273227860115,0.0,0.0,270.6431988736372,0.0,6278.640628726506,0.0,0.0,0.0,0.0,0.0,1171.3469905808247,0.0,0.0
2010-10-16,0.910726,0.0,0.0,0.0,0.0,0.0,642.0473421285001,380.0534836403939,0.0,0.0,479.0596545203368,0.0,6887.019218779688,0.0,0.0,212.64051117610964,0.0,0.0,1026.776658929737,0.0,0.0
2010-10-23,0.881081,0.0,0.0,0.0,0.0,0.0,598.8010159471537,552.218015689764,0.0,0.0,199.08424260519783,0.0,6545.175871747442,0.0,0.0,0.0,0.0,0.0,1298.9218819439145,0.0,0.0
2010-10-30,0.72118,0.0,0.0,0.0,0.0,0.0,465.6578581187842,400.2982867732162,0.0,0.0,0.0,211.3946050262777,6115.291650067375,0.0,0.0,463.2462503247828,0.0,0.0,645.8831973775543,0.0,0.0
2010-11-06,0.991455,0.0,0.0,0.0,0.0,0.0,520.9090015989385,350.3984697883526,0.0,0.0,571.5522165046946,0.0,7846.784520265368,0.0,0.0,0.0,0.0,0.0,992.9333863231676,0.0,0.0
2010-11-13,1.03377,0.0,0.0,0.0,0.0,0.0,620.7136645154532,404.0410962154537,0.0,181.27219347258745,336.6392022120464,0.0,6915.494723471396,0.0,0.0,0.0,0.0,0.0,850.2022471379729,0.0,0.0
2010-11-20,0.946337,0.0,0.0,0.0,0.0,0.0,535.0507735224046,452.48188073277794,0.0,0.0,419.56856642668464,0.0,7332.345984984377,0.0,0.0,229.1553784053093,0.0,0.0,1012.2776121805564,0.0,0.0
2010-11-27,1.10846,0.0,223.41865356871668,0.0,0.0,0.0,529.1491297705599,620.0233097484014,218.0427916929005,0.0,561.6558673832178,0.0,6090.349916414081,0.0,0.0,0.0,0.0,0.0,901.0080061694024,0.0,0.0
2010-12-04,1.20878,0.0,0.0,0.0,0.0,0.0,264.47516246813814,516.6153678383766,0.0,0.0,342.2315719431631,0.0,7832.887526479236,0.0,0.0,0.0,0.0,0.0,1110.042905894101,0.0,0.0
2010-12-11,1.22407,0.0,197.31627292217797,0.0,0.0,0.0,699.3023936218003,436.8027397081876,0.0,0.0,249.43704652327165,0.0,9447.43259785239,0.0,0.0,0.0,0.0,0.0,1243.5655864928713,0.0,0.0
2010-12-18,1.35668,0.0,266.7200404051813,0.0,0.0,0.0,518.159391011187,320.73202836858803,0.0,0.0,262.85456462763136,0.0,8952.643819751016,0.0,0.0,176.08017574589644,0.0,0.0,863.90172731892,210.90088982390992,210.90088982390992
2010-12-25,2.00375,373.15288106632687,0.0,0.0,0.0,0.0,823.029537170497,388.1394924637552,0.0,0.0,359.7895093854339,0.0,8310.235231913064,0.0,0.0,267.52170363818084,0.0,0.0,931.102417799666,0.0,0.0
2011-01-01,2.38516,0.0,435.56779968068,0.0,0.0,0.0,722.8050144089013,328.0394977517304,264.92767714961883,0.0,481.44803055349576,0.0,8257.02134372272,0.0,0.0,0.0,0.0,0.0,923.9770251002112,0.0,0.0
2011-01-08,2.10846,0.0,456.9229552738676,0.0,117.66048173555554,117.66048173555554,785.3862067945747,630.193614081584,197.57062557647356,0.0,609.6987365246235,0.0,7199.785706272786,0.0,0.0,276.7160627403932,0.0,0.0,1039.6287916968945,0.0,0.0
2011-01-15,2.3239,0.0,302.25194485994245,0.0,0.0,0.0,638.714557354339,381.1432012056759,0.0,0.0,391.8963507362964,0.0,7754.173611638413,0.0,0.0,214.45942907772223,0.0,0.0,1310.9441968767342,0.0,0.0
2011-01-22,2.72705,0.0,290.87119001083005,0.0,110.66196465535592,110.66196465535592,539.3940138057279,592.024077516736,105.91248922734584,0.0,461.585811120946,0.0,8279.992724414973,0.0,0.0,462.39492366876567,0.0,0.0,1002.0701823735644,0.0,0.0
2011-01-29,4.04659,0.0,246.7022033437236,158.87496419878508,114.52641617675002,114.52641617675002,771.7169455217745,642.8874467472531,255.0995466678885,145.91947503401266,693.7979978544905,117.35064349693002,8619.255312870799,165.96971203483525,165.96971203483525,431.1708538326981,0.0,0.0,1342.7228154629788,0.0,0.0
2011-02-05,4.37266,0.0,227.2371325440328,0.0,0.0,0.0,575.0760230636517,607.7200928527186,160.5465597719214,137.88811666266284,707.1138950415761,0.0,7729.369520638554,0.0,0.0,298.07895014329705,0.0,0.0,1190.1359745727,0.0,0.0
2011-02-12,3.74081,0.0,267.5649713362086,0.0,154.77368100459424,154.77368100459424,633.8960797562763,478.8902146145019,179.68150374912392,186.46319346796756,905.3392226557474,165.28312229516447,7968.807487678306,112.57770799297172,112.57770799297172,378.7243500769971,0.0,0.0,1293.7655016031702,106.04793964521208,106.04793964521208
2011-02-19,3.61821,128.26449607059968,229.82283654814472,0.0,132.019155409099,132.019155409099,859.8678811182065,749.4419191255192,266.67377479015664,136.15164502078727,726.541430081243,184.5412537083152,7212.931773110591,144.52772251523675,144.52772251523675,573.1743489390404,0.0,0.0,1475.3923275386785,0.0,0.0
2011-02-26,3.40457,0.0,155.08239885005656,130.1015745222014,100.83690861220406,100.83690861220406,859.3992277777365,662.437576826204,131.5943289578656,0.0,703.8360359806286,221.79831610099936,7141.934370976621,133.39610369711596,133.39610369711596,574.3884133001368,0.0,0.0,1276.2318960653613,208.09350641194283,208.09350641194283
2011-03-05,2.91082,0.0,343.84780544101784,0.0,118.19419631224116,118.19419631224116,628.3851054073431,560.3396598492849,140.95943526355373,0.0,529.9109010696037,177.08134879235408,6741.580318385252,0.0,0.0,452.9968210602717,0.0,0.0,1306.5695801424786,0.0,0.0
2011-03-12,2.76817,0.0,296.80055013718544,0.0,164.18581110455082,164.18581110455085,676.8274499439477,503.1072968202917,0.0,0.0,462.9888837690572,0.0,6775.055904217963,0.0,0.0,373.2828853219121,0.0,0.0,948.4373247822436,0.0,0.0
2011-03-19,2.01834,0.0,215.5971512603765,0.0,0.0,0.0,601.9841233941056,305.05940668969254,0.0,0.0,415.46469639098905,157.35748073874515,6087.253903568067,0.0,0.0,564.1537231158757,0.0,170.4191264930243,1019.8569915787184,0.0,0.0
2011-03-26,1.58492,0.0,196.77261246062048,0.0,113.17394727887236,113.17394727887236,677.8920532200774,334.1465922805927,0.0,0.0,177.73540097531193,0.0,6375.18455251801,0.0,0.0,430.9038656253056,0.0,0.0,750.1872972539217,0.0,0.0
2011-04-02,1.55592,0.0,187.72287284737976,0.0,0.0,0.0,749.4541927615987,230.78213945841335,0.0,117.27930112504323,397.7499570678018,129.26148993804057,7317.491506908134,0.0,0.0,379.32263732805535,0.0,0.0,1143.7643773084794,0.0,0.0
2011-04-09,1.68153,0.0,0.0,0.0,0.0,0.0,564.6697750674648,295.8119124633739,0.0,0.0,283.1079278865241,0.0,7144.10781809554,0.0,0.0,146.66528116216273,0.0,0.0,958.3023593486532,0.0,0.0
2011-04-16,1.41556,0.0,184.68054683182984,0.0,0.0,0.0,567.9941373036114,229.9830294332596,0.0,0.0,181.05262261176256,0.0,6335.376168121141,0.0,0.0,248.1533341122617,0.0,0.0,967.321966325051,0.0,0.0
