date,Massachusetts,bronchitis,cold,symptoms of the flu,flu symptoms,rsv,sinus,pneumonia,stomach flu,the flu symptoms,flu how long,how long flu,the flu,strep,strep throat,contagious flu,flu contagious,symptoms of flu,fever flu,flu fever,how long does flu last
2011-01-22,1.52558,479.4525122185046,7811.998979027435,144.1048822899919,441.587301412117,348.0785799619528,1331.588066720597,1040.259282121285,0.0,0.0,0.0,0.0,197.14893808712577,893.1628937208848,798.5623705098787,0.0,0.0,0.0,0.0,0.0,0.0
2011-01-29,1.86385,401.9791786230908,9262.94546449517,0.0,624.2505460163214,203.28200998888852,1357.5477715749323,1124.7618067545163,259.91813156846223,0.0,0.0,0.0,378.7857247012881,1130.8632864040928,665.4025430485867,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-05,2.37127,447.0062738139972,7166.176663514252,0.0,463.6101758168392,442.2304575548176,1369.094959858813,961.3443758166438,230.76588733583932,0.0,0.0,0.0,354.02739298107656,959.9561753632372,604.5504846269025,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-12,2.33142,644.1578107583374,7110.684768677202,0.0,524.4683363668034,401.2004895984069,1389.7588054658218,1313.0387179999757,177.03325034308506,177.0173423442145,191.8356320116499,191.83563201164984,555.6143561755139,1064.04187813597,924.5466365779848,0.0,0.0,0.0,0.0,0.0,245.8783016461099
2011-02-19,2.65215,899.9105689886585,7126.100474594991,0.0,486.0328363642018,378.9815566243608,1279.4759296811546,1139.2976056062382,252.7392709043568,0.0,141.473335012092,141.473335012092,383.25668499515,1376.3752135052166,833.5754374331447,0.0,0.0,0.0,0.0,0.0,0.0
2011-02-26,2.45628,617.1098665580183,7449.340818297042,0.0,473.5560139773093,545.6741571921978,1497.7692515707174,925.979072007511,304.9400475915097,0.0,264.2808950603154,264.2808950603154,637.8730507734335,1134.6796851891038,656.8947407765082,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-05,1.93807,601.4588602368041,7552.869454385562,0.0,489.5481059206931,348.85093288989856,1500.3740457352387,1269.9790578294323,138.02571757615874,0.0,0.0,0.0,161.19712352626058,1467.7362503024,1048.5212436291529,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-12,2.04345,493.45564011836126,6300.34103412472,0.0,419.33122524402216,175.988640292976,1536.5350258465985,1193.058787235282,134.8785531850692,138.56913315362837,0.0,0.0,454.3561820376172,1385.6069672619303,1015.0034326725456,0.0,181.5590170840289,0.0,143.608394993028,143.608394993028,0.0
2011-03-19,1.7797,573.5588371327196,6445.737480565571,0.0,383.8117153822287,265.0597227248472,1305.225608900116,1124.774803632972,215.0373920192505,0.0,0.0,0.0,296.383384933316,1311.2219470136642,985.2230141737148,0.0,0.0,0.0,0.0,0.0,0.0
2011-03-26,1.51078,561.2184408407867,6930.57132226458,0.0,272.7709728346692,208.32748544503173,1168.1039588397737,1197.3364763295283,288.46220702816646,0.0,145.61215317952323,145.61215317952326,318.2079938764392,1404.064645171691,1089.8158661670575,0.0,0.0,0.0,0.0,0.0,0.0
