date,Oklahoma,the flu,flu symptoms,rsv,pneumonia,how long flu,the flu symptoms,flu a,symptoms of flu,flu how long,strep,stomach flu,contagious flu,sinus,flu contagious,strep throat,bronchitis,fever flu,how long contagious,type a flu,flu type a
2012-12-22,4.44115,1040.9359341746576,924.0184909690915,1991.5712118788847,1350.9354674024062,0.0,0.0,0.0,0.0,0.0,1043.200850497076,436.0835981984244,0.0,1645.1575107921603,0.0,608.374506260625,927.0394325844244,0.0,0.0,0.0,0.0
2012-12-29,10.4434,1458.955225866488,1813.349879156456,1832.8493083675348,1894.9088033717496,0.0,755.0317176743832,0.0,748.9354088505766,0.0,1346.1433194566068,0.0,506.4755728661792,1656.9724582789067,0.0,1252.503788749346,1417.4294527305972,0.0,0.0,0.0,0.0
2013-01-05,7.87562,2096.3809417061384,1372.070168518287,1654.533005385623,1940.6717822236544,644.1722005965939,0.0,896.7962704224611,0.0,897.4794703350018,1665.7524687367638,0.0,567.9364171355382,2470.405780918701,0.0,1269.5680126705752,1305.4866872576288,0.0,0.0,0.0,0.0
2013-01-12,8.43243,4105.498426710446,4665.295618556411,1720.7600962671736,2159.53155552674,772.7315974714026,492.0382444628506,1818.246194668452,1232.4238667189247,945.9061103770932,1475.720015620293,812.1816491261591,517.816745963821,2364.184221128938,659.8654097297609,1047.4394414747578,1266.8083241431063,0.0,0.0,0.0,0.0
2013-01-19,9.74255,4161.107999525409,5168.938760340944,1165.5608553431011,1506.2189039805403,1028.310265351976,702.377549000481,1485.6397729869468,1020.7769076735304,869.1347808485198,1360.453720908372,0.0,0.0,1449.896715257284,0.0,979.2381973656956,1031.4861080506803,676.9504712076535,0.0,0.0,0.0
2013-01-26,8.25726,3413.368569893568,3368.5378687202438,784.4138803751201,1340.6342141747486,662.8099551107007,763.8228401441629,1566.9948724916007,854.7818890700258,623.292014285524,1281.6995862079366,799.7195918935432,0.0,1679.4214091286517,0.0,792.0133301697798,944.0888435520338,0.0,416.8495717153492,0.0,0.0
2013-02-02,8.98551,2552.452029035849,1995.344874425422,1156.6208216195744,1458.685868199488,572.2738660314711,815.510971361117,926.1547283075452,714.712506428852,0.0,1406.9175557654962,471.7465649225688,358.45338379435844,1507.777211201075,0.0,1014.3066443581964,765.2910678402127,0.0,0.0,0.0,0.0
2013-02-09,5.18067,1508.4450161643897,1932.68971668067,637.4271564652752,1189.786796829888,438.44261996839833,698.1708196832095,0.0,0.0,581.2827638499222,1296.5829426933428,0.0,409.5609224656167,1483.6896211323087,0.0,794.836401498714,436.2752244856752,372.90865492498347,0.0,533.4109079840366,533.4109079840366
2013-02-16,4.9334,980.5430836637958,1078.538572942378,759.620146899057,1046.3778826131245,370.67915197261567,0.0,602.762263040323,0.0,0.0,1761.075716782177,0.0,0.0,2185.9105337664905,0.0,1020.0239859016588,0.0,0.0,0.0,0.0,0.0
2013-02-23,4.83708,481.91758737737706,1019.2877944661484,0.0,1062.0112004232117,0.0,0.0,445.3827276968849,354.7661785222515,0.0,1026.3257871688977,0.0,0.0,2061.3769359724083,0.0,708.5238057221596,784.2514517628407,0.0,0.0,0.0,0.0
2013-03-02,4.42518,783.1136074086575,740.0551931186432,0.0,1258.8818607189644,579.7118469346252,0.0,554.2608046960556,0.0,0.0,1317.627670449837,0.0,0.0,1744.7962969453692,0.0,1357.415979521022,832.9823148534997,0.0,0.0,0.0,0.0
2013-03-09,2.98826,707.8849903295616,792.5420584189176,499.07589979427735,1307.535511179205,0.0,0.0,632.4893588991068,0.0,0.0,1034.692464717518,0.0,0.0,1459.0392487663205,0.0,1008.6986753030249,608.2136291484379,0.0,0.0,0.0,0.0
2013-03-16,3.59468,0.0,635.9741402161972,0.0,776.9119155126,421.2103653657141,0.0,0.0,0.0,0.0,900.3683948981502,0.0,0.0,1625.9511788968823,0.0,714.8431816546884,565.1050875923384,0.0,0.0,0.0,0.0
2013-03-23,2.84058,577.98495141544,0.0,400.6901655749279,1156.4446915368912,563.1086777724712,0.0,0.0,0.0,0.0,907.9095183763992,0.0,0.0,1819.8307110627468,0.0,504.4264190097514,0.0,0.0,0.0,0.0,0.0
2013-03-30,1.78482,516.758486554994,398.17658348430143,635.2670640381359,510.9606085872833,0.0,0.0,0.0,414.6889507623217,0.0,1559.620213261298,466.8203433434823,0.0,1646.5679490334578,0.0,925.503834826666,475.95174611636446,0.0,0.0,0.0,0.0
2013-04-06,1.84182,0.0,632.1945974664187,0.0,618.4571126750278,0.0,373.5868456508932,0.0,378.2354839367554,0.0,887.1650140183374,0.0,0.0,1078.0672763058235,0.0,765.5615632343004,571.4203036254761,0.0,0.0,327.0803529606566,327.0803529606566
2013-04-13,1.14596,601.2299052424712,508.4312854338953,0.0,934.9721819816584,0.0,0.0,0.0,0.0,0.0,1379.0433973052618,0.0,0.0,1711.0813967324568,0.0,1114.9234402174525,979.616022324876,0.0,0.0,0.0,0.0
2013-04-20,1.42429,0.0,0.0,0.0,827.5337262763367,0.0,0.0,0.0,0.0,0.0,1177.0829566314342,0.0,0.0,1339.7816537614358,0.0,873.9541404719408,366.44264980211136,0.0,0.0,0.0,0.0
2013-04-27,1.74512,419.0254434395155,0.0,390.6551833872037,1342.124874055578,0.0,0.0,0.0,0.0,0.0,1369.971656978487,0.0,0.0,1175.9546019773247,0.0,1077.542321571155,390.03581121629486,0.0,0.0,0.0,0.0
2013-05-04,0.911162,378.1498638075848,0.0,0.0,709.8398743455965,0.0,0.0,0.0,0.0,0.0,917.1967830080188,0.0,0.0,993.6216452432972,0.0,619.4810330822484,459.3418913725325,0.0,812.628936036433,0.0,0.0
2013-05-11,0.66335,453.8557014651136,0.0,0.0,808.2729570304072,0.0,0.0,0.0,0.0,0.0,1014.5887618289496,0.0,528.7897826417711,872.0642043326881,0.0,501.0198212026866,606.3063280148626,0.0,0.0,0.0,0.0
2013-05-18,0.397702,550.8243660583614,0.0,0.0,677.4687491973575,0.0,0.0,0.0,0.0,0.0,1409.452674599425,0.0,0.0,1256.2488377576217,0.0,1002.1367491803488,858.189401219776,0.0,0.0,0.0,0.0
2013-05-25,0.322321,0.0,0.0,0.0,797.7738426810977,0.0,0.0,0.0,0.0,0.0,1079.6370669886949,0.0,0.0,1526.2109168136865,0.0,980.4156899289744,366.8012595580755,0.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0,0.0,1057.5890186386475,0.0,0.0,0.0,0.0,0.0,552.997143019163,0.0,0.0,960.7362735483872,0.0,607.4980950596199,535.6275690092076,0.0,0.0,0.0,0.0
2013-06-08,0.102564,0.0,0.0,0.0,885.7929750234171,0.0,0.0,0.0,391.9006660607616,0.0,815.9929807503044,0.0,0.0,1318.9221547852162,0.0,963.6854824424512,545.9917853979197,0.0,389.6783317629897,0.0,0.0
2013-06-15,0.0788644,0.0,0.0,0.0,515.8904161195347,0.0,0.0,0.0,0.0,0.0,1119.8836297740695,402.0317844069324,0.0,1158.1118226087256,0.0,816.2284559226568,676.677926449356,0.0,0.0,0.0,0.0
2013-06-22,0.0800641,0.0,0.0,0.0,753.6937001732025,0.0,0.0,0.0,0.0,0.0,1288.0221641346168,0.0,0.0,1110.9614807297037,0.0,821.1352056381713,0.0,0.0,0.0,0.0,0.0
2013-06-29,0.0911162,0.0,397.5105806797383,0.0,766.6470625886568,0.0,0.0,0.0,0.0,0.0,901.9711496439006,0.0,0.0,791.909003066542,0.0,642.9555571587458,328.813004633151,0.0,0.0,0.0,0.0
2013-07-06,0.480307,0.0,0.0,0.0,381.4351991327677,0.0,0.0,0.0,0.0,0.0,791.2475594408435,0.0,0.0,1217.735981087856,0.0,593.4842807297888,0.0,0.0,0.0,0.0,0.0
2013-07-13,0.293974,342.3944385236469,0.0,0.0,419.7006475775817,0.0,0.0,0.0,0.0,0.0,674.5368835230262,0.0,0.0,1034.681015832718,0.0,880.3068298077626,329.0059929078474,0.0,0.0,0.0,0.0
2013-07-20,0.2772,0.0,0.0,0.0,557.4089014132231,0.0,0.0,0.0,0.0,0.0,889.000107968215,0.0,0.0,825.664387555746,0.0,571.5749202696717,0.0,0.0,0.0,0.0,0.0
2013-07-27,0.164069,0.0,0.0,0.0,477.3830248263423,0.0,0.0,0.0,0.0,0.0,484.6352392482871,0.0,0.0,847.2758700583714,0.0,548.8617592419657,347.3946645086941,0.0,367.1365903925962,0.0,0.0
2013-08-03,0.0495786,0.0,0.0,0.0,702.7560964074504,0.0,0.0,0.0,0.0,0.0,837.405993561568,0.0,0.0,1050.3528104592292,0.0,560.8437473603531,0.0,0.0,0.0,0.0,0.0
2013-08-10,0.265722,0.0,0.0,0.0,789.3418886318764,0.0,0.0,0.0,0.0,0.0,730.5219399736767,0.0,0.0,916.0624484749336,0.0,708.457420470092,267.73582297381733,0.0,0.0,0.0,0.0
2013-08-17,0.162272,0.0,321.49777404011064,0.0,479.32289389917264,0.0,0.0,0.0,0.0,0.0,1038.0560374746506,353.3849781666536,0.0,1083.5704115332298,0.0,918.8811991423346,351.09180869945254,0.0,304.4382206598456,0.0,0.0
2013-08-24,1.0917,364.3093692913344,0.0,0.0,750.0474499151202,0.0,0.0,0.0,0.0,0.0,876.5890358664388,0.0,0.0,1539.6574028655905,0.0,656.1564398365406,339.8293736230402,0.0,0.0,0.0,0.0
2013-08-31,0.430866,239.75352622326216,0.0,0.0,1093.7873094396828,0.0,0.0,0.0,0.0,0.0,1413.7881219582223,0.0,0.0,1487.1906928779629,0.0,1062.3066023428426,439.3288844418048,0.0,0.0,0.0,0.0
2013-09-07,1.62081,0.0,304.03156283937017,0.0,817.5909297159138,0.0,0.0,0.0,0.0,0.0,1305.192241504612,0.0,0.0,1514.89817909848,0.0,1228.5647332596195,662.352907133157,0.0,241.1855277061472,0.0,0.0
2013-09-14,1.04869,0.0,0.0,0.0,1044.1711046013015,0.0,0.0,234.8448312195598,0.0,0.0,1511.4485625164702,0.0,0.0,1579.698171606361,0.0,1188.7980105806184,394.3777007193119,0.0,0.0,0.0,0.0
2013-09-21,0.842171,340.3737175027351,322.3564041369702,0.0,1103.8280591769358,0.0,0.0,293.83180813112324,0.0,0.0,1210.952169765191,0.0,0.0,1645.63681000034,0.0,801.626000162094,438.5431999281578,0.0,0.0,0.0,0.0
2013-09-28,1.02987,529.5653612723085,0.0,284.0178421626783,775.2215925957416,0.0,0.0,291.32246695710154,0.0,0.0,1516.9616207145828,0.0,0.0,1389.9592114929274,0.0,977.3655639966792,542.3726623655066,0.0,0.0,0.0,0.0
2013-10-05,2.33181,344.7546159964798,314.9749085056528,0.0,993.595208501951,0.0,0.0,492.2197061201844,0.0,283.5813418419365,1178.1834728011304,0.0,0.0,1387.1487659078216,0.0,841.5793536526436,577.8301678766434,0.0,0.0,0.0,0.0
2013-10-12,1.87829,565.9659867141501,324.90716925820146,0.0,1194.6619998547926,0.0,0.0,486.3007015676968,0.0,224.5353642494057,1259.922985651604,0.0,0.0,1061.5696244679832,0.0,726.8243367023284,761.7989466395667,0.0,0.0,0.0,0.0
2013-10-19,2.11759,827.909796546575,703.0436877126541,0.0,951.2712944279252,0.0,0.0,638.4990020465992,224.7035175866136,0.0,1566.4117537566683,0.0,0.0,2081.432882665577,0.0,1105.0685169155474,414.3066252947037,0.0,0.0,0.0,0.0
2013-10-26,2.4853,729.955404338104,285.14529639989235,219.46907497581464,1151.942745519689,0.0,0.0,0.0,0.0,0.0,1275.2146098601536,0.0,0.0,1835.3454152731545,0.0,1023.6758768635168,543.8998638595522,0.0,0.0,0.0,0.0
2013-11-02,2.48809,679.4008435002332,413.4268495099674,307.9024540234796,1018.7877860567182,0.0,0.0,0.0,0.0,0.0,1383.9361415078272,0.0,0.0,1327.2333621324226,0.0,1098.4200329211958,500.4022998285592,0.0,228.30574124583543,0.0,0.0
2013-11-09,3.53245,587.052548643258,534.3932009492503,267.3149840976092,1314.9588208903956,0.0,0.0,293.00712304496886,0.0,0.0,1462.011566925957,0.0,0.0,1507.1046667750225,0.0,963.8202894073096,661.8998616022965,0.0,0.0,0.0,0.0
2013-11-16,3.42067,597.4769788331159,375.3157861664108,280.8038253759992,998.5288485550868,0.0,0.0,371.33804827502433,0.0,0.0,1202.3883658934178,0.0,0.0,1688.0013172842223,0.0,925.8163567254552,603.5177135822072,0.0,0.0,281.1363638964754,281.1363638964754
2013-11-23,3.03972,517.9880646018181,545.3039942806223,429.29121113891193,1544.024679901187,356.38295259537983,0.0,287.8212372012953,0.0,0.0,1845.416953598355,0.0,0.0,1391.9112043384296,0.0,1358.1469337460246,1122.9454971348346,0.0,0.0,0.0,0.0
2013-11-30,2.54652,595.3312792926457,522.5521707123744,272.3787600760561,1410.687937446017,0.0,0.0,324.8421449040241,311.9014972371353,0.0,1384.9402285217027,244.18924425796533,306.23807932806983,1462.55513715937,0.0,936.0222589004546,654.1627284510545,0.0,0.0,0.0,0.0
2013-12-07,4.32297,661.4232173415547,526.181465761602,499.5851462872192,1065.864420462298,0.0,0.0,429.469252685792,0.0,0.0,1550.1982152361352,0.0,0.0,1651.9310357933484,0.0,1175.3767997217928,526.3130951153313,0.0,0.0,0.0,0.0
2013-12-14,4.06279,482.75448352591263,703.9233939893022,511.8984327065679,1004.2214808390491,0.0,0.0,351.98569016833045,0.0,0.0,1156.8294358424755,0.0,0.0,1511.3968794228856,361.88474422541054,653.8867667173413,937.2361913546754,0.0,0.0,0.0,0.0
2013-12-21,4.68674,881.4236870735575,1050.163483443274,395.61021240582295,1924.8144144734315,297.66128020139456,0.0,471.0228462146663,0.0,389.73276154240494,1347.5674076418554,0.0,0.0,1720.0646736400809,270.6429716062524,890.1209597047502,1333.66806602121,0.0,348.4012372508846,0.0,0.0
2013-12-28,7.26619,1499.7250439047891,1464.304201525552,864.7160367378538,1679.5179192940614,525.1384559598409,0.0,550.2182805990265,376.50714768314793,526.0514823032491,1311.3081110453063,429.2627941824279,425.4057012648983,1559.6712909353962,380.6270036861577,825.4511653402934,923.3883006706494,308.71325308025735,329.581622639843,0.0,0.0
2014-01-04,6.62417,1945.2610594939847,1913.7855524043696,1456.8705788471718,1903.50865913568,582.2165304026471,351.0151906293233,945.0720325727146,0.0,585.5041248453798,1670.3917988733522,293.6084584534369,0.0,1852.1940372160816,344.7158420418949,1128.217196075607,1396.3189026095563,428.12991857136666,411.5301446236111,0.0,0.0
2014-01-11,6.94503,2996.823050523149,2482.248113378229,1347.7094275938214,1814.0613916500956,556.0038879871114,647.07206988698,1439.5922071899065,637.9539339945313,396.2973950035686,1504.3680016645062,323.2512718023863,385.1477428206986,1769.961256945677,392.2218857734098,1116.4654536364671,1423.539995357941,545.8184302819052,259.598274653434,583.7193959047571,583.7193959047572
2014-01-18,7.63397,2982.359429021928,2578.2958833557013,1418.274421874879,2173.069814736359,671.9260217530974,509.9482201536001,1449.4232106327445,574.0052918335138,771.4090103976679,1428.5036394854253,406.81787184144775,458.36162543996375,2089.6524396118143,364.2829258564271,1209.7883957244485,974.9459712079112,435.6313386458017,435.72182473696535,407.76621087137767,407.76621087137767
2014-01-25,7.53382,2816.2438204282944,2996.4363295475864,1559.067751401909,1904.1359331549963,752.2097215035358,563.253427738729,1226.459199510266,601.3270996105587,991.9186085284506,1812.8761774334023,327.1976534991441,432.2118863777135,1802.7657052397983,568.0019710400221,1165.4489140777273,1142.7737473607183,324.0752830513998,541.7565472337805,0.0,0.0
2014-02-01,8.74261,2105.7141935833515,2140.670275103077,1630.9698421694393,1874.129900461556,548.9408238186181,565.0192718950871,774.8479542987429,629.9978128671498,471.4437788807049,1630.0590731864868,598.4807705438702,221.575361288692,1815.947834028462,221.58296830693703,1183.8159984411395,1139.2419868308573,336.7522508671085,230.48851071114208,409.2335434932261,409.2335434932262
2014-02-08,8.5917,1465.5246834170796,1682.0661596657249,1450.0299007190597,1521.5292673890044,369.0639789789096,334.93934036887185,631.8272327127712,794.5494284332267,264.16643062723944,1747.460232756043,431.4976310462107,0.0,2199.090061028296,0.0,1121.67251910239,1001.9442978361882,0.0,0.0,0.0,0.0
2014-02-15,3.5958,838.5487134963956,1104.2511922324152,1169.7063908029338,1588.4744596120786,0.0,0.0,285.5222394716889,0.0,0.0,1728.1927100760397,462.91737594434136,0.0,1797.784478942604,0.0,1294.7148011596855,836.6489463518146,342.27848922022844,0.0,0.0,0.0
2014-02-22,5.38348,908.919082001862,855.4099115155117,911.1898960211388,1840.0613419091148,0.0,294.1400533208319,0.0,302.4383605091744,0.0,1759.6559804845367,367.07667656611903,0.0,1629.915998971203,0.0,1375.3794293883502,1104.842514635319,0.0,0.0,0.0,0.0
2014-03-01,3.79888,646.6963637199639,645.0180255962623,1188.0725435124266,1562.7426295923167,0.0,0.0,258.5914959345979,0.0,0.0,1837.5146869458183,286.31816993499507,0.0,1959.8261346007555,0.0,807.089131788896,847.801883595207,0.0,0.0,0.0,0.0
2014-03-08,3.4255,747.916062848251,640.7454282502176,805.4255654773094,1412.8393085528553,0.0,0.0,0.0,0.0,217.24122997043585,1417.9013209651014,410.5740551413281,344.15840731634967,1512.8879415899746,0.0,807.9065708832205,1144.867645541908,0.0,0.0,0.0,0.0
2014-03-15,3.00021,622.7468621424215,615.411183822479,656.1454878577856,1123.1592439383385,0.0,279.2166060883379,0.0,235.520990263269,230.56915699744883,1724.995386380614,243.11926157222365,0.0,1634.4936674796922,0.0,917.2573751724392,711.5768447545497,0.0,0.0,0.0,0.0
2014-03-22,2.96679,517.9613894007982,462.6033466489953,621.0622317483565,795.0629556733228,0.0,334.0621389497359,0.0,403.67844959223385,330.5779177446556,1224.5945957762135,253.01450845925515,0.0,1598.981972672134,0.0,652.9586329509477,819.1533581896288,0.0,264.4667367515625,0.0,0.0
2014-03-29,2.25514,447.0636724106008,375.7365265645101,332.376096816063,1229.3496038774,0.0,0.0,0.0,242.0103710853445,0.0,1253.3257687632345,0.0,0.0,2030.2012255083343,0.0,777.0394088530054,579.9985053826778,0.0,0.0,0.0,0.0
2014-04-05,2.32617,294.1310677346222,246.83028787473503,304.86221532289323,1072.473305804412,0.0,0.0,0.0,0.0,0.0,1375.6287285267056,455.8470839172306,0.0,1529.5398192605974,0.0,756.1161526378739,558.5341203938466,0.0,0.0,0.0,0.0
2014-04-12,2.30092,289.5357526783469,0.0,0.0,1116.9964922704614,0.0,0.0,0.0,0.0,0.0,1500.5246189421214,0.0,0.0,1363.5562022772417,0.0,852.0253146017338,696.6951400177055,0.0,345.0372884478585,0.0,0.0
2014-04-19,1.83402,0.0,289.3635558056823,0.0,1016.2327307102752,0.0,0.0,0.0,0.0,295.6539595370345,1498.4098053032524,0.0,0.0,1681.0530000299038,407.9041129937586,899.9405915849673,513.4312544941328,0.0,0.0,0.0,0.0
2014-04-26,1.90706,0.0,367.387421237972,247.23804716913423,1019.4408971025144,0.0,0.0,0.0,0.0,0.0,1574.7305854995277,0.0,0.0,1288.3788174778551,0.0,813.2207997998088,746.543712025957,0.0,0.0,0.0,0.0
2014-05-03,1.71875,0.0,338.6726770020032,0.0,1074.0047988002943,0.0,0.0,0.0,0.0,0.0,1506.3644497921034,0.0,0.0,1469.273437754523,0.0,961.19665826928,451.1822016924594,0.0,0.0,0.0,0.0
2014-05-10,1.25837,301.9776424151254,0.0,0.0,646.6887107737426,0.0,0.0,0.0,0.0,0.0,1426.8620740414954,0.0,0.0,1144.776033705926,0.0,735.7286123282017,433.615938929102,0.0,0.0,0.0,0.0
2014-05-17,2.18103,0.0,0.0,0.0,716.9891527330565,0.0,0.0,0.0,0.0,0.0,1394.6463577921609,0.0,0.0,1393.528688578131,0.0,909.5731284077356,541.2571866140628,0.0,0.0,0.0,0.0
2014-05-24,0.40724,0.0,0.0,0.0,791.9042612622028,0.0,0.0,0.0,0.0,0.0,1401.0518413094358,0.0,0.0,1358.8968830180163,0.0,984.3817517164316,426.4527893574514,0.0,0.0,0.0,0.0
2014-05-31,0.593178,0.0,0.0,663.8331855388293,664.2785329077226,378.7933447258033,0.0,0.0,0.0,0.0,1241.3148643423735,0.0,0.0,1325.7659069502322,0.0,525.2636312265358,514.9268502411727,0.0,0.0,0.0,0.0
2014-06-07,0.414201,0.0,0.0,0.0,882.6620312659699,0.0,0.0,0.0,0.0,0.0,795.1667115584046,0.0,0.0,1205.424563119123,0.0,719.2143738734285,677.1385580184207,0.0,0.0,0.0,0.0
2014-06-14,0.312695,0.0,0.0,0.0,717.5851667329898,0.0,0.0,0.0,0.0,0.0,972.5397344498922,0.0,0.0,1352.602803616932,0.0,581.246042529881,676.7224413048422,0.0,0.0,0.0,0.0
2014-06-21,0.0761325,0.0,0.0,0.0,687.7131943079396,0.0,0.0,0.0,0.0,0.0,1090.8696464934544,0.0,0.0,1109.7776935390018,413.88054160031487,629.4919774181888,363.6087894568982,0.0,0.0,0.0,0.0
2014-06-28,0.171527,0.0,0.0,0.0,591.4234409755298,0.0,0.0,0.0,0.0,0.0,1086.905591851474,0.0,0.0,720.8283160114393,0.0,586.5971449165344,523.001005156865,0.0,0.0,0.0,0.0
2014-07-05,0.243072,0.0,0.0,0.0,665.1667991842652,0.0,0.0,0.0,0.0,0.0,672.2443985913984,0.0,0.0,980.9058657681012,0.0,538.1516978985301,373.6760862954032,0.0,556.1779103655097,0.0,0.0
2014-07-12,0.168634,0.0,0.0,0.0,869.2680333339681,0.0,0.0,0.0,0.0,0.0,1012.558753635322,0.0,0.0,868.8006666165587,0.0,702.5387849729183,0.0,0.0,0.0,0.0,0.0
2014-07-19,0.0563698,0.0,0.0,0.0,1212.502288487784,0.0,0.0,0.0,0.0,0.0,1173.209123750274,0.0,0.0,1480.3656531494992,0.0,797.4799819002999,0.0,0.0,0.0,0.0,0.0
2014-07-26,0.202737,0.0,0.0,0.0,782.844991747142,0.0,0.0,0.0,0.0,0.0,830.7119244701386,481.74401760850697,0.0,1226.7332790057344,0.0,528.8301340744597,548.6244626708785,0.0,0.0,0.0,0.0
2014-08-02,0.110681,0.0,0.0,0.0,719.2972060697102,0.0,0.0,0.0,0.0,0.0,885.8681619351241,0.0,0.0,1152.4674229956345,0.0,0.0,357.80236835490496,0.0,0.0,0.0,0.0
2014-08-09,0.756144,0.0,0.0,0.0,729.0539524259904,0.0,0.0,0.0,0.0,0.0,949.1990632936164,0.0,0.0,1714.3636309242136,0.0,474.9206518038729,373.03485304968166,0.0,0.0,0.0,0.0
2014-08-16,0.646987,0.0,0.0,0.0,824.9695461663074,0.0,0.0,0.0,0.0,0.0,1307.1121556339276,0.0,0.0,1253.339852108572,0.0,448.5047604513755,492.0457492232149,0.0,0.0,0.0,0.0
2014-08-23,0.191571,0.0,0.0,0.0,1126.6283565362808,0.0,0.0,0.0,0.0,0.0,856.683775471585,0.0,0.0,1405.879719826987,0.0,515.9213882191286,625.9453052051184,0.0,0.0,0.0,0.0
2014-08-30,0.611621,330.3466576906694,0.0,0.0,729.5428608354912,0.0,0.0,0.0,0.0,0.0,1346.4986968970582,0.0,0.0,1195.386103563864,0.0,1052.1591472372677,363.3703015659207,0.0,0.0,0.0,0.0
2014-09-06,1.11562,0.0,0.0,0.0,912.0593092447692,0.0,0.0,0.0,0.0,0.0,1117.3931617562405,0.0,0.0,1611.7386563074745,0.0,655.2187526906241,489.3008309716876,0.0,0.0,0.0,0.0
2014-09-13,0.694927,250.47161928364653,0.0,250.38085330478967,943.2941218042556,0.0,0.0,258.11646523085136,0.0,0.0,778.1625318629043,0.0,0.0,1160.5894801567174,0.0,504.8415651929996,702.9829152706214,0.0,0.0,0.0,0.0
2014-09-20,1.46689,520.675502644361,352.5479035570139,0.0,915.3863099724582,0.0,0.0,0.0,0.0,0.0,1407.835274493193,214.69346099028877,0.0,1542.385870896362,0.0,727.6100302975517,673.9250359877695,0.0,0.0,0.0,0.0
2014-09-27,1.00074,608.2793989569745,360.9554914932383,0.0,964.4246318219532,0.0,0.0,236.8259968041719,0.0,0.0,1414.819756976057,0.0,0.0,1287.9444426787254,0.0,1078.050633426017,493.9415939867276,0.0,0.0,0.0,0.0
2014-10-04,1.85456,583.0061319535564,480.66529599381937,0.0,1255.5811321066926,166.4741007028525,0.0,669.2169180976334,0.0,0.0,1179.4217452678274,0.0,0.0,1146.9305575169494,0.0,692.7773232568911,644.5282347851859,273.81338838137543,0.0,0.0,0.0
2014-10-11,2.47019,630.9331372282276,485.4716137022948,214.8672163729039,1079.2159188871833,181.2582328319576,0.0,207.019302340206,0.0,322.67040371282064,1058.634142280696,246.76307564065905,0.0,1682.5846268032349,0.0,741.7017435375261,519.4706781115889,0.0,0.0,0.0,0.0
2014-10-18,1.36633,1012.8208821366007,676.2335280416627,0.0,1160.0740799247103,0.0,0.0,875.4811614537036,336.7978738708993,180.3090290166353,1430.138750702893,0.0,0.0,1076.760481713294,0.0,971.8295501932412,464.26953166043006,0.0,0.0,0.0,0.0
2014-10-25,1.07742,992.8197658290724,768.9437803904825,295.99615644917054,1214.4704490601823,0.0,0.0,489.5231492142419,172.14329925375682,0.0,1216.0515832593633,0.0,0.0,1233.7264240651082,0.0,634.2237641311524,533.6341503986949,0.0,0.0,0.0,0.0
2014-11-01,1.40476,748.6932052214282,634.253178127277,355.5309196778494,940.648702330936,0.0,203.03315258891055,340.66233846687766,0.0,0.0,1342.7924401103076,0.0,0.0,1519.8656849858444,0.0,888.0328256209106,458.8096705161944,0.0,0.0,0.0,0.0
2014-11-08,1.38249,429.27785523846046,442.04944797198624,0.0,1026.3702420726736,0.0,0.0,0.0,209.23963901319627,0.0,1296.2698697340822,330.803634984415,197.2141632499424,1045.184266549497,0.0,952.5134391732356,502.7625688249288,0.0,0.0,0.0,0.0
2014-11-15,2.13992,417.840033713774,410.4369552937304,271.4366198542125,997.9479101424812,0.0,0.0,0.0,238.57274294602544,0.0,1421.6556944144318,0.0,210.24598859434803,1667.476004988078,0.0,784.4161111405285,585.8538569435104,0.0,209.41845836964964,0.0,0.0
2014-11-22,1.13288,689.4637661726741,454.46695376113234,292.85230626316564,1206.558905181355,0.0,0.0,0.0,225.86286375641689,293.4364163807197,1106.6348836155971,263.3257275501249,0.0,1675.6255798625696,0.0,842.725320692704,603.6256291685743,0.0,465.4887864978157,0.0,0.0
2014-11-29,2.17319,573.6064569677013,494.8011117813083,490.85055344858085,924.7588687486988,0.0,0.0,0.0,0.0,0.0,1310.4844779409582,0.0,0.0,1365.460062571209,0.0,875.4174227225313,853.4179712838834,0.0,0.0,0.0,0.0
2014-12-06,2.54709,693.8856593045965,751.1399369066386,397.2870254754425,1464.168920237937,0.0,0.0,390.7785147099393,0.0,266.69840732695786,1247.7882360606786,0.0,0.0,1372.2306913515563,0.0,927.3906601228828,617.1035927194615,0.0,0.0,0.0,0.0
2014-12-13,5.70992,903.0250045960572,808.1773914377799,284.9541945355086,1326.2829407545516,291.55100623888933,0.0,633.7708440629135,0.0,290.7232337371897,1499.7549337783043,218.25516897734903,0.0,1638.4178451547937,0.0,1089.5921974942528,900.4564218463144,210.69622465862508,0.0,0.0,0.0
2014-12-20,4.44392,1256.229360624964,1630.3845596329438,520.8221031993805,1056.6007286792694,632.6539034561108,250.56370281887405,709.9526908018139,292.9937091157639,465.7503885974157,1692.543322102131,526.0770328366302,296.1961459482569,1585.9684928391105,526.8672133951229,1238.1765040176197,953.4406134503574,230.74232471088447,410.2317425289586,243.43234888306773,243.43234888306773
2014-12-27,4.94555,1890.0590098608604,1932.010938513398,471.6078974239387,1276.8822159825877,730.7090552589875,0.0,890.1455924066753,406.5495535462374,733.9487785908518,2279.303684587191,255.65514257552985,423.4310951224666,1606.6143144451448,475.10463876144746,1561.4096807131602,917.2766688451828,326.5020994165926,399.91152569099535,323.1880531100957,323.1880531100957
