date,Idaho,flu symptoms,the flu,influenza a,a influenza,how long flu,flu how long,symptoms of flu,bronchitis,the flu symptoms,contagious flu,rsv,flu cold,flu contagious,stomach flu,flu a,pneumonia,flu fever,fever flu,how long does flu last,sinus
2018-03-31,0.635728,923.8505520893576,739.6524474531348,0.0,0.0,0.0,0.0,843.1776897028865,0.0,614.9096627903833,0.0,0.0,0.0,0.0,0.0,0.0,906.105585419709,0.0,0.0,0.0,1481.125937138628
2018-04-07,1.13841,0.0,839.5698551474123,0.0,0.0,0.0,0.0,0.0,991.9592824131252,0.0,0.0,529.7682331119363,0.0,0.0,0.0,0.0,1471.437677059562,0.0,482.4431850593643,0.0,1315.3138663707357
2018-04-14,0.302115,446.54403176362064,0.0,0.0,0.0,0.0,0.0,0.0,738.8057151723334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.7184656420775,0.0,0.0,0.0,1133.2696994350426
2018-04-21,0.300978,657.9266948930251,0.0,0.0,0.0,0.0,0.0,0.0,1354.9001119728923,0.0,0.0,0.0,0.0,0.0,0.0,655.3026065170635,1514.3826518577578,0.0,0.0,0.0,1629.110768856196
2018-04-28,0.332889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.8189280865341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1016.4620656551584,0.0,0.0,0.0,1430.5734220611082
2018-05-05,0.617665,536.8628861972012,463.8008983794461,0.0,0.0,0.0,0.0,0.0,1188.6588097162023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,898.3152032232068,0.0,0.0,0.0,1019.7772788160428
2018-05-12,0.143781,0.0,504.3968935308584,0.0,0.0,0.0,0.0,0.0,570.7709732672314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.6945412587831,0.0,0.0,0.0,1226.9521048937477
2018-05-19,0.215517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.1848013600289,0.0,0.0,0.0,1673.1558214713518
2018-05-26,0.493421,0.0,484.6152980476248,0.0,0.0,0.0,0.0,0.0,572.8965103149906,0.0,0.0,0.0,0.0,0.0,471.5388463550349,0.0,522.2639784322092,0.0,0.0,0.0,863.0782857457721
2018-06-02,0.212766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.7199101407091,0.0,0.0,0.0,1288.6368968441238
2018-06-09,0.365631,0.0,479.0157740906199,0.0,0.0,0.0,0.0,1085.2087576190854,853.9221894356986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765.3793587269574,619.219233561906,0.0,0.0,914.6101657728892
2018-06-16,0.184843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.8002503032783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.1643480308578,0.0,0.0,0.0,1085.7502954432816
2018-06-23,0.18018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.3303635921122,728.0766105329014,0.0,0.0,1072.609260585592
2018-06-30,0.189394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.1905530447707,0.0,0.0,0.0,1006.9916633395578
2018-07-07,0.204499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.5084612045566,0.0,0.0,610.5084612045565,0.0,0.0,1078.440451313697,0.0,0.0,0.0,1233.7956720240438
2018-07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1258.266460642248
2018-07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,878.1657015799975,0.0,0.0,0.0,656.8488311914871
2018-07-28,0.322581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,652.5893930595769,0.0,0.0,0.0,503.42438623090464
2018-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.6034607655015,0.0,0.0,0.0,684.8211033969023
2018-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.9780129128802,0.0,851.5095694777759,0.0,0.0,0.0,1187.4188192748436
2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638.988478118225,0.0,0.0,0.0,947.7113687021116
2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.3503021875209,0.0,706.053243500939,0.0,0.0,0.0,807.4205320627115
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.8560705214792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1211.905407794785,0.0,0.0,0.0,1548.017022584673
2018-09-08,0.0,700.5734540766945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.1008999526957,514.1141082063773,0.0,0.0,0.0,1675.2980709046692
2018-09-15,0.0,0.0,617.1792631598393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.9734988597224,925.1708980969988,0.0,0.0,0.0,1969.303927613896
2018-09-22,0.348028,0.0,969.6773721564148,0.0,0.0,0.0,0.0,0.0,556.9746927674609,0.0,0.0,0.0,493.64683680441937,0.0,0.0,0.0,1458.2160196224495,0.0,0.0,0.0,921.8974465078844
2018-09-29,0.096432,0.0,757.1632745606224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.1974142616824,0.0,0.0,0.0,708.8216369964113,1009.3299153647164,0.0,0.0,0.0,1055.5896926106234
2018-10-06,0.52459,479.7876685337393,695.9460003174869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.5919612730316,653.6364709265454,1184.929895519845,0.0,0.0,0.0,1586.774358409786
2018-10-13,0.271003,954.5392345900024,496.9102637233164,0.0,0.0,0.0,0.0,0.0,946.0809211196744,0.0,0.0,0.0,0.0,0.0,0.0,644.8731050283732,1365.604723634364,0.0,0.0,0.0,1512.8843207608486
2018-10-20,0.0910332,460.65893204105214,909.5034118453066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.31288189063,811.7431229782791,0.0,512.8307603796011,520.1512040052179,0.0,0.0,0.0,0.0,1036.624867129119
2018-10-27,0.375738,464.9150395952427,790.3954313067732,0.0,0.0,0.0,0.0,560.7846514907272,606.8766902615728,0.0,0.0,0.0,0.0,0.0,653.1771198337871,544.8525111936075,1081.0636000051577,710.9763458034689,0.0,0.0,1543.5444358344205
2018-11-03,0.222346,0.0,1010.1925038761432,0.0,0.0,0.0,0.0,0.0,607.3624296914385,0.0,0.0,476.8152782452111,0.0,0.0,469.27885443295946,678.9932071826756,1230.6873823016326,0.0,0.0,0.0,1658.3283086013575
2018-11-10,0.524934,479.4615543515311,876.1726709612768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.0827237210801,847.8600317906203,0.0,0.0,0.0,1009.7245431377288
2018-11-17,1.30039,480.3886993657579,518.1805633547366,0.0,0.0,0.0,0.0,0.0,755.5787253231712,0.0,0.0,0.0,0.0,0.0,958.8617424192332,0.0,1413.2566663628338,0.0,0.0,0.0,1629.0156415591823
2018-11-24,0.643974,722.6964487165664,579.2336149108787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,936.6563052922622,0.0,0.0,0.0,1447.4316152833994
2018-12-01,0.610288,0.0,655.1552505936796,0.0,0.0,0.0,0.0,0.0,845.6883008872629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1626.3498233504922,0.0,0.0,0.0,1799.1724598540036
2018-12-08,0.696594,0.0,751.2207556310376,0.0,0.0,0.0,0.0,0.0,581.7255815565806,0.0,0.0,559.9450215746615,0.0,0.0,0.0,0.0,1513.5227327622804,0.0,0.0,0.0,1674.8054629337814
2018-12-15,0.456323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,626.8490359452637,0.0,0.0,712.0205551950685,0.0,0.0,614.3168982697526,0.0,1348.6913713361116,0.0,0.0,0.0,1964.8705377600288
2018-12-22,0.638978,0.0,1002.0234316669988,0.0,0.0,0.0,0.0,0.0,739.2004917702975,0.0,618.5412386331973,648.058134399767,0.0,618.5412386331973,0.0,493.0601180003418,1118.9779241650524,0.0,0.0,0.0,1369.8728873671555
2018-12-29,2.23285,1081.1046125943724,797.982217188593,0.0,0.0,0.0,0.0,0.0,809.5578195745952,0.0,0.0,1059.1007294602016,0.0,0.0,947.876033518148,776.5514571865093,2220.600068419614,576.6874565578524,0.0,0.0,1402.8530593801563
2019-01-05,1.28894,933.8454347587672,1016.369470976528,537.7745323232457,537.7745323232457,0.0,0.0,0.0,0.0,732.6964038180026,0.0,1265.5301688915847,492.1553653308216,0.0,0.0,0.0,1173.0784964066963,0.0,0.0,0.0,1766.347226715429
2019-01-12,1.51611,1028.6086561621612,1502.2652015270817,0.0,0.0,0.0,0.0,0.0,805.6599011323677,0.0,637.8826864724249,632.7572306583684,480.7538790689317,637.882686472425,743.8174192154906,518.9790414537476,1099.6534773715346,0.0,0.0,0.0,2230.6722775988374
2019-01-19,1.89573,775.1238731793841,923.756029751068,0.0,0.0,0.0,0.0,0.0,880.7763437211197,0.0,0.0,1442.2835735334947,518.9273240129958,0.0,0.0,0.0,1729.7272049108813,0.0,0.0,0.0,1690.321856642665
2019-01-26,2.43056,1111.102033993447,1215.0228788450668,762.905546426952,762.905546426952,637.3287994648318,637.3287994648318,0.0,563.3734989874853,0.0,0.0,1058.460577192595,0.0,0.0,846.0395449466627,571.5542434370215,1405.7430817195827,0.0,497.4188208522343,0.0,2075.327798115415
2019-02-02,2.67215,1217.1909106287037,1461.132377920184,1254.4284438946934,1254.4284438946934,861.1615731036005,861.1615731036006,487.7348449110339,882.6496372421997,0.0,0.0,1393.1803142604545,0.0,0.0,577.9588374629046,973.344778275782,1530.390927016511,0.0,0.0,450.2295580037408,1720.9415900374763
2019-02-09,5.05556,1352.951342443276,2014.42305888517,1176.3009616492498,1176.30096164925,685.5721837647174,685.5721837647174,665.438414235209,979.6909496402492,0.0,0.0,1723.6639075603907,499.1671982722553,0.0,522.2746302627539,599.4388943133845,1293.22943120738,0.0,0.0,0.0,1903.6853124264003
2019-02-16,3.06243,623.9594305157553,1435.871014517575,899.5041015672789,899.5041015672789,702.7204619806057,702.7204619806057,0.0,901.5069840805056,0.0,0.0,1387.932084166228,789.8223430706587,0.0,0.0,565.2463228870698,2045.982695795032,0.0,0.0,0.0,1804.395543046628
2019-02-23,4.15512,1370.619616957692,1916.408450380645,896.8316415685365,896.8316415685366,597.0800194062423,597.0800194062423,495.8535567188432,991.2345274622836,0.0,0.0,1488.4035059959022,571.2319005467198,0.0,440.7842788244959,462.1264033588787,2092.3841434096857,503.19993590095663,0.0,0.0,2014.6143550943616
2019-03-02,2.53807,944.1459915904212,827.3609948923913,1056.2830957492465,1056.2830957492465,0.0,0.0,0.0,968.0565520628372,0.0,0.0,775.0681724665922,0.0,0.0,481.6661218468892,575.0057553362346,2601.014925534968,0.0,484.7576983187759,0.0,2275.004248159458
2019-03-09,2.18447,997.0110903324404,1183.1069729005435,956.494944103378,956.494944103378,0.0,0.0,0.0,760.0992682218815,442.6956906297565,0.0,1369.8891624592006,0.0,0.0,0.0,659.5878051658625,1424.5512174851356,0.0,0.0,0.0,2077.897322364372
2019-03-16,1.66154,1169.0165817725715,1216.6959547633846,697.4025411604596,697.4025411604596,0.0,0.0,0.0,519.677774642496,0.0,0.0,828.1632845722509,0.0,0.0,0.0,676.8809312707965,1430.7763062893928,0.0,0.0,0.0,2207.009177872494
2019-03-23,1.77557,797.7809449790333,821.965062073124,0.0,0.0,0.0,0.0,0.0,917.865813467494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1548.046694065003,0.0,0.0,0.0,2123.0312510303747
2019-03-30,2.34516,0.0,624.8582637670935,879.9225643940435,879.9225643940435,0.0,0.0,0.0,797.020961992789,0.0,0.0,0.0,0.0,0.0,536.1119827516657,0.0,1341.778183074694,0.0,0.0,0.0,1966.4156358546009
2019-04-06,1.05459,728.3425415097917,720.6144136292231,0.0,0.0,0.0,0.0,0.0,586.343289154152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1425.9418194640934,0.0,0.0,0.0,1349.5461256433716
2019-04-13,0.664894,0.0,471.51478591954447,0.0,0.0,639.6554451666766,639.6554451666766,0.0,952.7560252908476,0.0,0.0,0.0,0.0,0.0,478.77830512012827,0.0,931.6245554476124,0.0,0.0,0.0,1389.7053167375168
2019-04-20,0.309837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1182.9079333658915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317.9680145953105,0.0,0.0,0.0,1642.6757010316508
2019-04-27,0.712589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.4923357692744,0.0,0.0,0.0,1498.8835459564884
2019-05-04,0.789889,0.0,720.9984842949298,0.0,0.0,497.5748637891773,497.5748637891773,0.0,866.1285967588241,0.0,0.0,0.0,0.0,0.0,0.0,601.6339453094802,1001.0568428993728,0.0,0.0,0.0,768.1800015177014
2019-05-11,0.774103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.8593464324049,0.0,0.0,584.6498066449793,0.0,0.0,0.0,0.0,1033.3160492247357,0.0,0.0,0.0,1391.5589656449677
2019-05-18,0.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.9580466257464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,801.0511326159904,0.0,0.0,0.0,1871.572515368097
2019-05-25,0.197824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847.0592519837953,0.0,0.0,0.0,1115.3372635370606
2019-06-01,0.286123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,782.5875092706509,0.0,0.0,0.0,812.6091528155075
2019-06-08,0.274725,0.0,514.3561765402924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.4251347779651,0.0,0.0,0.0,1047.1011675672496
2019-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.8582722064357,0.0,0.0,0.0,1406.802436418166
2019-06-22,0.0,873.0462798244811,0.0,0.0,0.0,0.0,0.0,0.0,661.3053599249795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.7012688105572,0.0,0.0,0.0,1224.6858831912032
2019-06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146.904395180656,0.0,608.9844498849055,0.0,1837.281113346981
2019-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1029.8681936560015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1221.1617358476767,0.0,0.0,0.0,1558.0129281391285
2019-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.776138344117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.9218032485182,0.0,0.0,0.0,1543.8496767033628
2019-07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.5319615898962,0.0,467.3209416914728,0.0,0.0,0.0,759.4681258531868
2019-07-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.4900480719945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,702.8736575588326,0.0,0.0,0.0,962.5659203404732
2019-08-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.2751161918324,0.0,0.0,0.0,855.6561900859853
2019-08-10,0.0,0.0,720.7156921548859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,941.250094216998,0.0,0.0,0.0,882.1694363082619
2019-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.7410494998824,891.1950089671355,0.0,0.0,0.0,1395.657626807275
2019-08-24,0.0,0.0,541.56386326726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.5378304923734,0.0,0.0,0.0,456.3839085422212,0.0,0.0,0.0,1085.171698022673
2019-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,854.048120550073,0.0,0.0,0.0,1061.8759922638187
2019-09-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,602.7440097365718,0.0,0.0,0.0,0.0,1284.3591439340985,0.0,0.0,0.0,1505.715544533788
2019-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.20148641663366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1661.0121824753044,0.0,0.0,0.0,1070.486565707017
2019-09-21,0.0,0.0,817.1416173741337,0.0,0.0,0.0,0.0,0.0,705.9227249547437,0.0,0.0,0.0,0.0,0.0,0.0,498.74524534197406,749.3514332203463,0.0,780.5264982375102,0.0,1105.9244101775632
2019-09-28,0.537634,565.7489193710373,651.9871781617504,0.0,0.0,0.0,0.0,0.0,765.8909595307903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191.6460039811675,0.0,0.0,0.0,1138.7404266135543
2019-10-05,0.615385,0.0,1512.542279533463,0.0,0.0,0.0,0.0,0.0,672.7542039125237,0.0,0.0,0.0,454.6419036649363,0.0,0.0,748.3793511436488,1112.275062520824,0.0,0.0,0.0,986.2470435682524
2019-10-12,0.551572,431.7961703688782,1347.4684424119414,0.0,0.0,450.5125949419663,450.5125949419664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1239.8901404016556,0.0,0.0,0.0,1718.6960001758318
2019-10-19,0.448654,641.5653876853613,1538.9873530258587,0.0,0.0,0.0,0.0,0.0,1089.7691786074822,0.0,0.0,0.0,473.9913330198689,0.0,0.0,953.4639259905922,1083.7780989578162,0.0,0.0,0.0,1717.257455012455
2019-10-26,0.780312,419.7047842557696,843.6925936884845,0.0,0.0,0.0,0.0,0.0,501.59767469187113,0.0,0.0,0.0,0.0,0.0,0.0,550.6810949228625,943.9402609684988,0.0,498.3087457264403,0.0,1409.5391826382968
2019-11-02,1.00503,439.5676873902264,1070.4397600524492,0.0,0.0,537.87631451995,537.87631451995,0.0,960.4316514189588,0.0,0.0,0.0,0.0,0.0,747.069289220497,0.0,1724.893013033289,0.0,0.0,0.0,1734.4119871242035
2019-11-09,0.777706,514.9359626850658,941.2141819317802,0.0,0.0,0.0,0.0,0.0,763.7226572050461,0.0,0.0,0.0,547.8849508417495,0.0,492.1457134520854,621.4950972085063,1294.1748136063484,0.0,0.0,0.0,1658.3511997290825
2019-11-16,0.352319,901.92591573361,1078.4804156413595,0.0,0.0,0.0,0.0,0.0,967.7975533320042,0.0,0.0,605.4803206222148,526.9617371160017,0.0,0.0,0.0,1296.4500394711358,0.0,0.0,0.0,1829.4371948241555
2019-11-23,1.20482,545.973309127225,1354.1815222799871,0.0,0.0,0.0,0.0,0.0,713.4834170563659,0.0,0.0,524.3075423068923,0.0,0.0,0.0,682.4823935541166,1732.697562759154,0.0,0.0,0.0,2082.471276700789
2019-11-30,1.17532,533.8406096036703,1159.4710732136818,0.0,0.0,0.0,0.0,0.0,1048.3080202555925,0.0,0.0,558.9232251837242,0.0,0.0,571.6745033979821,0.0,931.2137166431172,0.0,0.0,0.0,2053.5845431691105
2019-12-07,1.11257,0.0,1524.678508992166,0.0,0.0,0.0,0.0,0.0,1038.7691210084172,0.0,0.0,769.5112291390271,504.7860694004757,0.0,724.8591414465161,0.0,1838.6434559077716,0.0,0.0,0.0,1800.172489122
2019-12-14,1.64908,715.1058182430278,1096.8126954844563,440.2546184410815,440.2546184410816,0.0,0.0,0.0,672.9110517248758,0.0,0.0,0.0,0.0,0.0,528.6043676485469,555.763464963655,1310.1955032002782,0.0,0.0,0.0,1508.741487798435
2019-12-21,2.14815,1094.7755184611024,1574.0941250832518,502.2248287776271,502.224828777627,0.0,0.0,0.0,505.7714300103042,0.0,0.0,467.0862394875084,0.0,0.0,0.0,991.5698226982204,2062.522453739458,0.0,0.0,0.0,1715.4153539218432
2019-12-28,2.43902,822.9666088998224,2329.261673805779,1219.0574879487317,1219.0574879487317,966.180695093694,966.180695093694,0.0,1197.1676889222288,0.0,0.0,1192.2668646331042,666.5396638677507,0.0,0.0,1263.0499625304476,2173.19496707899,0.0,0.0,0.0,1402.7119183531454
2020-01-04,1.93322,1216.9750356884326,2669.002786784068,0.0,0.0,682.0504850833311,682.0504850833312,0.0,1243.967369932567,0.0,437.6908369928875,1500.2829313797035,0.0,437.6908369928875,735.0603801381204,924.8878496652084,2126.787536110101,643.1766888320516,0.0,0.0,2578.432073514984
2020-01-11,1.56937,1087.1583024450076,1935.421578008645,512.1953367403814,512.1953367403814,0.0,0.0,494.770296886764,1180.4470116543955,0.0,0.0,988.0629364452408,0.0,0.0,926.4268657206464,465.4418228259973,1612.9492840692385,453.0799912017184,0.0,0.0,1708.455721877286
2020-01-18,1.45833,1277.4405021571542,1883.8006649139277,0.0,0.0,537.0613047347767,537.0613047347769,426.2684137541417,1230.498068017272,0.0,0.0,664.8247050379277,384.9464303045869,0.0,1004.9468110170452,867.8993141296883,1706.158905202933,0.0,0.0,0.0,1934.2897978975443
2020-01-25,1.81962,1111.071383088794,2289.940551342192,427.29598480954405,427.29598480954417,803.655478436577,803.655478436577,0.0,852.3305186827223,0.0,0.0,825.0991822223472,418.9781909047187,0.0,677.5832655393224,946.0196957051942,2197.4197313048576,447.2660553333874,486.7497682393374,0.0,1857.2335307278888
2020-02-01,1.74742,834.5088134341472,2748.7063657645417,616.4736217434187,616.4736217434187,506.3781627202117,506.3781627202117,0.0,848.779899161555,0.0,0.0,538.9929659434521,0.0,0.0,0.0,1373.4316044415834,1691.0356123710826,0.0,0.0,0.0,2300.7922371055683
2020-02-08,1.69082,1121.9654863127178,1205.18840701788,803.7691935031066,803.7691935031067,385.22076083954965,385.22076083954977,545.0674515155273,623.578787646713,0.0,0.0,736.2587880164102,0.0,0.0,389.3252097079972,589.9177903481044,1646.186563910848,0.0,0.0,0.0,1245.694411596116
2020-02-15,1.52672,935.3156141623716,2381.0936831519125,578.2252019809989,578.2252019809989,404.8211469498456,404.8211469498456,0.0,1156.4642811818896,611.9380286280153,0.0,1079.5467396373597,0.0,0.0,0.0,539.0679641457045,1633.5835017080558,0.0,0.0,0.0,1442.1630659559155
2020-02-22,1.77936,933.9200429067058,1551.2962998424837,682.6091532825328,682.6091532825328,0.0,0.0,0.0,1179.4529746600654,0.0,0.0,583.4178105567627,0.0,0.0,0.0,643.103381471636,2159.0424975750047,0.0,0.0,0.0,1607.7345600457747
2020-02-29,2.29208,1238.4471806061129,3424.950968158878,1022.5852062316416,1022.5852062316416,413.1650164273137,413.1650164273136,0.0,830.6464328558484,429.2607097902956,0.0,756.0548777747337,1335.1885226245226,0.0,0.0,647.0232247834671,1751.4683070867268,0.0,0.0,0.0,2054.3989470474426
2020-03-07,2.92793,1631.5131172814622,7511.3704150542735,1656.6677373207187,1656.667737320719,1037.5712758430125,1037.5712758430125,696.435041662873,916.6646257650492,0.0,0.0,620.4710449573013,680.823849057523,0.0,0.0,2151.8905306743795,2426.085705786266,0.0,0.0,0.0,2216.686629204135
2020-03-14,2.7761,2431.192420198537,9440.76924475596,1221.3580370311554,1221.3580370311556,587.0326573953466,587.0326573953467,943.7310890032268,1338.7762572233562,0.0,0.0,1265.576458608039,576.2219017809566,0.0,544.2023182246992,2163.73782779006,3437.9260673995086,0.0,0.0,0.0,1745.541507019233
2020-03-21,3.15457,2744.202947173716,9080.237575623982,838.6842485585479,838.6842485585479,1028.7990564769436,1028.7990564769434,876.0874775277891,1147.5426957817251,861.277709832239,0.0,671.7361689441652,1200.442613655548,0.0,438.2963703163077,2171.1931083886543,2955.7188121223244,547.0568759539246,502.8242567033635,349.7188007911694,2048.1370367105933
2020-03-28,4.25056,1779.7169165018408,7053.176604856041,528.4715360878125,528.4715360878125,707.1560373966921,707.1560373966921,392.0983828709328,732.1422376245005,0.0,0.0,705.8520008798084,356.8191429407523,0.0,0.0,1330.602758814766,3049.0604597372544,421.07618948525294,0.0,0.0,1869.664418685672
2020-04-04,5.52826,1044.7711837498214,5384.961628846306,330.7635300995126,330.76353009951265,0.0,0.0,0.0,479.2248604287502,0.0,0.0,441.2118787435492,474.7432685774928,0.0,0.0,861.3072886101323,2194.6746686975607,0.0,0.0,0.0,1306.647721486976
2020-04-11,2.65896,429.1782605628177,4372.731757656932,0.0,0.0,391.1168853726068,391.1168853726068,0.0,697.1224193563945,355.94582028441283,0.0,359.3875322881009,0.0,0.0,0.0,938.0030490873172,2130.971546973567,0.0,0.0,0.0,1096.9226258152296
2020-04-18,4.18042,0.0,2993.409222700371,359.5985869751653,359.59858697516535,0.0,0.0,0.0,409.9013078512114,0.0,0.0,0.0,0.0,0.0,0.0,740.2981069134966,1012.9425607895816,0.0,0.0,0.0,1006.3727947570396
2020-04-25,4.30672,420.70565421601873,3058.8785716669245,0.0,0.0,0.0,0.0,0.0,504.9702654582092,0.0,0.0,0.0,0.0,0.0,0.0,630.0668286588576,1177.3718266877866,0.0,0.0,0.0,750.5367615058776
2020-05-02,2.31481,0.0,1713.408366108618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,643.6272673733523,676.3911418823334,0.0,0.0,0.0,955.8398010589976
2020-05-09,2.64496,549.5630451500601,1556.081130681647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.2512815329102,786.3518887877153,0.0,0.0,0.0,962.3547168446414
2020-05-16,3.09917,0.0,1693.6093127162592,344.3912589277451,344.3912589277451,0.0,0.0,0.0,347.90095157855666,0.0,0.0,0.0,0.0,0.0,0.0,508.0426989143079,977.5565182744924,0.0,0.0,0.0,922.473760369802
2020-05-23,0.0,0.0,1466.9862257829063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.3501458706683,0.0,0.0,0.0,1044.4100329787843
2020-05-30,2.45203,0.0,1932.7334676988048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.2498577716093,0.0,0.0,0.0,645.3926025877767
2020-06-06,0.35524,0.0,355.8305920897545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785.6928994595995,0.0,0.0,0.0,1064.7159959771525
2020-06-13,0.494234,0.0,834.990225722189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,687.2965115026586
2020-06-20,0.0,0.0,931.2001512737222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.2822097925373,649.6176811868924,0.0,0.0,0.0,732.5427199478456
