date,New York,how long flu,flu how long,contagious flu,how long does the flu last,how long does flu last,symptoms of the flu,the flu symptoms,stomach flu,flu a symptoms,a influenza,influenza a,flu contagious,symptoms of flu,flu cough,flu symptoms,flu medicine,the flu,bronchitis,fever flu,flu fever
2010-10-09,0.26299,95.767948625782,84.98946689700425,0.0,0.0,0.0,0.0,0.0,99.12069362531098,0.0,0.0,0.0,0.0,0.0,89.26402723040539,190.23443082278024,0.0,457.3692001453954,421.9151748127097,0.0,0.0
2010-10-16,0.369729,0.0,0.0,0.0,0.0,0.0,0.0,84.02183578843045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.37052931321494,0.0,410.2302566744822,433.7509677437938,0.0,0.0
2010-10-23,0.362121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.1227123100909,0.0,275.4375644248448,0.0,519.4487650686984,513.5230355558282,0.0,0.0
2010-10-30,0.358981,0.0,111.7053168750333,0.0,0.0,0.0,0.0,0.0,82.22293847778445,147.15986955313693,0.0,0.0,0.0,92.79934008750752,0.0,216.1647563292452,0.0,338.7381078668379,425.5719331748484,84.5426959158844,84.54269591588441
2010-11-06,0.527357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.98445061211652,0.0,0.0,0.0,106.7966096046946,0.0,0.0,313.63970791231526,0.0,337.6483408437076,316.51707344093256,99.41966578567111,99.41966578567111
2010-11-13,0.504756,0.0,0.0,0.0,0.0,0.0,94.39085112332816,87.18652444576209,190.86598934861905,0.0,0.0,0.0,0.0,133.88883577899492,0.0,346.97167109037656,0.0,402.4410439484377,396.6570500783631,0.0,0.0
2010-11-20,0.503441,110.83390688460304,0.0,0.0,0.0,0.0,0.0,0.0,83.12991507638853,0.0,0.0,0.0,0.0,87.71739208148195,0.0,340.1124555077696,0.0,446.5483212975808,491.1278788527489,0.0,0.0
2010-11-27,0.54919,109.72188491439805,91.4065955103897,0.0,0.0,0.0,0.0,0.0,138.77460774892398,0.0,0.0,0.0,98.58874024428412,0.0,0.0,254.07902809044936,0.0,309.7442208310598,530.9872522748445,0.0,0.0
2010-12-04,1.62591,103.11650544778703,0.0,0.0,0.0,0.0,0.0,0.0,166.61410645067556,0.0,0.0,0.0,0.0,82.40422221738045,0.0,325.7031697534879,0.0,327.746636840686,534.914847361925,0.0,0.0
2010-12-11,2.1629,85.02604515818686,104.02593264309972,0.0,0.0,125.04536833990808,0.0,93.58253502249876,231.0854882630384,0.0,0.0,0.0,0.0,109.20285269399216,0.0,402.6767417471367,0.0,419.5821938055804,612.5392099784531,0.0,0.0
2010-12-18,2.68099,0.0,83.39579546967371,0.0,0.0,83.20268267641111,0.0,0.0,226.1824609081636,0.0,0.0,0.0,0.0,0.0,0.0,231.6229586173937,0.0,355.0202865625321,509.28277107789415,120.49033193267536,120.49033193267536
2010-12-25,3.84844,91.58920156469144,0.0,0.0,0.0,0.0,0.0,0.0,229.69684393157144,0.0,0.0,0.0,0.0,100.05334359995052,0.0,307.196208073899,0.0,480.937791012583,513.060471005685,0.0,0.0
2011-01-01,4.19925,117.49117288543944,143.15237814433712,0.0,0.0,127.63225592243028,0.0,0.0,261.3829564748074,0.0,0.0,0.0,0.0,0.0,98.48562871796796,468.9849878765976,0.0,463.3475419051686,714.0299914007097,0.0,0.0
2011-01-08,2.87699,111.52840501195264,130.05046916823142,68.74468010778101,0.0,57.95481307692407,100.17350603744332,92.7717760212037,465.55482014714727,70.24165676778468,0.0,0.0,67.6911939118867,128.61616304501112,0.0,613.5983772175954,0.0,590.2032205020312,736.7928902541775,88.62082026712675,88.62082026712675
2011-01-15,3.45107,55.14052887824708,68.21695490920993,0.0,0.0,0.0,49.007215631082,114.85237711827448,235.76328154015536,0.0,0.0,0.0,0.0,75.55201130757798,60.90265363932143,461.3422312676389,56.48409897826348,542.0524763940716,673.3661752826232,44.80119901016412,44.801199010164126
2011-01-22,3.07852,56.02047923129291,68.6928328470161,52.89840957053988,0.0,0.0,70.72328548584233,115.45151026380844,310.3142872939631,0.0,86.48222923086612,86.48222923086612,0.0,142.16184091422318,0.0,586.9988150513896,0.0,462.8891623062031,666.7741244866937,92.45266118659296,92.45266118659296
2011-01-29,3.35509,116.1075304156773,94.64277492386697,70.21813748255002,0.0,0.0,53.32186438928698,116.6169945205674,257.2705776457469,0.0,57.00641847165629,57.006418471656296,76.7454934194184,154.39764807877208,0.0,647.9004105347012,0.0,607.3270007853192,553.0947162114726,47.86965438008036,47.86965438008036
2011-02-05,4.04412,91.74893839679606,161.390083741903,0.0,42.28965866527596,78.42407002675061,65.78718795593656,112.89028353612952,287.09788138060907,0.0,54.14686848183448,54.146868481834495,0.0,118.35191660534991,0.0,550.090731071912,61.25249913033929,611.0495902359568,626.4294247993271,59.19650578766392,59.19650578766393
2011-02-12,3.89805,128.07626043403084,176.2227217217848,77.82368373443143,42.7850242832819,54.4721821573254,74.95180181475938,117.75252091830173,217.60518488079865,0.0,66.89860317596369,66.89860317596367,76.10320653874874,133.89949121337418,0.0,565.0048625003728,93.63540635703926,491.7696176780476,688.2374975218379,95.38828797028702,95.38828797028702
