date,Minnesota,influenza a,a influenza,pneumonia,influenza b,stomach flu,influenza symptoms,rsv,flu symptoms,the flu,how long contagious,symptoms of flu,the flu symptoms,influenza contagious,flu how long,how long flu,strep,sinus,strep throat,influenza a symptoms,symptoms of influenza
2011-07-02,0.334753,0.0,0.0,517.3923635048715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024.0369516924134,888.7892725187003,608.0620930815646,0.0,0.0
2011-07-09,0.936262,0.0,0.0,558.4065302178661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2453679470184,802.4059523435609,533.1820989498971,0.0,0.0
2011-07-16,0.358423,0.0,0.0,560.2964460448721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,988.3848783067172,793.4098824409803,613.6538658631371,0.0,0.0
2011-07-23,0.468604,0.0,0.0,725.8536415575533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.9700011280856,995.2972163660476,393.0270891027273,0.0,0.0
2011-07-30,0.16116,193.4600167591218,193.4600167591218,801.9042138034902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,858.1403910328119,1016.2413365381263,603.1645759810305,0.0,0.0
2011-08-06,0.562676,0.0,0.0,310.5933716854127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.7853503219952,367.7853503219952,892.6514274949437,884.4098435694588,598.3344127018977,0.0,228.21663439219023
2011-08-13,0.362538,0.0,0.0,316.1449867377305,0.0,0.0,0.0,0.0,218.9323960092894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.7656312917912,967.990350136863,540.297605377883,0.0,195.13131441440703
2011-08-20,0.950119,0.0,0.0,618.0181660977943,0.0,0.0,0.0,0.0,0.0,300.74150507213403,0.0,0.0,0.0,0.0,0.0,0.0,646.2790219923667,752.5946414777434,364.34262225662303,0.0,0.0
2011-08-27,0.56164,0.0,0.0,571.2044985931163,0.0,0.0,0.0,196.09896856466293,0.0,0.0,0.0,176.28091984916583,0.0,0.0,0.0,0.0,854.5818459357287,1269.2279543886782,937.8925771646412,0.0,0.0
2011-09-03,0.761773,0.0,0.0,717.6627469619965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.8884521098921,223.8884521098921,653.1112991638546,715.4767197338065,294.4328480039838,0.0,0.0
2011-09-10,0.646478,0.0,0.0,655.8133617548064,0.0,0.0,0.0,0.0,0.0,186.29006529113613,0.0,0.0,0.0,0.0,0.0,0.0,1053.278279654911,728.4902954235849,643.2333794626319,0.0,0.0
2011-09-17,1.0107,0.0,0.0,942.4034209324176,0.0,0.0,0.0,0.0,0.0,340.54521132982364,0.0,0.0,0.0,0.0,171.0533928597245,171.0533928597245,916.0685402537792,1116.948685358211,698.4097772083792,0.0,0.0
