date,Michigan,flu symptoms,the flu,symptoms of flu,the flu symptoms,flu how long,flu cold,rsv,stomach flu,how long flu,influenza a,a influenza,contagious flu,influenza symptoms,flu fever,fever flu,flu contagious,flu a,is flu contagious,bronchitis,strep
2011-03-12,2.18373,391.87927799028574,272.8508482164761,0.0,182.5340251706052,225.98663378584453,0.0,618.9908490715552,289.7423852167764,0.0,193.2683909501335,175.18013202939855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621.8032940180285,1346.7515444623546
2011-03-19,1.70829,448.79238817676384,489.9426094912564,0.0,0.0,0.0,278.924653549072,685.3281970124497,242.74331551844256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.55341095880723,250.1005602877234,0.0,494.58419347581736,1588.7139277996328
2011-03-26,1.31108,457.56119678762366,437.2808056821727,0.0,0.0,0.0,279.5995521096531,634.3980163966646,232.6714410775584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,613.238387365214,1614.1930617271898
2011-04-02,1.08931,329.9200850685978,293.579603035799,0.0,0.0,0.0,0.0,495.2129566134506,272.1904674847118,0.0,0.0,255.74043452015616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,554.5481305652239,1278.42648613763
2011-04-09,0.834344,343.80065588490226,314.61912994019167,209.7787619850878,0.0,0.0,0.0,328.97532945151886,217.57428784944065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.14160387395685,0.0,858.3910199714976,1534.312046329158
2011-04-16,0.558727,220.3179680857179,220.3944243433676,0.0,0.0,0.0,0.0,454.3762835195628,319.98481085165514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.9172678916615,1074.1505970001806
2011-04-23,0.640349,396.5675647567671,308.9651502545171,0.0,0.0,0.0,0.0,0.0,204.0560762559494,141.6897387822443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.8308057092165,0.0,746.6840987434252,963.6186940033132
2011-04-30,0.49864,196.015127315944,0.0,0.0,0.0,0.0,0.0,209.61745480852235,176.72850501779695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.65656406947727,0.0,537.9568913297145,1160.896078679416
2011-05-07,0.556691,191.0367056321896,261.9222832595349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.157616636274,0.0,498.7872766958048,1548.2412116078783
2011-05-14,0.584429,216.75055035426985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.3584439454829,1395.4630561917395
2011-05-21,0.840106,0.0,182.4215134501281,0.0,0.0,226.5488306851288,0.0,0.0,156.76096261076017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,625.8841706502241,958.3099954229288
2011-05-28,0.527108,0.0,227.77126097854165,0.0,0.0,0.0,0.0,0.0,201.86345333668203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.8261338206377,1033.5253565880464
2011-06-04,0.542265,0.0,160.24212967554877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.870737935561,1057.1171617879595
2011-06-11,0.53505,0.0,177.39932856447774,0.0,0.0,0.0,0.0,0.0,131.6670679301927,208.4955539859384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.9498417903612,1054.835856354801
2011-06-18,0.55197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.76539984982728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.3270514436925,0.0,201.4039243121955,892.7045409777626
2011-06-25,0.482464,0.0,226.25121162481608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.64753024846567,748.1840734557604
