date,California,pneumonia,rsv,bronchitis,flu contagious,contagious flu,sinus,stomach flu,cold symptoms,how long flu,flu how long,fever flu,flu fever,stomach flu symptoms,walking pneumonia,robitussin,symptoms of pneumonia,how long does the flu last,how long contagious,flu symptoms,flu cold
2011-02-05,4.33983,1109.6583489110485,360.26616917311304,616.7572946494637,53.7887703757292,53.78877037572919,1203.1811416335877,255.02928300717704,226.2965166768593,50.11727157623297,55.44899189489684,110.08288756254755,110.08288756254754,44.85364090636672,119.09679706726142,167.31225807517083,63.47797344033921,0.0,99.95141397652031,444.6395501253677,138.25793099769294
2011-02-12,4.88711,1098.6959325140936,443.4351984711439,738.8657987338041,46.13231349804873,46.13231349804873,1184.931649213242,413.2313216560855,206.1293304230474,95.8836865508379,91.51780255729908,67.67098588388066,67.67098588388066,46.39040323303451,141.92018452766663,193.89048422692736,81.80513799599564,0.0,87.82777751321437,475.3658982338363,187.21535998649657
2011-02-19,5.07162,1141.1883294714933,374.7935836757421,688.0257493749273,77.97564504692228,77.97564504692228,1246.6946517503868,376.444315395077,231.0269852509806,108.63559872679676,100.49579736727692,122.47544843462612,122.4754484346261,37.52265933122353,104.38849476332544,190.2556082694026,118.99421256292072,43.80419927904703,79.79560962188786,582.7471426191506,183.95720316101048
2011-02-26,5.17402,1012.02223521502,333.9688710807766,681.7893012260565,49.199149063989424,49.19914906398943,1103.1884666673811,380.33372161822695,221.09610478333423,131.4955912317909,135.00595782783097,102.62077843309795,102.62077843309795,54.352805350852165,126.32886110989452,164.7889337288663,74.10773795023381,79.60194410726572,126.09920595102784,492.6282695692999,210.94530830617748
2011-03-05,5.00087,1120.945875544655,348.2980107674094,644.0775804451537,48.01017761597079,48.01017761597079,1108.4962288047234,311.52771215698266,207.1767066929954,57.93206980001206,57.180761202736335,94.65362218506915,94.65362218506915,72.98365344352747,115.70898346620164,162.8893934220922,118.93363496774516,0.0,69.15933004777716,436.3158004607872,170.31411420931167
2011-03-12,4.69447,1036.8857306955088,283.1369980095452,600.8110838899241,28.51446426081944,28.51446426081944,1053.2918612145456,313.3952588980848,187.0552052071096,53.05256782761053,29.63498932346397,76.47471495086704,76.47471495086702,63.08579806499986,142.2972829382608,131.89971059278062,58.69361010313406,0.0,83.71578895651407,330.9579233384993,127.54113755926468
2011-03-19,4.4379,876.7554516431087,218.7880260844992,501.4310761550259,44.03049806482681,44.0304980648268,961.8168422565544,312.7561761401256,140.15062533235982,77.83558570123915,81.86075535957514,40.21234740975223,40.21234740975223,89.7989633693004,104.00549575642088,136.71175339245468,106.18462874541032,0.0,80.44895796498547,286.823009074509,150.66864644443427
2011-03-26,3.29703,880.2220300929056,207.814261859364,422.8400362980084,0.0,0.0,935.8100672085568,304.93148843749753,133.51355651016124,69.06955080526052,65.14243041488042,65.66037593285108,65.66037593285108,45.47507602645847,116.49700347784317,115.3273862284239,29.08464152485401,0.0,40.32914267429802,258.6706486537402,95.73343068439316
2011-04-02,3.2,657.8118443658032,199.81168600537805,495.7568357763278,0.0,0.0,1087.0576372205364,298.0858038063213,173.40562216879792,63.28268373092898,41.56708810461666,40.57310789111514,40.573107891115136,43.240676839867255,61.92384609807394,98.03953281052738,77.93794138244068,0.0,95.22183939121577,292.9817767557832,117.0323006663948
2011-04-09,2.64683,751.4501564454778,157.6384192807403,482.0095740488141,0.0,0.0,1049.837585257359,285.5085574919625,126.53989092328804,50.81491024847662,42.27819685776161,52.0124830867919,52.0124830867919,64.12435255510968,60.15388984155515,144.05773903737511,36.64352270545557,0.0,84.925376253443,208.11310795442168,76.8153189989003
2011-04-16,2.57193,787.2985109304981,107.5629548765556,415.1063016325128,0.0,0.0,1070.0241277569007,269.3001098980675,142.12262016562218,36.21106417082457,30.215332919788832,36.66204686303551,36.66204686303551,45.56807621900968,92.0250905841314,101.37793384492188,46.304556954801086,34.65718801508398,82.68082654481643,209.36814632285015,64.17698600066058
2011-04-23,2.24199,817.3798056519698,103.58234817953768,433.69606257352586,0.0,0.0,873.6321032198123,207.9663716813073,126.5009954383414,42.81841762619808,52.69754773628647,0.0,0.0,0.0,103.68380075431791,80.18198372650751,43.10816694310139,0.0,36.25314658925327,194.88255003323692,82.03367321592172
2011-04-30,2.34436,649.3618512830785,82.0329470984471,376.0510761001204,0.0,0.0,955.6120341857384,271.7771330470335,140.26155576120982,0.0,0.0,37.36719803015478,37.367198030154775,40.41293764010885,74.20503596811686,107.57188073735315,0.0,0.0,48.18674085027845,179.2382199169436,70.3615211171897
2011-05-07,2.14632,766.440207652066,75.50565443841332,390.8956145859474,0.0,0.0,1041.776917971311,223.98183706150493,113.27563163117146,28.24412845722706,0.0,29.61624117846376,29.61624117846376,41.88535379252431,95.3846546550801,78.90159295523834,0.0,0.0,79.93531757042403,158.57597699763093,41.91064683021418
2011-05-14,2.05279,762.9098952651714,44.05433716945794,450.7557831945566,0.0,0.0,845.1264134957219,235.8040748398243,133.50187428473242,42.14747726450344,51.9961511380006,54.51372000316341,54.51372000316341,47.675413506328674,97.77819788971094,70.16583556615839,34.35839368111984,0.0,35.271355806885275,185.06220337364772,93.25282580434757
2011-05-21,2.13285,685.9426652111049,35.98199652434645,329.60025667668344,31.3720020405087,31.372002040508693,835.0167315357644,276.89276475517573,96.00642308428664,52.38552295916791,47.163118555879606,0.0,0.0,30.915592778874917,109.12709097444368,97.646198001106,35.83458020008548,0.0,63.01299607913524,189.1440816931965,82.61004114953792
2011-05-28,2.10667,674.9984954158422,59.73173027878365,316.8752355268625,0.0,0.0,900.7156865916653,270.1823868234594,101.34653444488151,40.56623723675586,44.687417931774746,0.0,0.0,64.84608408764286,63.965431413571416,61.99973153792791,44.00708122586547,0.0,51.062471148157535,149.80754959694028,62.39726412145447
2011-06-04,2.5765,653.5295964342585,0.0,362.1136108782704,0.0,0.0,935.3121210297963,312.9822828101423,113.9170625464246,0.0,0.0,0.0,0.0,76.44252962834624,124.45159761353194,131.3914694087991,41.414628134123525,0.0,67.41111144826003,192.9996169051016,69.1366196683377
2011-06-11,2.26424,543.4923868868389,73.58058487338202,339.5589939164062,0.0,0.0,852.4457108033722,270.6732415586355,97.1489047583457,37.36318505577197,0.0,32.39863181637292,32.39863181637293,73.60614060765607,73.0877466602902,76.69418284405906,61.505465965205445,0.0,78.1861163948131,165.86620756354785,38.50068676917869
2011-06-18,1.84762,622.4840186345955,0.0,295.83957129095614,0.0,0.0,878.7431713180921,283.8579552559642,100.45625507709924,41.24892914930353,39.06275615430126,0.0,0.0,56.61611951235927,73.63287454500393,72.25322993227667,30.46429797176904,0.0,61.35557012965515,151.4936650295528,90.4608818552231
2011-06-25,1.73298,511.9416935843261,60.80519143238045,321.5334345674716,41.68399935044312,41.68399935044312,765.6432163591152,237.43377214791184,116.13508767710113,0.0,67.50896623422416,0.0,0.0,81.74797272716171,57.773638919452246,77.3270662320091,0.0,0.0,50.37481238560516,148.2371571782858,53.48274868031404
2011-07-02,1.67684,498.2701824861708,32.76676119821164,255.9190753558346,0.0,0.0,764.2824575056011,224.2686299372554,112.42538844018252,0.0,0.0,0.0,0.0,0.0,81.36577836729009,0.0,0.0,0.0,30.166308612704587,132.34670613892476,48.362822269051726
2011-07-09,1.68774,489.6092896962156,0.0,282.22913792704253,0.0,0.0,579.334029100753,172.2796203769099,83.96848496403427,0.0,43.03684562843448,30.18779397441261,30.18779397441261,35.82435522864937,42.8529583762928,39.70861405474739,0.0,0.0,89.2618600435712,139.89647135346902,32.06612150889912
2011-07-16,1.60432,538.8022091937319,35.933152629919014,271.4759180559445,0.0,0.0,666.760174867912,188.6614889269509,86.6605238901266,0.0,0.0,38.240770518050006,38.240770518050006,0.0,61.93535142735964,46.77891459872071,32.050547852546536,0.0,48.58530116904282,136.29147893983054,0.0
2011-07-23,1.45437,523.7341929344253,35.80519166978261,230.8390499366759,0.0,0.0,702.9743720176356,206.61879277100013,97.68232642989015,33.84736362801744,26.92441097170792,0.0,0.0,41.206386836934655,50.52954850144728,33.3095649494001,0.0,0.0,57.55814010137908,126.7626387178656,0.0
2011-07-30,1.35141,446.4569554236103,65.39353668547339,238.66916388391112,0.0,0.0,567.5226307296087,189.40027781765875,71.61210853404526,29.874364022756843,0.0,0.0,0.0,40.25967856585689,31.59928461561705,68.86382831921338,0.0,0.0,0.0,108.601156227687,37.20008290915595
2011-08-06,0.553292,440.3808438902215,0.0,231.1229738367644,0.0,0.0,639.5382389238422,207.20409488482332,86.75027296967889,0.0,0.0,0.0,0.0,0.0,57.1653433859831,80.35350169346769,27.80910179254765,0.0,51.10712374394376,105.12823341759498,44.50728320427351
2011-08-13,1.35688,456.3592100818095,60.011951116896405,211.2107009553976,0.0,0.0,665.4681089416374,174.35641554890037,88.99534149928762,36.79485559880175,0.0,32.524240326404815,32.524240326404815,43.278407943536834,34.946045055137226,35.819065253754104,0.0,0.0,37.71059876640644,137.7410271023344,64.75487917091382
2011-08-20,1.1637,457.33102639630187,55.56523366792597,212.74237146457045,0.0,0.0,622.259957681284,185.52251649229703,103.41089176748066,26.93368667432473,0.0,45.68126982746588,45.68126982746588,37.36301242538396,57.63028727508689,70.83768687686401,0.0,0.0,52.23263501724852,141.3665014055371,0.0
2011-08-27,1.34833,482.1287468001527,39.62539259441909,243.5311018790447,0.0,0.0,647.5707313420189,153.92982828929394,67.95745685229751,0.0,30.803190472924072,0.0,0.0,42.19238684819298,50.71883015565119,94.90084436915691,0.0,26.866571896298097,30.63740669725943,138.27479644757432,72.04779364990338
2011-09-03,1.47857,496.22720239697895,45.38532408822187,229.2091309551573,0.0,0.0,768.8069118253828,198.08637910224363,106.5437187626192,0.0,34.0012735604159,0.0,0.0,0.0,56.805010149767,58.53507533926633,0.0,0.0,39.75755882062344,173.79871605135574,0.0
2011-09-10,1.60215,485.820811039969,49.68805507654751,230.61493343633444,25.789440279833293,25.789440279833286,757.8590323283047,175.2884456294131,117.08288802354272,42.0987499094916,27.570283263823026,0.0,0.0,47.6800744537226,54.00147437478324,71.6626630545998,0.0,0.0,74.88666515135571,177.45524557237206,63.59975207226498
2011-09-17,1.74891,539.5303948965005,63.03070856219303,279.3921963041291,0.0,0.0,700.8611319892286,195.4250016311703,109.04480140683684,34.910105672945335,0.0,35.28009878774945,35.28009878774945,30.81434311000232,58.35239255701213,51.70579836225014,0.0,0.0,29.21853597475981,180.50016263660527,74.48509804341784
2011-09-24,1.75994,548.4436300486051,40.63163888999822,304.3010850644215,27.960460403562845,27.960460403562845,738.6398720314164,152.7242226066843,134.3190293950708,36.90010187687406,39.31162602364156,52.41338228907306,52.41338228907306,61.073556447321785,55.94806032002316,77.10508272084127,0.0,0.0,36.86189400550879,226.73381461951573,77.63553746553741
2011-10-01,1.84745,628.0723915948988,49.91806866620343,263.8207010512921,29.041745742864475,29.041745742864475,716.5688475779004,229.6762097497069,126.28465786389695,45.28475128359432,39.735758251741245,55.49482960585561,55.49482960585561,46.71460493202847,52.658579079269785,99.32752366467658,0.0,0.0,42.96730851044489,240.512474337376,113.31352320673464
2011-10-08,1.80295,620.621885713595,55.441278967989845,397.8435840068892,0.0,0.0,704.9719339613389,208.2147950695844,132.8007721704411,68.61978689115621,65.8350875736416,35.17301241540868,35.17301241540868,36.822704777671646,85.86867986831236,91.48806914299266,51.9799158422308,0.0,25.35939671065268,262.18497552180906,153.24227709101436
2011-10-15,2.06534,646.3558849049988,68.03624318896131,298.3768400346962,0.0,0.0,868.1754051206829,211.25430639352103,137.11758340283842,56.10447333884058,51.45982040900631,48.81082524360103,48.810825243601016,60.76872198326792,64.95275451738512,66.46975776799324,31.032599411273097,0.0,42.60271022339837,281.1876509811896,136.27147568311523
2011-10-22,2.38294,669.7620466603855,103.86671919835356,368.1331848659483,30.476230142169698,30.4762301421697,759.0935904165575,185.16520183927867,147.3402054273888,65.31321431335446,54.3202021142099,38.46126162460529,38.46126162460529,36.77788447010912,82.87499279955152,77.86550109810509,0.0,0.0,71.6927386820709,260.3959810232717,109.48271718721328
2011-10-29,2.29128,676.6833970889205,67.90432470327079,366.3657498481186,25.61331669205336,25.61331669205336,702.1933839781987,184.20620373149868,143.8919932129379,55.29091545717089,98.22796344795412,29.530986866288572,29.530986866288572,37.36175654914982,77.97093726134956,114.48514123040698,34.716577880082006,0.0,37.99385502906353,354.7457794256403,156.61310772580796
2011-11-05,2.48358,746.3584238802307,93.60892172867923,335.81507407035207,34.28643547979746,34.28643547979746,914.1572792233064,205.4705344905531,112.26420996058272,46.02907829649943,39.11693368555877,29.644236410238275,29.644236410238275,29.740280459184856,67.4903359149052,100.21622641848434,30.72458036777251,0.0,33.59847309711217,245.8663410563459,143.13268417418814
2011-11-12,2.1744,776.8312014800628,77.9717951112155,413.91202466595246,0.0,0.0,895.8546129171802,240.4354292401225,186.9655467346847,52.79239941283658,41.61078360840916,28.29082842821197,28.29082842821197,27.614931624150056,75.93374572784333,94.43731016552516,43.48441112386908,0.0,49.53467130773024,264.47308073795784,156.85911218256985
2011-11-19,2.6274,811.6974451025941,84.88852813857503,442.6863467101478,33.05950006631766,33.05950006631767,846.6947029877449,229.0114930906406,134.28900801569864,72.04507189617053,52.68346604933385,55.72549186696492,55.72549186696492,129.52333501940322,95.41134317423716,103.85907430073608,31.97331758404179,0.0,56.9503473596975,288.4998316331197,142.75399586990045
2011-11-26,2.51216,674.6928154375612,59.25877891858256,405.2731259529064,0.0,0.0,758.8796019881806,257.68598528695287,158.8619272389553,32.94451139838586,45.81052162051351,32.66075815350739,32.660758153507395,69.8943344568099,78.20531597070227,118.34660647939836,34.65441776306639,0.0,111.53629358967386,282.7227805411661,117.6940728465266
2011-12-03,1.6858,816.7638787225627,91.46945410156292,487.683784936507,28.37084824446961,28.370848244469613,991.07552293933,335.36388253320456,196.6981091831143,58.8493526524144,54.47020365839047,23.575149730825377,23.575149730825373,41.79990887773247,89.17722554210793,123.27635738448356,79.26338443788616,0.0,79.81612145377134,301.67473485733933,148.57095992236617
2011-12-10,2.7037,785.3974011290939,118.06764855774269,409.3724828848655,26.463982450228183,26.463982450228183,927.5807239437312,330.66875468929913,136.93859860295368,65.30891500671073,69.28751189252574,30.33539393529788,30.33539393529788,83.34607361777957,100.8483756945764,144.94204760891486,37.74012554584947,0.0,66.75996132883148,271.61679626549045,146.7903999388689
2011-12-17,3.02135,790.9197081615417,86.46370443293142,473.96127011919856,64.31041218773547,64.31041218773547,860.7834684288532,423.814928143145,171.94198130324745,62.2262111551901,56.8764257110636,65.5095880152588,65.50958801525881,71.21974781093257,96.89512125024686,144.80575299642243,32.67041576011581,24.962504198208027,87.11165669835415,280.5573833048656,119.55073114301112
2011-12-24,3.60781,759.4735666787657,157.05880389488783,455.1583336632511,25.423134779662565,25.42313477966256,844.8747059831497,619.3303099163243,165.19473320019998,97.43659857442452,89.02035096071042,29.415493435215204,29.415493435215204,80.17632628542918,97.5565983057438,136.2197003640708,60.5691141954072,36.66374975802143,71.99102075622747,330.7324629542808,130.14431659952862
2011-12-31,4.3531,925.797465574082,115.46116842640396,574.0329491960866,82.2887267645446,82.2887267645446,977.8670043158452,710.5870317899927,158.82580363640503,95.197469964185,63.18901876141091,67.6749000263589,67.6749000263589,120.60565699499722,120.43969291697093,199.87443553681595,88.3254717739217,29.08032285660608,107.75222912956448,365.4701894807793,161.41677318679248
2012-01-07,3.50589,926.997897802934,156.03119910521673,549.8154850975972,64.55400963163733,64.55400963163733,1014.8251150242172,577.0438207221454,200.82691156348787,73.64825249492773,69.36699594040182,55.43462672219116,55.43462672219116,118.55812781799207,100.6347116185505,209.92787110292363,77.62256665359172,0.0,91.79663518187144,390.7394660700366,173.47694629227834
2012-01-14,2.94298,822.2745338540175,147.18266896652605,529.8224494369417,62.21134153550572,62.21134153550573,1020.1139069220984,569.4175727603279,191.8308493314361,87.87333506239429,80.04573429981725,60.01025772991268,60.01025772991268,105.0593506695844,116.68207458827536,141.01982003963343,48.53074602588392,25.37083149912865,87.52419560015444,359.2603934122618,137.57842259511213
2012-01-21,2.73705,799.7041352019969,149.14075484856693,530.2580911510032,63.2805148910163,63.2805148910163,976.3954563679142,521.2729079971975,223.9464469996495,84.83119968517005,104.27144203680751,60.68371587740471,60.68371587740471,98.2157986089755,93.77270827185284,147.2037246843766,43.78105684360936,23.5563474930524,94.1834270711844,345.3534304863534,110.98597587271853
2012-01-28,3.53247,794.4565242921116,243.3282070946716,488.8162364458978,52.10044809085119,52.10044809085119,960.5747582031744,531.2414839175404,182.75143196139064,43.292675685565214,76.75866460324171,54.87737682756811,54.87737682756811,93.0332291010559,106.87834070931982,165.7544752920906,58.8240406347314,26.664878007041224,91.87204013802386,388.5974832024162,131.2600661445837
2012-02-04,3.85357,911.5406903583606,277.02394966484786,536.6565742643554,35.87569642247128,35.87569642247128,1093.0259461518326,536.7643019600395,158.9958324559016,46.759118007246336,55.40010228980656,23.177359115246016,23.177359115246016,91.50735583699137,90.84373711596098,152.25352833436637,56.05896824893639,0.0,100.16347127194568,294.05055263760283,127.5449643501974
2012-02-11,3.29788,906.4448550548552,223.9524260473164,583.0022974165798,65.32777400915754,65.32777400915754,1019.1815130019348,484.8505776961631,188.0995424506532,73.23508352481174,79.57335738513746,76.21992970923606,76.21992970923604,83.75788999152758,110.77710896930851,134.09106474871885,75.06785160737773,39.45059275164943,75.66207687788251,352.5739081797548,121.73255358669503
2012-02-18,3.57343,1005.4844224789456,247.68683277815265,519.2538364202977,27.204710360318284,27.204710360318284,1034.6169129821044,454.5589999008054,162.90403738361138,58.66695606646458,64.4190090686857,47.518508457778765,47.51850845777877,74.17831488491761,72.21295171337944,112.10597162145,57.77629108067856,0.0,72.6871341879905,392.35907069498006,103.6667589196118
2012-02-25,4.20562,1069.9304301623986,303.3055746232462,629.1310093533948,58.44442382752826,58.44442382752826,1116.218992589748,469.8229295727369,148.5708409437662,94.27751442962474,100.753391892297,61.38258369199059,61.38258369199059,93.77411375906674,84.53208687670443,131.0235434223468,67.45339359775383,0.0,98.25386717534836,344.0191497705388,143.43965089958135
2012-03-03,3.54025,998.8040327717206,229.7419567745506,467.5029896402862,50.5713918103268,50.5713918103268,1096.8546212470094,348.92305290567265,197.48403132731167,57.413283808348126,60.48516281778029,39.35657997851911,39.35657997851911,32.95874764763255,100.43158470639165,115.1627954004117,60.54274964059723,27.383847732123144,82.05991305799915,330.2622525668783,113.91527088168144
2012-03-10,2.69266,952.0990899037942,243.93174507348192,560.5693750413297,43.24251684691424,43.24251684691424,1141.6496086546765,351.75233465345207,155.85072271152802,86.17131542652774,84.54999019046225,69.70496646253562,69.70496646253564,42.51339634081982,105.00148910542792,105.99968562607752,46.23535632963201,0.0,113.2508033043659,341.9777379280676,126.01930709320456
2012-03-17,3.12447,957.4936876272152,243.40044367866548,576.116291972928,64.02739573840931,64.02739573840931,980.4821972073904,368.4215841650132,110.68536111574092,105.72552912916652,84.10828231600347,84.0034488367717,84.0034488367717,86.04816222193655,96.79460629208864,98.07037599822957,47.76900650986511,24.41616376818877,81.86387130381712,350.7226881425591,126.082462707456
2012-03-24,2.83205,797.242913831301,253.09877091920904,543.709433415571,50.14751667679064,50.14751667679065,974.6832554991656,341.5727991150786,110.84821095244838,51.711240101387446,64.99420399261984,49.50421623891455,49.50421623891456,68.85758370981287,76.16287750178998,113.30391708522596,81.68220902938523,0.0,83.21715913168062,278.01693375271265,115.65009487981996
2012-03-31,3.89886,801.623052109578,180.8129262805716,442.91165282955865,26.69680337649285,26.69680337649285,909.6377904111016,292.3428487152505,141.67418599976472,69.78258374957643,63.143266680253234,51.693722485122215,51.693722485122215,79.50537803838736,93.51285518683116,82.47444357904016,52.50582756337924,0.0,59.659026307236985,317.89612246070703,113.1127931753726
2012-04-07,2.99164,742.1736864236774,150.2990171782269,448.9744470677025,35.74526302336507,35.74526302336507,917.8727957997794,225.4353924326335,148.90106055619603,59.25423536661423,57.28012471580093,42.75762708835509,42.7576270883551,40.25418268504805,90.22821839875088,87.83445689161543,31.80879056189425,0.0,108.48215687469406,262.5783582937344,111.01097817410717
2012-04-14,2.87193,601.1709879815262,94.9759796474145,461.0607540023713,24.292418169375114,24.292418169375114,977.4938389185128,219.6484098066379,111.70681377092392,38.257387539790685,43.83976317867688,0.0,0.0,57.3646801349618,82.68725973687461,83.89899866721288,61.83089130472012,0.0,47.929737514277,262.5726057149318,66.73172079193266
2012-04-21,2.15102,698.4855264386271,93.49088899304014,395.4702745104847,0.0,0.0,906.466449253442,228.8613769696885,118.50847318843724,44.80882248561195,44.468574539729765,37.07111621891799,37.07111621891799,47.60495199887747,91.1677874228802,66.89125569787475,63.50048436143024,0.0,75.5247912904061,211.78068348056036,72.18351220367283
2012-04-28,2.15365,602.825149508493,128.1515192251749,389.80251464102713,0.0,0.0,820.0597239270093,243.69115429518243,82.09805252836723,38.74655866642543,31.8283746460208,32.07710524174109,32.07710524174108,46.436749926820944,40.167733474905326,62.122985083094086,65.0701735232636,0.0,68.28177048403352,181.665892654822,72.23939206129754
2012-05-05,2.36106,603.9466352940769,101.18375349242638,319.74545354976,0.0,0.0,806.5127397840544,207.57162652090972,102.00801889012592,68.23628524630412,58.51443737093387,32.35846535327263,32.35846535327262,48.26728115485378,45.23691642741817,104.61785646525712,31.61782653058024,0.0,72.40461590843175,175.38160397306427,71.53864225014583
2012-05-12,2.17778,593.7488446447181,61.97010452945148,293.0772656474375,0.0,0.0,875.1914971926627,222.72360883884892,145.4597001692818,37.357426151913465,50.88887130657498,29.871918068385025,29.87191806838502,43.30266748432521,63.4949875889337,83.49350197976975,77.34715340448618,0.0,58.19746116079529,163.90916881893193,83.09527158501548
2012-05-19,2.04531,596.9227887811138,104.90768352992494,356.61209773402345,28.810989802944476,28.81098980294448,871.0222078173244,204.8955298809148,143.20217740153026,39.74029585746567,22.911864883118486,0.0,0.0,45.3421087293624,65.84707525440393,83.90275013433056,40.4573560073624,0.0,76.74156813570731,181.97005748950247,66.24542019189597
2012-05-26,2.22589,594.3543551262131,58.69949086874603,318.3121770429324,26.0880416362154,26.088041636215404,853.0477478653406,204.87780857452756,124.41099550243004,41.751149264728376,43.63603055259629,32.91124547449834,32.91124547449833,49.99054595214295,60.27912072507271,87.26842637319771,39.554708591378265,0.0,77.6896987322065,139.61505586939765,66.80643507053112
