date,Tennessee,flu symptoms,the flu,flu how long,symptoms of flu,rsv,how long flu,bronchitis,pneumonia,flu a,the flu symptoms,flu contagious,contagious flu,flu cold,how long contagious,flu type,symptoms of the flu,type a flu,how long does flu last,b flu,strep
2014-10-11,0.468272,382.3289898212956,1316.5928960436192,0.0,0.0,242.6130922564971,235.32168414008945,657.2873403367024,1392.7826507909135,984.1167496455754,234.5598727363753,0.0,0.0,326.2647829023076,0.0,0.0,216.3055480326519,0.0,0.0,0.0,1268.2285463053647
2014-10-18,0.5426,684.5426365176207,1456.0754346999076,374.9687154520488,0.0,0.0,235.3859173547294,474.3434266742463,1264.123408263129,829.8127140469696,0.0,297.1676101672875,297.16761016728753,341.2169160610988,0.0,0.0,0.0,0.0,0.0,0.0,1486.6446960498647
2014-10-25,0.786283,668.4010608492403,934.8784444631044,227.99433709194557,256.0365473196993,0.0,170.7041824664219,626.976944703836,1014.1229611303878,476.482437423397,0.0,0.0,0.0,178.28085254734495,0.0,0.0,0.0,0.0,0.0,0.0,1403.723374115858
2014-11-01,0.83815,609.953342912298,701.2971341759628,233.83031164274212,0.0,240.71609838660623,0.0,668.9317495306965,1508.2227586452163,643.4468382743536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1252.3367641865293
2014-11-08,1.02956,487.1249516955243,559.4584439675295,0.0,0.0,146.54520560445988,0.0,735.1520394305268,1341.0106624976804,505.4352580969382,0.0,0.0,0.0,218.61779721782625,0.0,0.0,0.0,0.0,0.0,0.0,1723.6582295741655
2014-11-15,0.960792,496.8920228392407,729.3828409303518,0.0,0.0,209.60132784749345,0.0,717.4116522891289,1838.689758490616,324.6367812987051,0.0,0.0,0.0,304.3252110511046,143.7098641977508,0.0,0.0,0.0,0.0,0.0,1485.006729659354
2014-11-22,0.846763,758.3332168247797,793.8475525467668,0.0,0.0,294.44655698039816,0.0,834.7691869934988,1755.8119898503112,445.0220970725249,0.0,0.0,0.0,328.54379420133284,157.2936935620688,0.0,0.0,0.0,0.0,0.0,1836.4174150398455
2014-11-29,1.20203,832.3466686249926,830.6695542812777,238.8818676909436,243.6616307787285,296.2288307834707,228.04384427893007,917.4961490702748,1311.856388940046,442.4970446936642,174.1839680197259,0.0,0.0,273.92690728395155,249.80823629997192,0.0,0.0,178.67674939285564,0.0,0.0,1363.8131401945732
2014-12-06,2.09419,1153.7193925634836,1134.283813686218,321.2835964408594,220.0282445239751,387.0920066033596,314.35313195900954,824.1359108699861,1671.4930831065624,547.9900787357685,232.1542216668952,156.83366003862446,156.83366003862446,234.16868394050377,345.4479591019156,162.2562225578713,0.0,0.0,0.0,0.0,1639.6391945722253
2014-12-13,3.20519,1409.2435083684493,1539.339242574084,354.6411282152216,348.9400243101484,594.8111329883927,301.9392110847181,939.3058203171902,1780.031198658602,673.2558593028692,406.41847064110414,209.99273585978176,209.9927358597818,439.823828790994,348.475685645082,181.79705924856617,146.51835250103176,158.60965405732827,203.5199879986752,328.6788633561111,1507.144977336948
2014-12-20,4.54309,2934.493779910761,2786.392321241946,967.7555829801388,685.3405700049495,418.25576234344624,944.5556786603393,1085.2781861192332,1942.5095288486195,1098.7095659955555,707.7838339167423,566.0956706911874,566.0956706911873,419.6636627241762,450.6072093768892,439.4235998980647,381.20218488700095,372.4446357247553,0.0,0.0,1696.6629184348778
2014-12-27,8.03229,3761.697965927938,3637.297504262736,1617.921969918242,834.1316021793665,733.8711987046165,1585.866060068474,1538.519410948399,2259.9235573053497,1453.86953451204,701.7709243526507,1139.058965883776,1139.0589658837762,481.8143064124347,888.0735143969832,541.6235766566099,322.44562794042173,466.10653547900336,428.4235062071075,0.0,1772.0481253515625
2015-01-03,6.78288,3583.676425357295,3603.974979041832,1055.1092871260007,868.2964075652169,992.0456091484256,1028.8533378623076,1285.925493910582,2267.848133140342,1637.692374263392,639.895619751782,573.0835453713765,573.0835453713765,600.9471988009117,509.6827401353474,448.8165614633537,413.53476416123215,373.5518561369108,441.6310150606111,0.0,1868.119109645084
2015-01-10,5.80371,3029.287673092688,3042.0702153534494,585.0212726297286,832.029408857031,914.6694956580118,591.1743703919142,1144.9171527699846,2171.122231341091,858.3830130048137,608.9112921224423,383.811693225425,383.811693225425,401.9260678059756,356.6118679632986,0.0,325.2967225768259,0.0,315.8489496287904,0.0,1518.7456275770237
2015-01-17,3.20806,1903.9522379577209,1911.6581901213776,489.148138036894,296.2394509284884,616.2354616083393,491.4278777475267,834.6891410656771,2004.2335067751744,699.4897743065314,457.75797872969554,0.0,0.0,217.6447216301699,247.62189263288295,260.8484586316284,209.93469707044216,161.51543617878332,297.512171556307,0.0,1891.9308805843116
2015-01-24,3.76675,1803.0287904482764,1233.1913758124988,393.1190967939969,396.9565770363947,862.5780538638143,502.264660852871,855.6336914063446,1522.657121410473,556.9961068699181,324.88477142006803,0.0,0.0,443.8277983149587,288.0076775211462,210.32413918145045,258.5295503725494,181.84548593534987,0.0,0.0,1724.2440140209335
2015-01-31,4.02164,1490.5458286914054,1350.9700810882937,426.4196527711752,399.96398477171954,1091.1816364452245,408.3651216478676,733.9095488653509,1676.5529780229672,505.5718271049614,0.0,192.82034939928204,192.82034939928204,322.8488280622331,359.71572189390525,169.66601674401457,0.0,198.3767340538522,0.0,0.0,1648.8663765926651
2015-02-07,3.66886,1169.836957026048,1283.2302361132358,411.1716483655997,183.8376374061949,997.7202622838502,472.63232447351504,979.3218862048813,1730.269982507407,482.0929204427981,263.55894530435984,243.0267497211108,243.0267497211109,223.28694364123945,310.07131311743365,0.0,164.76594106251028,0.0,0.0,0.0,1989.1117607555225
2015-02-14,2.28963,1136.2462397182596,1083.958932253494,361.2781092887215,407.9685070003249,1000.908219760967,263.8401639617406,753.7822250082153,1786.358298942668,424.3377121742154,270.7690356479489,155.12418626460325,155.12418626460325,162.55435912249487,260.561242657661,197.51238820954612,0.0,162.47213881064815,156.91649402988776,0.0,2120.0259230905303
2015-02-21,1.50363,885.0247182110147,915.7318843888296,226.63004265056472,200.6216864438469,746.2096430767336,251.56730533606049,780.6097158165376,1704.405332822358,417.3889664608158,311.70868168608206,0.0,0.0,0.0,167.50099245731244,145.79679264311477,0.0,0.0,0.0,153.4355626333581,1520.6381534218892
2015-02-28,1.19978,691.5309656153269,742.0203016972306,181.377128206169,239.25168762419983,516.7185544091184,185.67134596006932,811.1198700777644,1604.5986672730687,304.7735831337185,150.66755295615175,197.90416602436565,197.90416602436568,182.77078664501013,285.36764706665747,0.0,0.0,0.0,206.54088382304525,0.0,1438.1427532762575
2015-03-07,1.94798,788.6071425743776,600.6468825684614,217.5801764009754,183.6615168648117,598.9384899829998,193.1699400764701,722.5053150971809,1319.4704366692347,288.24142831706416,0.0,0.0,0.0,0.0,366.87318252658,138.24861492458163,0.0,0.0,153.80235894321925,136.88807279569565,1598.979753285231
2015-03-14,0.769849,659.1101930528777,663.161627649373,164.28980269197808,242.79040217915428,456.080976634836,255.85547125769787,887.9027892364539,1472.7027498570233,259.2321081026496,228.85580841754236,0.0,0.0,169.8000292681269,0.0,166.16326945358128,0.0,0.0,0.0,0.0,1287.240107582278
2015-03-21,0.922251,703.4903618052682,544.4114086793908,198.02596661390157,157.40630882396383,600.4090488631546,241.08528984028752,822.9281301812414,1226.135307675287,162.6245837889673,134.41370171539657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.243330206414
2015-03-28,0.627782,533.6517467203257,488.2763022325099,257.293507920535,156.5874649152159,392.7060381959943,178.23466144563125,669.1285603119937,1135.5735955659552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1572.0011200587544
2015-04-04,0.551171,428.6651920932077,370.0246391215727,0.0,199.01486677525992,217.31045982556267,178.47519859567365,582.9232143145932,1263.5526734677023,0.0,0.0,0.0,0.0,223.92128466742776,0.0,0.0,0.0,0.0,0.0,183.17368585662945,1139.7091780189048
2015-04-11,0.414056,433.6515313609787,386.1030249827464,150.3277173012365,0.0,0.0,218.39723856359603,593.9646885282419,1338.8252461949055,0.0,0.0,0.0,0.0,171.91277560833484,179.1034102811943,0.0,0.0,0.0,0.0,0.0,1429.2940992624171
2015-04-18,0.388394,433.4074836927002,312.7998129683559,0.0,0.0,187.3319830207733,0.0,571.2954690086747,1168.7412011947663,0.0,0.0,0.0,0.0,132.74495083744824,0.0,0.0,0.0,0.0,0.0,0.0,1638.3953295003553
2015-04-25,0.269476,344.6373987710534,376.76103370295607,0.0,154.48430072243548,0.0,0.0,924.4825731459896,1194.619856364089,174.84881043490387,170.30820839456595,0.0,0.0,0.0,209.6390804538745,0.0,0.0,0.0,0.0,0.0,1612.662799693575
2015-05-02,0.28772,346.42084355860925,216.17559650277164,0.0,0.0,0.0,0.0,677.482911927803,933.4131703419904,0.0,0.0,0.0,0.0,0.0,172.6644023828199,0.0,0.0,0.0,0.0,0.0,1424.1081227042991
2015-05-09,0.262796,332.0539461937125,225.8497885197021,0.0,0.0,180.67904556105844,0.0,523.8105343630826,911.8951810666566,0.0,0.0,0.0,0.0,179.6464364911703,375.6383265967549,0.0,0.0,0.0,0.0,0.0,1485.3981913178282
2015-05-16,0.984157,347.9619239126212,297.8713675365427,0.0,175.72202371215127,271.2757178857036,0.0,792.0850764530277,1086.8455520581035,0.0,0.0,0.0,0.0,0.0,150.799583717013,0.0,0.0,0.0,0.0,0.0,1250.965382156337
2015-05-23,0.908465,254.53965191637587,174.8780406631652,0.0,0.0,0.0,0.0,489.0656348893808,1097.6189940938486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1381.7631879490596
2015-05-30,0.950008,242.0140830410239,0.0,0.0,0.0,0.0,0.0,563.1361949025303,810.8397413858803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.71896750930793,0.0,1142.48587512514
2015-06-06,0.595817,0.0,329.38206527953,0.0,0.0,156.8932865532106,0.0,478.995440672786,1102.3326582215448,337.1941706534189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353.9061740056698
2015-06-13,0.0757193,0.0,0.0,0.0,0.0,0.0,0.0,453.61432856956606,969.3889145595228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178.1055131104918
2015-06-20,0.0673401,0.0,0.0,0.0,0.0,0.0,0.0,311.33006945048106,790.9058485072403,148.20903382148242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,994.7323354338156
2015-06-27,0.17567,0.0,158.8336480069191,0.0,0.0,0.0,0.0,674.7184915869718,882.8222677307175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.3632620879634
2015-07-04,0.149522,0.0,227.7666517809567,0.0,0.0,0.0,0.0,0.0,939.2671034766232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,779.250885896384
2015-07-11,0.0541638,0.0,0.0,0.0,0.0,0.0,0.0,312.1837010314038,943.6416566193496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.31002959734312,722.8626080919225
2015-07-18,0.152102,0.0,268.13335444923985,0.0,0.0,0.0,0.0,322.84253427441524,789.9484521044137,0.0,0.0,0.0,0.0,0.0,251.79775101815127,0.0,0.0,0.0,0.0,0.0,972.19408615334
2015-07-25,0.0944797,443.0702816043146,0.0,0.0,0.0,0.0,0.0,535.5385887675377,843.2690559329233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1012.222221742243
2015-08-01,0.102354,0.0,0.0,0.0,0.0,0.0,0.0,525.808057223355,868.7231308737548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.13537604186547,934.6516989524188
2015-08-08,0.128123,0.0,0.0,0.0,0.0,0.0,0.0,459.8435131489838,742.9017045151594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130.8949949916218
2015-08-15,0.193963,0.0,191.9372646907785,0.0,0.0,0.0,0.0,492.8817321062268,987.9827979771546,213.3489867618898,0.0,0.0,0.0,0.0,261.68907985404024,0.0,0.0,0.0,0.0,239.24385189980572,897.6540236710956
2015-08-22,0.208899,178.7622164770825,237.78603515467128,0.0,0.0,0.0,0.0,540.9196132210653,1077.473303953705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,883.1582939377074
2015-08-29,0.292015,0.0,263.3834267475127,0.0,0.0,0.0,0.0,615.0593977830567,1220.4923327499364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1492.049774728311
2015-09-05,0.439711,0.0,325.5687615201156,0.0,0.0,0.0,0.0,674.3905051299429,1186.1677563798348,237.12375733671797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1074.0309928616068
2015-09-12,0.58651,193.2744811141235,0.0,0.0,0.0,0.0,180.1496643707729,557.9544773364056,1290.0324709297242,217.0486188282594,0.0,0.0,0.0,254.26542126303988,0.0,0.0,0.0,0.0,0.0,0.0,1265.8992258462536
2015-09-19,0.637301,208.478401033969,392.08061714865744,0.0,0.0,0.0,0.0,489.4123966145683,1231.9326645145136,274.1247689104501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1237.6387579489726
2015-09-26,0.596986,396.7078985427776,540.3514823479262,166.1566059508708,0.0,333.5306284735347,0.0,547.3800490445972,1503.0352861728998,227.1139094960639,0.0,0.0,0.0,261.9116737197103,0.0,0.0,0.0,0.0,0.0,0.0,1240.6466314343097
2015-10-03,0.411219,312.5403532219273,657.5891699574486,218.50998793833529,0.0,170.88315385572642,239.518835008931,701.2750148937156,1183.938144268457,352.1865129837132,0.0,0.0,0.0,213.78125919810168,0.0,0.0,0.0,0.0,0.0,0.0,1288.036348636995
2015-10-10,0.734619,398.6895355623167,806.1372238845581,181.6711483178016,0.0,0.0,217.9214105926666,636.9422182620026,1507.4967260824278,574.8013659928741,201.8178948925685,0.0,0.0,190.61300040860436,183.56009319583748,0.0,0.0,0.0,0.0,0.0,1198.592604281161
2015-10-17,0.604789,319.96501692074924,622.1031983970225,182.75033153087483,0.0,0.0,0.0,692.9767299550881,1534.9996082043483,556.2015556701157,159.88946433801627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.69065094011
2015-10-24,0.757878,384.193355017006,859.3772989031163,0.0,0.0,205.45193674027965,0.0,811.9350272352879,1917.9662234247585,685.2666478692109,0.0,0.0,0.0,161.69157561333475,0.0,0.0,0.0,0.0,0.0,0.0,987.8627470588556
2015-10-31,0.642475,528.6275086312609,860.3567973276765,202.06364890655905,0.0,260.2853879775227,203.20343215568096,826.125263661498,1835.436367263978,553.9377316485081,0.0,0.0,0.0,180.1231247430839,0.0,0.0,0.0,0.0,0.0,0.0,1353.3890216588438
2015-11-07,0.698991,364.4019294736021,731.8348041572951,0.0,0.0,281.545575080204,166.38018632338228,734.058146953351,1513.5031192565589,291.5810004455261,0.0,0.0,0.0,207.2684570531352,154.72418295619144,0.0,0.0,0.0,0.0,0.0,1326.30555741669
2015-11-14,0.587774,447.5375748000128,498.6617884008356,0.0,0.0,359.0510597806989,0.0,669.9273870252113,1564.807384036528,245.80805094381813,0.0,0.0,0.0,203.63260659691784,0.0,0.0,0.0,0.0,0.0,0.0,1357.353242225104
2015-11-21,0.939368,324.3535394112225,479.7968062159463,0.0,0.0,516.4133626927602,0.0,751.8580725615102,1630.7472173728077,405.7970333959682,0.0,0.0,0.0,269.9819812065612,320.28633590802923,0.0,0.0,0.0,0.0,0.0,1636.6896132068723
2015-11-28,1.23581,679.0648425516528,384.3945741192154,213.47746633441773,0.0,373.3715144051813,210.66738609763271,901.9948097976196,1764.2362440678785,293.2753952663883,0.0,0.0,0.0,0.0,292.9467451302081,0.0,0.0,0.0,0.0,0.0,1272.9580266300036
2015-12-05,0.953007,424.51983818926254,556.911820767396,0.0,141.80935703083628,396.2257289281912,0.0,1095.478741802774,1910.207694802713,338.46160617443195,160.37470567358102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1758.516196871257
2015-12-12,1.47238,541.8962720532227,686.9696966144868,0.0,144.85284385620645,600.5859205204393,149.65986455568932,1201.524538390207,2077.084424376263,456.4505325226741,0.0,0.0,0.0,178.80163364347038,0.0,0.0,142.8281483025284,0.0,0.0,0.0,1707.0162032848914
2015-12-19,1.2089,568.8383068663057,451.72506656547074,0.0,174.26079809645083,577.7733065163779,150.4903722206123,1055.8934253797363,1477.4709584238808,224.41777482358395,0.0,0.0,0.0,187.9634099281577,200.2201923473974,0.0,0.0,0.0,0.0,0.0,1651.7912079402113
2015-12-26,1.22811,584.8893725359677,490.1901156232913,0.0,0.0,830.0468616549878,226.048264436479,1189.7510034122888,1730.2722188592186,0.0,0.0,0.0,0.0,0.0,329.0876065985933,0.0,0.0,0.0,232.77532096241964,0.0,1841.941013993619
2016-01-02,1.15248,588.4531759729268,552.8513767268657,0.0,225.46051573141284,1129.3811854848973,0.0,933.960845279342,1913.5600316095308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1719.4332722336333
2016-01-09,1.23172,516.0144371689586,546.9172400145632,0.0,145.89062897863212,910.44935917101,0.0,998.76530937254,1543.8095866768722,344.652827828823,0.0,0.0,0.0,276.7574688273258,0.0,0.0,0.0,0.0,0.0,0.0,1721.4456334587153
2016-01-16,1.81601,568.05636934917,492.989832976485,0.0,177.109805689803,744.1035105115035,164.3077589836709,931.0410195348898,1616.365053457004,226.656455726019,129.15801944170735,0.0,0.0,111.87006092492769,0.0,0.0,0.0,0.0,0.0,0.0,1325.3047590363883
2016-01-23,1.87742,388.0266339797791,430.38179817037934,0.0,213.9802733514091,858.0568141407321,110.84536120853689,622.561802982297,1662.4846650563477,127.55482006083832,0.0,0.0,0.0,139.82910674540923,0.0,0.0,0.0,0.0,0.0,0.0,1355.369026450541
2016-01-30,1.3291,466.7398231270896,482.1253726932036,0.0,0.0,995.105362271558,0.0,818.6474676528301,1688.41544249826,194.85962457585796,0.0,0.0,0.0,147.46701505831726,275.5812195166832,0.0,0.0,0.0,0.0,0.0,1357.8677132145351
2016-02-06,1.7164,361.43554740975713,541.7859331422396,114.05495469939429,0.0,670.8353278393851,167.5201519370372,786.8654548762152,1233.6574774959656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1501.4350035658333
2016-02-13,1.63431,443.4060809445643,429.3998980915914,0.0,0.0,680.8509096310362,112.54025244347244,714.3550026276706,1372.378607361706,126.78741632472874,0.0,0.0,0.0,130.71354531067473,197.7456260792193,0.0,0.0,0.0,0.0,0.0,1544.1816310389088
2016-02-20,3.11609,568.2730717099088,691.8333796158162,246.6579632002539,0.0,773.8531217544954,223.41181161246297,712.0463778294854,1511.667093900037,316.48639253633735,0.0,0.0,0.0,140.95364505952008,197.73963136410984,107.31488282484987,0.0,0.0,0.0,0.0,1460.0676651445392
2016-02-27,3.338,687.5541709065757,919.0401839285048,285.9755917773515,189.47375504356629,497.6390533428468,397.0004671697126,884.2906621369805,1672.5190278115267,484.0284034086964,178.37563130568054,151.09986334394415,151.09986334394415,209.9599191686222,233.527436665183,0.0,0.0,0.0,177.58736577739342,0.0,1806.9689062109408
2016-03-05,3.33087,909.4709480956564,882.3830410151406,279.9652663946349,189.4968188971796,448.71282084677193,288.13826264869584,838.5603251192626,1519.7071793172902,524.0860536582893,0.0,129.41587201842162,129.41587201842165,126.43969781392742,177.23977161375504,202.26965678370257,0.0,124.69723421932332,0.0,120.21515032110682,1496.7163603516487
2016-03-12,3.62272,904.0068602903576,1060.3933149369773,302.7023872654078,159.57034921864346,419.8161471342648,435.0905392843896,1000.4779194461288,1572.8934419960117,371.3044529835542,0.0,307.4323321604381,307.432332160438,116.22052835828484,329.6423987100581,162.20979545454222,0.0,0.0,179.04975727411795,208.62566563752088,1912.9370581180672
2016-03-19,2.20175,952.0176959767236,1005.9348424831916,382.0277316195927,129.30417477455282,381.53651109522497,411.7252989925274,821.5605910160708,1459.4866571345617,406.9070818834337,0.0,109.24387542265865,109.24387542265865,0.0,111.77750459747377,0.0,127.41556757538882,0.0,189.61729865986115,200.95277248165317,1621.4995187607724
2016-03-26,2.79813,755.6699905218856,646.6382265579679,236.0676662235372,229.10995910229175,325.0015274210086,202.65650654967845,789.5995725592794,1316.8291309140327,314.55230153745885,107.0882268588854,0.0,0.0,159.32876629462453,106.21494330559082,0.0,0.0,0.0,0.0,138.69338556181785,1543.3821335181265
2016-04-02,2.89898,541.0610541559602,695.6569806883099,315.19059331433067,0.0,287.411217753575,274.54087138996346,597.8051282139527,1130.0924403111326,271.993859605626,0.0,0.0,0.0,0.0,105.433907465695,0.0,0.0,0.0,111.29717730428118,143.47649658393186,1333.0374001424432
2016-04-09,1.87846,596.2262836405081,679.8165322175064,180.05986755966865,157.61674529283772,316.8625060317887,238.89202087132136,762.4295099193914,1228.919900102685,259.91239444343023,0.0,103.382493827063,103.382493827063,0.0,198.40018827947787,0.0,0.0,0.0,0.0,129.9562914317133,1609.3212484167257
2016-04-16,2.46828,486.6252641177528,463.6317150895189,147.07917815225892,116.12869650039146,262.68097364407726,362.3244236069873,757.1520850005786,1169.277424533749,186.3129053424043,0.0,0.0,0.0,116.03342929591643,139.90312192784438,186.0814493188317,0.0,145.2057406872552,0.0,0.0,1439.8390972928912
2016-04-23,2.15215,465.8169590731529,714.7674047459917,183.25216411093905,130.10933073470056,129.800189041522,219.02968478898543,486.1048136351228,1119.8267011921832,316.9426349160509,0.0,0.0,0.0,123.5364481450228,184.07865995607744,0.0,0.0,0.0,0.0,135.5167809660088,1662.843847549652
2016-04-30,2.48082,354.48455731164086,378.4926245824199,0.0,191.29461426864853,0.0,0.0,439.7925822353121,1179.431041292802,147.3145141912521,0.0,0.0,0.0,116.2584720575486,0.0,0.0,108.49657555251046,0.0,0.0,137.9031617292749,1447.7019025654995
2016-05-07,2.39991,476.5443064499966,595.1653977793814,0.0,114.67822995411436,0.0,0.0,660.4582543179366,1234.482797886725,127.10589460301058,0.0,0.0,0.0,0.0,179.87166932210954,114.55696469215924,0.0,0.0,231.7208783263588,0.0,1656.187032235838
2016-05-14,1.6918,348.9486943144197,461.664412519279,132.4940442322062,0.0,0.0,110.48932869652867,592.4266253239158,1024.6577562137925,127.77195309889493,0.0,0.0,0.0,0.0,139.70870003533835,0.0,0.0,0.0,0.0,0.0,1507.2069800980414
2016-05-21,1.9096,446.9556840630104,357.0438692187784,0.0,150.31102782882232,116.34046428872723,0.0,496.10125895740936,1073.8727410673737,0.0,117.04578740614488,0.0,0.0,0.0,250.439845900266,0.0,0.0,0.0,0.0,120.8725170178056,1601.1236619179292
2016-05-28,2.0209,459.3443858822667,271.8946384530807,0.0,0.0,0.0,0.0,449.4226015206132,964.1463795884508,178.33716027636655,0.0,0.0,0.0,151.2211399076098,174.95916402359077,0.0,0.0,0.0,0.0,0.0,1291.9827169274508
2016-06-04,2.63069,189.5585243683393,210.6896723177121,0.0,0.0,0.0,0.0,471.1517191456152,835.2440739122871,141.86751004339322,0.0,0.0,0.0,0.0,123.82691152772205,0.0,0.0,0.0,0.0,0.0,1477.54189474189
2016-06-11,2.25254,145.41479230036808,251.7466869953701,0.0,0.0,0.0,0.0,516.3473737359831,940.760165470272,0.0,0.0,0.0,0.0,0.0,124.28034365532508,0.0,0.0,0.0,0.0,0.0,1105.8804717333362
2016-06-18,2.00154,0.0,176.72369216114882,0.0,0.0,0.0,0.0,364.0847740940839,737.7539490017483,214.88273891474967,0.0,0.0,0.0,0.0,151.26103982507885,0.0,0.0,0.0,0.0,0.0,1108.4919472003812
2016-06-25,1.3655,305.37813343877093,114.7581827095669,0.0,0.0,0.0,0.0,372.2986028310181,849.2779521829704,129.50507799528762,0.0,0.0,0.0,0.0,172.85191309672484,0.0,0.0,0.0,0.0,0.0,1147.552844638996
2016-07-02,1.3735,0.0,121.80523151318356,0.0,0.0,0.0,0.0,417.7277849154773,825.3413171164484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1032.584107969432
2016-07-09,0.874954,0.0,129.5001668978132,0.0,0.0,0.0,0.0,290.74604498502,484.61445597161446,0.0,0.0,0.0,0.0,116.71361874577224,0.0,0.0,0.0,0.0,0.0,0.0,1060.2385596637223
2016-07-16,1.15235,0.0,0.0,0.0,0.0,0.0,0.0,225.11116954706816,567.2014034182708,230.23206673073636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,879.4772285323021
2016-07-23,0.786794,146.0467123751448,182.51322612492731,0.0,0.0,0.0,0.0,277.27516986449893,689.4151096937753,0.0,0.0,0.0,0.0,0.0,0.0,152.1683269902329,0.0,0.0,0.0,0.0,1190.3330245815323
2016-07-30,1.05929,0.0,179.87860041225736,0.0,0.0,0.0,0.0,402.8660758027237,753.1357395250769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.1415148932982
2016-08-06,0.773949,224.2395847129526,0.0,0.0,0.0,0.0,0.0,343.0424505934187,762.7958102629068,155.58514044900392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.9292318056304
2016-08-13,1.59193,165.73522683805237,164.0535289667292,0.0,0.0,0.0,0.0,350.8817932153709,617.6094217739218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1083.6788380893847
2016-08-20,1.12704,194.49009953475,116.59802277538276,0.0,0.0,0.0,0.0,412.926209922157,611.4365202476757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.6075146130672
2016-08-27,1.42315,203.4833997666232,238.0478905560521,0.0,0.0,152.8004609048504,0.0,359.2316519833366,910.3858002272614,186.7349441880081,177.87927709314326,0.0,0.0,0.0,0.0,0.0,111.46626476524038,0.0,0.0,0.0,1514.3160004455408
2016-09-03,0.984378,178.0982063492533,308.662586078684,0.0,0.0,112.6381277884097,0.0,449.3287945721697,949.72997938944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.402279040773
2016-09-10,0.212585,120.20413593857832,340.6662956440003,0.0,0.0,120.44446720210536,121.48044655007034,755.7532570638605,1062.7703855916443,187.66062401086813,250.5248440801209,0.0,0.0,0.0,147.13311877496022,0.0,0.0,0.0,0.0,0.0,1370.232049815951
2016-09-17,1.20764,117.32159519831396,305.08509957459114,0.0,0.0,0.0,0.0,657.752545373057,3221.8827069821787,157.66140535595406,0.0,0.0,0.0,113.80887443308988,0.0,0.0,0.0,0.0,0.0,0.0,1337.9438668124824
2016-09-24,1.4904,209.55960485331263,467.652131335296,0.0,0.0,113.8196610545518,0.0,581.5761844829666,1277.0977514888366,299.3803063691832,0.0,0.0,0.0,0.0,136.56480577672875,0.0,0.0,154.41937158213003,0.0,0.0,1103.456437829017
2016-10-01,1.65425,357.4199417582079,730.2776364441855,145.8462799346624,125.87346860052452,122.90950453455154,0.0,558.8081674884652,1439.5017703642138,356.5047592924378,0.0,0.0,0.0,163.45899864570913,0.0,0.0,0.0,0.0,0.0,0.0,1388.301977845398
2016-10-08,1.71033,343.3766337658936,612.6065239748884,0.0,0.0,185.52411107247,202.26453367582133,430.913181148873,1541.0111228325452,393.9677756310276,0.0,0.0,0.0,151.4950700852298,0.0,0.0,0.0,0.0,0.0,0.0,1352.8335872696184
