date,Missouri,rsv,cold,the flu,flu cold,stomach flu,pneumonia,a influenza,influenza a,flu symptoms,sinus,how long flu,flu how long,flu a,bronchitis,influenza symptoms,symptoms of flu,influenza a symptoms,the flu symptoms,how long does flu last,contagious flu
2018-04-14,1.17284,187.04398107049587,9144.183153530032,512.3482164849529,164.2741832987834,309.6851995735873,1171.610977943045,0.0,0.0,261.3092627179892,1789.19535836802,0.0,0.0,168.3219194365492,523.8957440832835,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-21,0.613893,275.1603898856445,9098.903945097729,428.22463371306657,0.0,195.40235611430327,967.4676637393728,0.0,0.0,336.2511960185827,1607.8211712470254,0.0,143.5999375122173,254.4199238876548,587.4780580478495,0.0,0.0,0.0,0.0,0.0,0.0
2018-04-28,0.78765,236.9479665020748,7970.27909430446,439.8541721811684,139.86806709787834,342.94036647994733,1159.635066004271,0.0,0.0,247.5325276625863,1601.5890772801158,0.0,0.0,290.956796714362,637.1592517856925,0.0,0.0,0.0,0.0,0.0,114.48539008056656
2018-05-05,0.167715,0.0,7792.900022187857,291.04859643088867,115.3284507191891,166.00663960835507,838.3461677181734,0.0,0.0,153.72870480070068,1604.512466682175,0.0,0.0,112.32824129100902,524.0206137186257,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-12,0.327392,110.77357273339896,8987.464044260454,235.3437737538372,122.93058731925726,252.87098227624304,839.3228428826746,0.0,0.0,122.01843627346764,1516.6991476648427,0.0,0.0,165.82805557400803,568.7864941020679,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-19,0.318182,0.0,7654.580845596488,206.57115772306568,0.0,254.76053902288228,840.9077236831293,0.0,0.0,171.3477880577159,1166.2543867703782,0.0,0.0,199.2755524760033,440.5632275823345,0.0,0.0,0.0,0.0,0.0,0.0
2018-05-26,0.214707,0.0,7001.856105551518,270.3021135713028,0.0,195.8674007537204,698.7311055911733,0.0,0.0,241.7736037025604,1623.850729471291,0.0,0.0,236.67303471462947,286.94325541283416,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-02,0.279174,0.0,6913.230073022031,132.72455958918746,0.0,225.07105448449315,1041.5940268126012,0.0,0.0,241.96070343338909,1493.5885834500102,133.66152296458247,0.0,0.0,422.7689207211545,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-09,0.0922084,0.0,7412.813876225654,184.7436785751817,0.0,204.1266557584311,857.0836620880689,0.0,0.0,0.0,1353.4301373039834,0.0,0.0,140.25927330723746,534.499713271575,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-16,0.0935891,0.0,6990.929517421442,277.3884605012058,0.0,150.17504501139348,939.7983326252084,0.0,0.0,134.78710714102698,1505.1708056469815,0.0,0.0,0.0,410.3366777417364,0.0,0.0,0.0,0.0,0.0,0.0
2018-06-23,0.231589,0.0,6544.8768409007625,149.00131938928706,152.62981144694285,0.0,920.3564288222672,0.0,0.0,0.0,1357.7964855434395,0.0,0.0,0.0,456.98965425194274,137.0658417849508,0.0,0.0,0.0,0.0,121.48777945509518
2018-06-30,0.285987,0.0,6711.946781918302,243.1548236096536,0.0,166.92644667524718,708.3224498324112,0.0,0.0,153.7396433152713,1398.2057790961476,0.0,0.0,0.0,295.8500548128454,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-07,0.0,0.0,6656.063049171033,207.91493482006643,0.0,0.0,712.0644152616518,0.0,0.0,0.0,1296.6871137133091,0.0,0.0,0.0,293.9611866088002,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-14,0.0,0.0,6989.362438200668,276.93803189545565,0.0,230.8646893735223,744.5469713948635,0.0,0.0,145.77372596468348,1560.590078037913,0.0,0.0,0.0,323.43788433005443,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-21,0.103146,0.0,7117.833377650286,321.5908822011208,0.0,161.23314525081173,695.446084371818,0.0,0.0,240.3073624098853,1257.8191313813768,0.0,0.0,0.0,302.79579506202367,0.0,0.0,0.0,0.0,0.0,0.0
2018-07-28,0.04914,0.0,6590.572048601207,195.43268654700165,0.0,162.3180035327828,906.1261423414088,0.0,0.0,0.0,1343.5434317632278,0.0,0.0,195.1651851567248,327.85011421148016,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-04,0.100959,0.0,7015.605661011863,189.57044916022505,0.0,0.0,825.9850990379871,0.0,0.0,0.0,1506.6702774500732,0.0,0.0,0.0,328.90059611940546,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-11,0.149328,0.0,6875.796871344039,221.3526247906433,0.0,0.0,676.1581699735708,0.0,0.0,128.06837964806334,1077.2482237343104,0.0,0.0,0.0,169.24528917068244,0.0,0.0,0.0,0.0,0.0,0.0
2018-08-18,0.125209,215.21823770127872,7031.777851114765,151.61288332896478,0.0,190.2567160312264,801.7069435525705,0.0,0.0,0.0,1469.5316554598946,0.0,0.0,0.0,288.9644681055533,0.0,0.0,0.0,0.0,131.86567033216565,0.0
