date,New Jersey,flu how long,how long flu,how long does flu last,the flu symptoms,stomach flu,the flu,flu symptoms,bronchitis,cold,flu cold,pneumonia,rsv,sinus,symptoms of flu,flu contagious,contagious flu,flu fever,flu a,strep,fever flu
2011-02-26,6.69849,151.22050773198634,155.5604947629165,0.0,257.10574178674585,253.6128236307356,242.75989934012705,505.908785334682,730.0023012605812,6765.986328563119,0.0,998.609356939604,239.4412485381545,1389.3408527496629,150.06050040524383,0.0,0.0,0.0,145.00392911833947,1129.086145212114,260.66910787615774
2011-03-05,5.74113,0.0,0.0,0.0,0.0,175.17438198175185,517.346425962765,597.4926157160676,618.2011697494346,6359.63524512996,294.1549179413634,970.8139264791488,288.1190905094655,1289.3853869390905,177.91354771074924,0.0,0.0,0.0,213.7471906168508,1251.5134659361663,0.0
2011-03-12,5.05526,0.0,0.0,0.0,0.0,199.90509948931395,332.7159059382943,382.499923011268,471.583222015793,6862.531338010948,0.0,774.2722905149328,201.736232679814,1247.91132256115,0.0,188.1269621320673,188.1269621320673,157.25852890883422,164.25957622349154,1226.6242258198597,0.0
2011-03-19,4.68859,0.0,0.0,0.0,0.0,0.0,333.22262714787115,378.6168816956025,515.6101330154416,6749.705518073176,0.0,951.2592098924983,176.26084120987213,1423.9559083863776,0.0,0.0,0.0,0.0,0.0,1155.9077066402651,0.0
2011-03-26,3.41036,0.0,0.0,0.0,0.0,0.0,384.6862313432134,396.567936121061,514.1625429816929,6220.531711564538,0.0,523.8770661694742,305.1049576154681,1007.2701643761558,155.12014767221385,0.0,0.0,216.02099133397888,219.81516777886472,1186.0525136608326,0.0
2011-04-02,4.60678,0.0,0.0,0.0,0.0,169.37189484909203,291.7213859886342,359.74091382931783,539.9880284242288,6581.033928798513,0.0,961.6544836823508,302.8413303797756,1321.6575887877495,0.0,0.0,0.0,0.0,0.0,1121.909180113089,0.0
2011-04-09,3.39574,0.0,0.0,0.0,0.0,141.90710709219192,150.59769324757127,172.54996076674328,515.065653673416,6688.746939481509,0.0,752.7623536915773,0.0,1219.0915116309864,0.0,0.0,0.0,0.0,0.0,1409.7836250035364,0.0
2011-04-16,2.74671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,511.5605198389501,6461.649094380862,214.62596762094705,687.3493541765092,0.0,1178.6606234997694,171.73914538269923,0.0,0.0,0.0,0.0,837.0128105183671,0.0
2011-04-23,2.79318,0.0,0.0,0.0,0.0,0.0,172.34112366850837,184.4513808577172,480.04165028528746,6417.427657639438,150.2360692444711,566.3657459681228,165.91600864362113,1057.882065911149,0.0,0.0,0.0,0.0,0.0,807.1858382919975,0.0
2011-04-30,2.76842,0.0,0.0,0.0,0.0,202.80005769162747,364.2451671059756,189.4917466495176,389.4978644407154,5703.468519673432,0.0,771.488649304157,0.0,1054.0928544273488,0.0,0.0,0.0,0.0,0.0,968.316859840276,0.0
2011-05-07,2.01081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.3892522222039,6128.926007287509,0.0,638.3464348429869,0.0,1116.0208484261643,0.0,0.0,0.0,0.0,235.2712675689104,766.8949591790913,0.0
2011-05-14,2.22222,0.0,0.0,0.0,0.0,0.0,248.74483189516675,179.6170888016324,552.3850273020878,6503.971231938414,0.0,573.8394368737112,0.0,1266.763020960713,0.0,0.0,0.0,0.0,0.0,972.8545012839804,0.0
2011-05-21,2.69103,0.0,0.0,0.0,0.0,0.0,193.77247386781977,0.0,370.3501306257572,6398.046075635968,172.1094620715855,685.5612368373274,181.50089575534005,1234.5193976365415,0.0,0.0,0.0,0.0,0.0,820.3302621350907,0.0
2011-05-28,2.94975,150.7612708501589,0.0,0.0,0.0,0.0,145.2866501465932,213.0629666552917,523.6581986605368,6141.989455994901,0.0,670.4164679685525,0.0,1050.2810161909958,0.0,0.0,0.0,0.0,0.0,967.3955204841544,0.0
2011-06-04,2.52839,0.0,0.0,0.0,0.0,0.0,248.32146077777352,0.0,266.4274629675269,6526.930569915968,0.0,677.1296307162796,0.0,875.2771893488318,0.0,0.0,0.0,0.0,0.0,777.723647482032,155.54835040821388
2011-06-11,2.77982,0.0,0.0,0.0,0.0,0.0,283.6698994317683,0.0,224.1059859806244,6571.380660551025,0.0,516.2142436488043,0.0,1021.3934047273128,0.0,0.0,0.0,0.0,0.0,760.7928159559813,159.73657666034006
2011-06-18,3.07871,0.0,0.0,153.11689102762324,0.0,0.0,0.0,0.0,242.26373860535423,5809.849931381068,0.0,565.229232487502,0.0,621.5724261010552,0.0,0.0,0.0,0.0,0.0,603.6017311820408,0.0
2011-06-25,2.93454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.3145185214,5121.170970642711,0.0,305.48108097665096,0.0,814.8473212980437,0.0,197.92344219347743,197.92344219347743,0.0,0.0,957.1181700438384,0.0
2011-07-02,0.885138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,319.4164237778311,5134.343568752975,0.0,406.9536020906101,0.0,1055.8793954810765,0.0,0.0,0.0,0.0,218.62335723666072,714.4761104377142,0.0
2011-07-09,0.278035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.43407700549,5263.848823251066,0.0,450.5443797942641,0.0,1025.9767328645498,0.0,0.0,0.0,0.0,0.0,690.8822745166502,0.0
2011-07-16,0.226693,0.0,0.0,0.0,0.0,0.0,0.0,149.74727921233645,169.98752590866198,5123.676730378179,312.05140952508503,456.1406556622938,0.0,677.3355785312519,0.0,0.0,0.0,0.0,0.0,671.8916180068073,0.0
2011-07-23,0.107411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.9569179570972,5409.691452512167,0.0,500.5492304441049,0.0,791.2359920674401,0.0,0.0,0.0,0.0,0.0,494.2503198928916,0.0
2011-07-30,0.282486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5522.255815151748,0.0,358.4001292877888,0.0,855.0891283622158,0.0,0.0,0.0,0.0,0.0,572.9276339933824,0.0
2011-08-06,0.376921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.88857268041278,5375.636069042229,194.132117282172,519.6373967946463,0.0,672.7902548965708,0.0,0.0,0.0,0.0,0.0,578.7544010235383,0.0
2011-08-13,0.725295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.3546476298609,5134.97631699991,0.0,740.7174477531606,0.0,925.1017871111436,171.31875270280452,0.0,0.0,0.0,0.0,626.8244811015614,0.0
2011-08-20,0.374208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.34714879866792,5299.31891325556,0.0,587.6594252414582,0.0,845.0239986221565,0.0,0.0,0.0,0.0,0.0,484.7591004486209,0.0
2011-08-27,0.288517,0.0,0.0,0.0,0.0,0.0,156.23718688230122,0.0,231.1654816040996,5134.623502593994,0.0,443.2025482622698,0.0,795.3749535762465,0.0,0.0,0.0,0.0,133.45341715867502,489.2824195346772,0.0
2011-09-03,0.262536,0.0,0.0,0.0,0.0,0.0,185.80369115499795,0.0,193.0842182265924,5035.238231727582,0.0,601.053640699306,0.0,654.2195769431096,0.0,0.0,0.0,0.0,0.0,308.9736201066997,0.0
2011-09-10,0.3003,0.0,0.0,0.0,0.0,0.0,0.0,210.1415979367044,0.0,5439.002794088787,0.0,730.2245435273614,0.0,855.276476916333,0.0,0.0,0.0,0.0,0.0,458.3949286634329,0.0
2011-09-17,0.318979,0.0,0.0,0.0,0.0,0.0,0.0,129.72234463430752,349.52537026054495,5430.764232038575,0.0,489.8653106576826,0.0,1024.2561353073186,0.0,0.0,0.0,0.0,201.1955384301885,634.795802604821,0.0
2011-09-24,0.458891,0.0,0.0,0.0,0.0,0.0,145.58917405303208,195.05186694315287,375.1557140670257,6414.4398084584,0.0,833.6087522948975,0.0,961.7068081025724,0.0,0.0,0.0,0.0,126.65356101966312,737.1679297547138,0.0
2011-10-01,0.577327,0.0,0.0,0.0,0.0,0.0,305.47719994987045,213.16731609582263,375.493944950746,6012.679243163201,0.0,590.7700222213025,0.0,819.1634286672371,0.0,0.0,0.0,233.85606558886604,207.93662745925369,663.4748000750044,0.0
2011-10-08,0.892694,0.0,0.0,0.0,0.0,0.0,302.9124263317393,153.08977725968927,387.6561641602014,6462.80573946088,0.0,918.8228799822028,195.20610013972535,1091.9288269222964,0.0,0.0,0.0,0.0,410.2385060645965,607.8114708697706,0.0
2011-10-15,0.786838,0.0,0.0,0.0,0.0,0.0,420.1169211928776,231.3500025315517,516.2145562365118,5553.622981498739,131.59453056381665,915.3873742965905,142.82560803416533,1005.2373329391282,0.0,0.0,0.0,0.0,246.97842047533456,680.3468357835035,0.0
2011-10-22,0.849558,0.0,0.0,0.0,0.0,0.0,362.07305970111184,0.0,508.91011767434287,6214.052333810758,178.92046106414554,874.6095877519108,0.0,1018.4670493966188,0.0,0.0,0.0,140.92211685309775,232.79226126737507,721.6919639201224,0.0
2011-10-29,0.800712,0.0,0.0,0.0,0.0,0.0,290.48776366256385,178.48783122340546,515.4205546667337,6885.473547493452,0.0,1057.233724978443,0.0,738.4097425731871,0.0,0.0,0.0,0.0,205.162236472124,517.3224296157733,0.0
2011-11-05,1.10031,0.0,0.0,0.0,0.0,0.0,438.80208166980447,238.6448924365625,654.9539329339111,7327.44264338083,313.365664513153,1098.7131461405536,0.0,819.6731068975873,0.0,0.0,0.0,0.0,210.7363652104013,673.7018847913471,0.0
2011-11-12,1.00402,0.0,0.0,0.0,0.0,0.0,335.68479949734285,247.71326255116125,683.8155223149711,7108.10395129364,0.0,1185.1583808151936,0.0,1281.3065596408578,0.0,0.0,0.0,0.0,258.16902023766744,571.5428279841204,0.0
2011-11-19,1.21234,0.0,0.0,0.0,0.0,0.0,348.5339358450189,252.61000592737244,503.529125411742,6378.850899825636,172.48232353755438,1155.982059085193,0.0,1030.8828771584335,0.0,0.0,0.0,0.0,158.97731492269386,768.0566120338448,0.0
2011-11-26,1.40955,0.0,0.0,0.0,0.0,135.98417255763775,347.6708269814676,283.63162231041565,458.6434222906416,6707.725747562879,0.0,1028.0956882154258,0.0,737.1867859544279,0.0,0.0,0.0,0.0,284.61016810576245,572.1072833288571,0.0
2011-12-03,1.10861,0.0,0.0,0.0,0.0,132.7770697306637,403.06811657624985,345.66220598461206,470.1464600173218,7378.887900041631,140.51309961674738,1373.439451477727,0.0,1155.910358474259,0.0,0.0,0.0,0.0,163.2222933604235,685.8810063774018,0.0
2011-12-10,1.10777,0.0,0.0,0.0,0.0,138.50192968318964,358.02170816341413,407.0049623413015,468.4758969325521,6786.442473298323,147.19898930054563,1330.6620341080786,248.6311096238276,1179.267324335825,0.0,0.0,0.0,0.0,0.0,783.2972088940371,0.0
2011-12-17,1.10917,0.0,0.0,0.0,0.0,172.09431050253392,220.98292966014063,319.7125376562355,570.8497822303923,7808.810071637466,206.8605330865173,984.2360319085312,196.10697169588997,981.342010766684,0.0,0.0,0.0,0.0,129.99513042269095,772.5002627766988,0.0
2011-12-24,0.643678,0.0,124.5101613580374,0.0,0.0,214.60330959676784,133.02516121655017,463.6445899275377,961.8867703967268,7557.662673403505,0.0,1122.336583560897,245.6583892976783,1138.478634560492,0.0,0.0,0.0,0.0,0.0,1023.2238483513167,0.0
2011-12-31,0.621891,133.45822714148355,0.0,0.0,0.0,190.4766503610846,306.155775720824,272.7850816087893,618.2552541232369,7869.708869672792,0.0,1024.2726780966286,345.20292936024254,1284.8028891889287,0.0,0.0,0.0,0.0,136.82025351570562,820.4708829525415,0.0
2012-01-07,1.05178,0.0,125.30867048317076,0.0,0.0,274.76220487274543,430.83589088406455,349.205127368997,831.3168033158818,8430.50658618211,0.0,1295.0725567719433,468.4400744939954,1619.2578251697694,0.0,0.0,0.0,0.0,210.2061958860235,772.218965118082,0.0
2012-01-14,0.575402,0.0,0.0,0.0,0.0,272.3431337058478,160.22115894186106,137.07123556364886,615.1667035097373,6481.5397284380015,0.0,1080.8166201766817,483.5253080302825,1404.5087621583134,0.0,0.0,0.0,0.0,139.7880739465558,750.1211547970014,0.0
2012-01-21,0.785512,0.0,0.0,0.0,0.0,305.7397609894634,229.4912809299565,347.99943764789305,594.3898528233943,7198.109808300104,0.0,992.514023756414,372.5019380317672,1150.0633160168743,0.0,0.0,0.0,0.0,131.07575985440718,711.3191874313344,0.0
2012-01-28,0.758214,0.0,0.0,0.0,0.0,120.59776100418298,288.2286216005263,252.13615865280903,755.5508587644899,6833.532249423039,0.0,1195.8625095066889,324.02271624350425,1646.1231624312773,0.0,0.0,0.0,137.48261866961735,0.0,830.1502378849115,0.0
2012-02-04,0.807918,0.0,0.0,0.0,0.0,196.21268246852645,365.8441374606516,0.0,608.7323569694792,6386.735909463077,0.0,1091.6539113780896,117.3114672922796,1488.5737022288874,0.0,0.0,0.0,0.0,0.0,781.8665899645082,0.0
2012-02-11,0.813166,0.0,0.0,0.0,0.0,235.4255574605036,366.3175157901897,315.5530258660389,902.903759362356,7124.1433682232,203.2308571829996,1071.0282300256024,186.56269421885312,1557.6028936652488,0.0,0.0,0.0,201.66379240613108,0.0,946.2311088058254,0.0
2012-02-18,0.816933,0.0,0.0,0.0,122.30754707592972,262.4883116247379,323.2740461988147,364.98314894673,466.9948863524235,6899.362779963339,145.9351873790039,987.5892009397702,253.23326333639744,1572.087688453631,0.0,0.0,0.0,0.0,150.94289174387885,1003.381666773141,0.0
2012-02-25,0.838095,0.0,0.0,0.0,0.0,193.8491812049767,184.79587098846025,296.8529610671412,557.4279917701957,6838.244630052227,162.8631435744004,1113.8501104638524,179.75491432671697,1520.9809441404225,0.0,162.5930313088201,162.5930313088201,0.0,186.61146874774192,839.9215733198993,0.0
2012-03-03,0.975707,133.61429559490745,0.0,0.0,0.0,377.8568149908078,382.636139949312,343.1384143081159,592.1675877554732,7228.848325879281,0.0,879.4787831024821,197.1861430358318,1463.989936058858,230.02290751055287,0.0,0.0,0.0,324.86933048252257,791.4019305539667,0.0
2012-03-10,1.34273,0.0,122.8835729081121,0.0,0.0,306.850905041934,449.5062339567136,304.7551455591785,612.8364132106102,6541.297484370795,0.0,1110.7201405816204,0.0,1268.7598813937498,0.0,0.0,0.0,0.0,157.73392075028343,941.8875755497148,0.0
2012-03-17,0.885591,0.0,0.0,0.0,0.0,256.7624921763096,301.1964365363368,362.0667349880917,514.3160788464174,6446.414869245115,0.0,800.6765628607626,123.88691412890388,1398.6957509100453,0.0,0.0,0.0,0.0,0.0,824.479988590095,129.11565857457694
2012-03-24,0.95732,0.0,0.0,0.0,0.0,0.0,118.92429192118117,245.9020255726081,548.7964022557568,5978.786935551012,0.0,729.4768219630184,183.35978659296867,1063.6544217383212,0.0,0.0,0.0,0.0,0.0,904.153845473234,0.0
2012-03-31,0.801221,0.0,0.0,0.0,0.0,134.88413173133478,220.0386462448352,169.806664837057,463.981991155852,6083.366002511907,0.0,1016.9515046191976,0.0,1444.2750956007867,0.0,0.0,0.0,0.0,0.0,868.2290260448185,0.0
2012-04-07,1.15403,0.0,0.0,0.0,0.0,125.687294225013,196.40859438911843,254.6305796246804,498.1612136921137,6022.005379699102,0.0,785.4482103297987,0.0,1013.4544661307482,0.0,0.0,0.0,0.0,0.0,741.0784757145481,0.0
2012-04-14,0.847647,0.0,0.0,0.0,0.0,0.0,0.0,217.3386993529369,668.355132861019,6672.828295521676,0.0,713.6882557252292,0.0,1237.7171966842302,0.0,0.0,0.0,0.0,0.0,731.0668383976124,0.0
2012-04-21,0.978394,0.0,0.0,0.0,0.0,0.0,192.19708299853872,223.36222090553105,630.681268491621,7083.634697096852,0.0,792.7136922576351,119.61757501399636,1225.4405814482636,0.0,0.0,0.0,0.0,0.0,493.8430742351847,0.0
2012-04-28,0.749906,0.0,0.0,0.0,0.0,0.0,225.4035188031885,131.02464107985142,420.14869552473033,6228.726579275059,0.0,658.6679648043223,0.0,951.2034304445716,0.0,0.0,0.0,0.0,151.47463701327138,754.6116872003258,0.0
2012-05-05,1.02529,0.0,0.0,0.0,0.0,0.0,305.4186552672291,228.70791332629145,269.0418555753593,6967.034237223054,0.0,767.8176337450151,175.4057217054754,1014.9494652404434,0.0,0.0,0.0,0.0,0.0,796.5211354933563,0.0
2012-05-12,0.440222,0.0,0.0,0.0,0.0,246.98410339415176,202.73617552579685,185.16966578410336,455.7344922360807,6247.871016105656,0.0,777.9521372758871,0.0,914.9138340607298,0.0,0.0,0.0,0.0,0.0,929.9082293335808,0.0
2012-05-19,0.509793,0.0,0.0,0.0,0.0,184.43642976258096,243.58364852379515,224.7408473071648,380.1916932167458,6250.472126588997,0.0,633.561534057312,0.0,874.3573433105414,0.0,0.0,0.0,0.0,0.0,849.74738070562,217.1747557763353
2012-05-26,0.164204,0.0,0.0,0.0,0.0,0.0,0.0,131.05234589859754,242.3917973493952,6326.8106537256335,223.3806757561025,715.4536411248946,0.0,965.9383626147732,140.21765425007433,0.0,0.0,0.0,0.0,874.610425218835,0.0
2012-06-02,0.279764,0.0,0.0,0.0,0.0,0.0,142.59770848784345,132.28102653955963,431.0461039822311,6147.109927829295,0.0,571.1092481131909,0.0,1059.00426295854,0.0,0.0,0.0,0.0,0.0,686.5305749526806,0.0
2012-06-09,0.0912686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,339.4684623294391,6068.429047905009,0.0,739.6225591072495,0.0,975.6254061756669,143.09851516077322,0.0,0.0,0.0,0.0,679.2555668467567,0.0
2012-06-16,0.152532,0.0,0.0,0.0,0.0,198.22639696037268,0.0,136.04279872648507,262.66499081095986,5999.361540581073,0.0,648.7303568495425,0.0,795.9871023647175,0.0,0.0,0.0,0.0,0.0,712.0461855782527,0.0
2012-06-23,0.141393,0.0,0.0,0.0,0.0,0.0,130.12806467413205,135.20365739074862,334.79641753894526,5925.017333467529,0.0,482.73566215389735,0.0,767.2329632509332,0.0,0.0,0.0,0.0,0.0,803.8822968459,0.0
2012-06-30,0.153092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,399.7857943252191,5797.6763531422885,0.0,410.6794813405402,116.31571880787912,757.3743890169557,0.0,0.0,0.0,0.0,0.0,782.9062918564583,0.0
2012-07-07,0.343495,0.0,0.0,0.0,0.0,0.0,145.21524825931735,0.0,235.1706609847841,6179.591137761822,0.0,552.3317417103516,0.0,643.8736315503429,0.0,0.0,0.0,0.0,0.0,564.4257266964378,142.5811041351723
2012-07-14,0.0576535,0.0,0.0,0.0,0.0,0.0,163.97969166503214,142.70113215043548,276.3692818906913,5575.079914441197,0.0,523.0791667369122,0.0,865.7051821542392,0.0,0.0,0.0,0.0,0.0,630.0086190529646,0.0
2012-07-21,0.0359195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.417278115544,5566.414667205364,0.0,466.5287832851992,0.0,772.8308611647424,0.0,0.0,0.0,0.0,0.0,694.022579764539,0.0
2012-07-28,0.193517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.10965345910057,5459.424016096367,0.0,352.4647506118108,0.0,871.0115966193543,0.0,0.0,0.0,0.0,0.0,711.071171150451,0.0
2012-08-04,0.115009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0351014713743,5692.257005254902,0.0,573.6363029679655,0.0,836.9094860922543,0.0,0.0,0.0,0.0,0.0,651.6687066669921,0.0
2012-08-11,0.0548847,0.0,0.0,0.0,0.0,0.0,130.69081909646425,0.0,0.0,6025.447242275532,0.0,558.9592942559016,0.0,728.1996030297247,0.0,0.0,0.0,0.0,0.0,654.0189922075762,0.0
2012-08-18,0.0512295,0.0,0.0,0.0,0.0,0.0,270.19870952091753,0.0,336.6925191451161,5494.15627270527,0.0,552.0921501897421,0.0,817.153423141453,0.0,0.0,0.0,0.0,0.0,691.1346230174979,0.0
2012-08-25,0.331492,0.0,0.0,0.0,0.0,0.0,129.08674274360104,149.55260739503473,185.8355109361603,5757.703310088645,0.0,675.7650968171753,0.0,906.532308927949,0.0,0.0,0.0,0.0,0.0,623.7395845752269,0.0
2012-09-01,0.466563,0.0,0.0,124.34533693399167,0.0,0.0,162.3703687179161,0.0,389.44019224267953,6141.787185456828,0.0,607.0527123677477,0.0,983.2492255887108,124.13161758858108,0.0,0.0,0.0,0.0,604.3281457189214,0.0
2012-09-08,0.609537,0.0,0.0,0.0,0.0,0.0,120.89216244609354,129.18178683354654,318.1844458632944,5685.651589437248,0.0,590.8357466722571,0.0,986.6340268727178,0.0,0.0,0.0,0.0,284.9746878908297,450.23113673934114,0.0
2012-09-15,0.65872,0.0,0.0,0.0,0.0,0.0,153.8160092316249,209.97755862317425,275.84925755569515,5971.4510852665,0.0,784.4507549826753,0.0,1017.8489710355892,0.0,0.0,0.0,0.0,189.53193313995865,531.9994994805517,0.0
2012-09-22,0.699913,0.0,0.0,0.0,154.38667808780906,0.0,306.48295728054234,0.0,421.1671552061081,6036.88131475723,113.54465907606672,794.9888952336629,0.0,1039.926116341536,0.0,0.0,0.0,213.87663118539305,231.13563637084323,857.2837225910783,0.0
2012-09-29,0.795837,0.0,0.0,0.0,0.0,0.0,240.4786234819757,220.0388241923393,539.1239948701392,6252.582361581685,0.0,750.2915813696129,127.96650040329608,978.7120732407328,0.0,113.60157161931951,113.60157161931951,0.0,202.97166754751825,718.984511641994,0.0
2012-10-06,1.36904,0.0,0.0,0.0,0.0,0.0,506.944177477933,369.4439860808988,533.5807555589939,6650.554516023653,184.3176449618915,880.2779235067928,0.0,1010.4642483005111,0.0,0.0,0.0,0.0,339.9916702907352,866.7546854685452,0.0
2012-10-13,1.70536,0.0,0.0,0.0,0.0,120.05494278132151,387.374593345761,239.8111909852376,557.9305516387332,7751.812700567704,0.0,968.4191121797512,0.0,1200.6577331646413,0.0,0.0,0.0,0.0,158.4937579836541,870.879053750357,0.0
2012-10-20,1.39434,0.0,168.40386323689776,0.0,0.0,115.44997005561662,471.7387316993498,317.53696922390384,389.4247791047597,6960.471844976795,377.46074149039566,824.8447642275709,0.0,1159.947653742795,0.0,0.0,0.0,0.0,219.46804049260643,577.579504114366,0.0
2012-10-27,1.45544,0.0,0.0,0.0,0.0,0.0,236.6118861323611,374.8981839371744,616.7859775888096,6249.818209531372,0.0,852.5260496868456,0.0,1063.7611063525878,0.0,0.0,0.0,0.0,289.3347437659189,777.157390166855,0.0
2012-11-03,1.27737,0.0,0.0,0.0,0.0,0.0,223.5693069073064,0.0,526.8410703916533,5731.64001131815,0.0,832.6396646247092,0.0,801.166028236333,0.0,0.0,0.0,0.0,237.60398130561703,457.31336487391735,0.0
