date,Texas,contagious flu,flu contagious,how long flu,flu how long,is flu contagious,flu type,flu cold,flu incubation,flu type a,how long contagious,how long does the flu last,the flu,bronchitis,b flu,flu symptoms,flu incubation period,how long is flu contagious,fever flu,how long does flu last,the flu symptoms
2010-10-09,2.06514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.2334738772898,456.5651375575211,0.0,280.5473300230845,0.0,0.0,0.0,0.0,0.0
2010-10-16,2.09394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.6813374241918,386.6414720024893,0.0,211.79449605263855,0.0,0.0,0.0,0.0,107.7809736952386
2010-10-23,2.10072,0.0,0.0,98.5836547919258,0.0,0.0,0.0,93.52832728731964,0.0,0.0,0.0,0.0,373.3452860724994,339.63063528601106,0.0,308.3489344755439,0.0,0.0,0.0,0.0,0.0
2010-10-30,2.20655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.1359252242683,424.3541083669959,0.0,221.8772427379418,0.0,0.0,165.29011438919488,0.0,0.0
2010-11-06,2.36381,0.0,0.0,0.0,0.0,0.0,0.0,85.46772483012202,0.0,0.0,153.35437023332042,0.0,294.953278070479,424.6954236991916,0.0,295.2512424365134,0.0,0.0,0.0,0.0,0.0
2010-11-13,2.51778,0.0,0.0,0.0,0.0,0.0,0.0,163.57884597006702,0.0,0.0,0.0,0.0,334.1713748112195,496.7774316369144,0.0,175.53419947764243,0.0,0.0,0.0,0.0,0.0
2010-11-20,2.24622,0.0,0.0,0.0,0.0,0.0,0.0,211.70893108141064,0.0,0.0,0.0,0.0,437.8442102504103,437.997230194105,0.0,308.91562162228166,0.0,0.0,0.0,0.0,0.0
2010-11-27,2.59866,0.0,0.0,0.0,0.0,0.0,0.0,151.36009830125252,0.0,0.0,0.0,0.0,290.3181283382767,255.01228748383983,0.0,320.5862920674984,0.0,0.0,86.14994793616582,0.0,110.37555346012024
2010-12-04,2.56617,0.0,0.0,0.0,0.0,0.0,0.0,145.64150836849237,0.0,0.0,102.51986253563528,0.0,299.646062402734,311.84009353134826,0.0,320.6596602172332,0.0,0.0,0.0,0.0,0.0
2010-12-11,2.40335,0.0,0.0,0.0,0.0,0.0,0.0,109.29306488271864,0.0,0.0,0.0,0.0,313.7009576957155,423.0950120841554,0.0,323.2107456172623,0.0,0.0,0.0,0.0,77.62158532369419
2010-12-18,2.84097,0.0,0.0,0.0,0.0,0.0,0.0,154.76839044277995,0.0,0.0,0.0,0.0,309.514778757727,544.0890079870558,0.0,338.3239687475524,0.0,0.0,0.0,0.0,0.0
2010-12-25,3.87315,0.0,0.0,113.68473198003214,0.0,0.0,0.0,93.28343648270751,116.00608332900282,0.0,147.37496895974903,0.0,337.8913494045012,387.5493891876064,0.0,359.73352385477034,0.0,0.0,0.0,0.0,93.89941659767804
2011-01-01,3.40711,0.0,0.0,126.0311950223991,107.1586575606104,0.0,0.0,99.31432487385766,0.0,0.0,105.73378485488873,0.0,425.5578388821662,472.1455786393902,0.0,549.5062080975484,0.0,0.0,0.0,0.0,80.23910177949382
2011-01-08,3.21248,0.0,0.0,75.81399762508367,69.71941521438359,0.0,0.0,127.24733900770153,0.0,0.0,96.4173588375274,0.0,447.76507094872267,637.9973954208576,0.0,598.2327504898199,0.0,0.0,0.0,0.0,132.10528241599988
2011-01-15,4.05996,63.839167374452245,63.83916737445223,88.11360573281476,84.759490373267,0.0,76.68070425621632,119.1921851516815,0.0,0.0,70.9386466511696,0.0,439.5270020301498,504.4503496584976,45.78343709282118,390.7532996583713,0.0,0.0,0.0,0.0,0.0
2011-01-22,4.73202,66.199004794068,66.199004794068,151.0313641400984,172.1305405752225,0.0,137.1321292608013,146.2615569582972,48.01844270195645,112.89963920363192,107.69506201011204,0.0,555.6222470956462,582.7061962953363,86.78929926148912,711.2606261613116,48.06075959386812,0.0,125.00851397729905,48.68122156807716,103.18808020706228
2011-01-29,5.93439,95.85697971569398,95.85697971569398,178.53988646711545,190.3681758774278,45.08891059844455,169.45415622315392,240.5362048484641,0.0,103.38418385797851,128.90038234327625,51.13497323090833,823.0768349885836,743.4260704377682,122.79395245574048,874.5202093140135,0.0,0.0,108.64616515840436,74.70757732065658,176.40890803950396
2011-02-05,6.68052,81.52628984793786,81.52628984793789,198.2811114600016,243.11917426611845,0.0,158.1265859046058,154.56625706308577,69.23511958138926,53.57820008728462,188.12014722894327,61.25167607749202,836.9503547592465,580.7651992065544,106.7269528428974,773.3822680164766,50.637408756880944,0.0,131.9901754336082,61.341683096145886,159.96841842942086
2011-02-12,8.12867,125.94382616198205,125.94382616198202,186.66333083150303,211.9634685637571,44.28878461398035,83.42047438060487,261.4242125593122,54.098037499431605,57.69930668143434,123.42311794117305,56.82821551213768,773.4991203493342,716.1308803620781,60.76070854960363,866.740097733784,0.0,0.0,110.84011752638928,80.41378505300311,183.97755082475436
2011-02-19,8.26519,173.93860991368484,173.93860991368487,264.70536825766874,275.035295834003,45.58412730287735,222.24395688562663,170.49701417644408,0.0,119.91650305494387,104.72581642136444,0.0,849.8008575010642,873.1543682727256,146.31215072249583,959.8386544921254,0.0,0.0,101.21020898979282,76.52120446083255,162.9527284210258
2011-02-26,6.66045,103.85379216899597,103.85379216899597,184.56293578519055,192.1980777233715,0.0,84.33156796644325,98.48834341022116,0.0,69.00202580398192,131.4218665212506,80.54812454426566,725.3627023410961,743.49321694074,89.54623360733741,690.1129967570412,43.908967589184535,0.0,98.11464530462594,0.0,115.84389617802871
