date,Oregon,flu symptoms,the flu,sinus,pneumonia,rsv,how long flu,flu how long,flu cold,bronchitis,flu a,contagious flu,influenza a,a influenza,symptoms of flu,flu fever,the flu symptoms,flu contagious,stomach flu,fever flu,how long does flu last
2011-08-13,0.484131,0.0,0.0,830.8544142305857,470.7763297273693,0.0,0.0,0.0,305.29517688840923,300.4843566018985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-20,0.383693,0.0,0.0,810.3263829363618,806.3694566175634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-27,0.359343,0.0,550.5201494099236,851.3542127357367,281.59788804081614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-03,0.484914,0.0,0.0,584.345875644667,267.0111633272569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-10,0.561167,0.0,0.0,500.5822987693466,782.0784198410017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-17,1.05332,0.0,312.5531452624668,945.364126433416,556.3075510045261,0.0,0.0,0.0,0.0,439.69871627489766,281.630594345407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-24,1.14144,311.3759632620835,0.0,701.5064876783617,693.2200620206436,0.0,0.0,0.0,0.0,314.71140444311806,260.7028653299349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.46430835086332,0.0,0.0
2011-10-01,0.750268,0.0,370.3516528573308,387.96545275492656,489.2525170206822,0.0,0.0,0.0,0.0,454.6699832417209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.3415898087837,0.0,0.0
2011-10-08,0.264473,0.0,395.9149433290487,864.1976375432471,427.7944233293448,0.0,0.0,0.0,0.0,261.42703383901335,0.0,0.0,0.0,0.0,0.0,241.35545702793533,0.0,0.0,0.0,0.0,0.0
2011-10-15,0.67861,252.6515581811253,473.6323690871886,1103.862591094894,1012.4875655940804,238.27597958861256,0.0,0.0,0.0,324.2838094195596,375.8619548300404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.75588346291795,0.0,0.0
2011-10-22,0.582686,280.4890971302219,0.0,1042.7071162082243,1004.6823105737578,0.0,0.0,0.0,315.810412943366,459.2061414157105,331.9999009568779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-29,0.581751,300.20064835679347,438.7763213894262,1053.9955846045652,983.532162383697,0.0,0.0,0.0,0.0,641.6483043084698,308.8353311143082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.09840410141607,405.0794300994895,0.0
2011-11-05,0.680828,336.4929703112777,478.5784395742816,1117.197609036334,524.2492258916044,0.0,0.0,0.0,297.0133450576598,511.9484105395469,284.31044172401187,0.0,246.18944293634183,246.18944293634183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-12,0.466418,401.3069472633478,404.59791092666353,1030.6464001772642,1098.542136546957,0.0,0.0,0.0,0.0,392.6049479789382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-19,0.921502,478.1660342474424,430.747186905116,1066.712858035259,661.6272452858448,0.0,0.0,0.0,0.0,452.7797862554274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-11-26,1.46477,0.0,305.97901092434125,810.153663284551,753.0188190370477,0.0,0.0,0.0,0.0,363.5406021545561,0.0,743.9477487084893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-03,0.846785,307.90084657922654,0.0,1061.8164749373252,824.3865436376173,479.8546860993432,0.0,0.0,0.0,624.7173701221002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.2722824665639,0.0,0.0
2011-12-10,0.556638,268.6236096638296,309.1246408834947,883.5770739110114,804.2642695321938,0.0,0.0,0.0,0.0,384.2173799053435,268.110307238766,312.44722433737104,0.0,0.0,275.3478836456632,0.0,0.0,0.0,260.5130763258522,0.0,0.0
2011-12-17,1.25354,0.0,0.0,1063.5830208033524,751.7825106670023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-24,1.72481,0.0,292.71422000403567,926.7559527176796,655.0430512529853,270.78088986947193,0.0,0.0,0.0,555.10834321993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.5904311156367,0.0,0.0
