Term,Lag,P_Value,Significance
a influenza,1,0.002184580550756456,Bonferroni
cold,1,0.012261761735597988,FDR
flu a,1,0.00612355249473698,FDR
influenza a,1,0.002184580551536063,Bonferroni
pneumonia,1,0.007247548244701519,FDR
the flu,1,0.01677697848270277,FDR
the flu symptoms,1,0.006728676256239418,FDR
