,a influenza,bronchitis,cold,cold symptoms,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long does the flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,strep,strep throat,the flu
2010-08 to 2013-08,0.0888052677106084,0.024584926058018722,0.18598055329729465,0.11725370547288826,0.41042035486163553,0.01629679537161648,0.07246139782648799,0.12178680297171589,0.25102381932798307,0.02284084397927925,0.08980885102627151,0.2094493330078201,0.05328565011922381,0.12427058397334115,0.3214920361319461,0.04252972375818406,0.048551515953908726,0.16641331191845538,0.06675032344930282,0.054867544912213746
2011-08 to 2014-08,0.2196880459500754,0.15999595785103934,0.06813792850567107,0.1268677072541249,0.4984216375858309,0.01574626631659083,0.03742213124556055,0.3267634157064604,0.16758901369824142,0.01199148628130157,0.1336156706573918,0.0946947456376698,0.18579017248139998,0.4525201142519921,0.012433822331130414,0.17206220032596542,0.12720083738302113,0.19576727648713282,0.3479822443800302,0.08972085681213607
2012-08 to 2015-08,0.29871132710715753,0.47394352638227943,0.10395681420844381,0.19414387625882318,0.2647441984894109,0.6600856671351687,0.03661415406807536,0.2336714774769369,0.35651137364544727,0.07321167464292763,0.2663570043881942,0.1452543577163105,0.08229008433320276,0.6315186657250017,0.5236910997317474,0.27951877768379585,0.2740814293119986,0.11485210884037057,0.425463396793472,0.35020278919664094
2013-08 to 2016-08,0.3837684699482933,0.048232032383809305,0.14661587272431845,0.09044315601280117,0.09144400803741988,0.26580536840579544,0.18084819415103687,0.3736242223720586,0.077007298211607,0.2188692713009651,0.3541866960500235,0.2246048581526631,0.02536839137909093,0.2182292909246309,0.30941619278056726,0.1731665296946578,0.3194088221967922,0.2491326196279102,0.3972494654889115,0.11117228141161785
2014-08 to 2017-08,0.5044396871021641,0.15273202675591493,0.09320245666232754,0.2526582362648039,0.15646766950770427,0.4784661128758546,0.3929796649288747,0.2258019042417601,0.6222376641520558,0.07344156634055968,0.22213838738332192,0.2766443564376958,0.15270919733713229,0.05378536045608647,0.07296316986937584,0.08351689541901049,0.5145654824961676,0.10484867909477524,0.4141411417050609,0.11439584103951102
2015-08 to 2018-08,0.2193239944999453,0.0939516103060623,0.06612991075581637,0.07204446366710289,0.2410733794086244,0.03014450411922278,0.18092295093840982,0.44331766401438466,0.24773636371389654,0.2177618887132345,0.12414888177941548,0.27610425803092026,0.29436110314271585,0.014324454495513946,0.04259136287504032,0.006100814293036177,0.45632075541670025,0.20056846567964715,0.13422851397345262,0.08328838399313851
2016-08 to 2019-08,0.10065501518232359,0.021633192341677602,0.12004691850077358,0.29413066718763875,0.2698613088029128,0.4568588189968167,0.25583316987264015,0.13345833862025283,0.033082776939036995,0.2690441330462705,0.06300932736154982,0.020125926972649033,0.36221659916003457,0.2668178590628983,0.18046821075523634,0.3815863633493626,0.09123119345082649,0.14497164695307022,0.04391554763933723,0.06753364759288584
2017-08 to 2020-08,0.05411102385303173,0.3016968019368904,0.22173447703334329,0.0898941726479924,0.16005872823365822,0.02451006862673593,0.02384743303114961,0.34594912201655725,0.026903324475158634,0.4029071931513619,0.24371925358377303,0.1868458782280782,0.11485998603945359,0.05991072082134356,0.10663411423631279,0.23308557816986977,0.03351442710526518,0.15526713672943793,0.056550182344868395,0.21267279945282355
Proportion_Significant,0.15,,,,,,,,,,,,,,,,,,,
