,a influenza,bronchitis,cold,cold symptoms,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long does the flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,strep,strep throat,the flu
2010-08 to 2013-08,0.16328882004776638,0.15676441403489644,0.2324756916216183,0.17752940567620165,0.41042035486163553,0.15676441403489644,0.16102532850330664,0.17752940567620165,0.2789153548088701,0.15676441403489644,0.16328882004776638,0.24641098000920011,0.15676441403489644,0.17752940567620165,0.3384126696125749,0.15676441403489644,0.15676441403489644,0.22188441589127383,0.16102532850330664,0.15676441403489644
2011-08 to 2014-08,0.27461005743759426,0.2610230353161771,0.2610230353161771,0.2610230353161771,0.4984216375858309,0.10497510877727219,0.18711065622780274,0.3844275478899534,0.2610230353161771,0.10497510877727219,0.2610230353161771,0.2610230353161771,0.2610230353161771,0.47633696237051804,0.10497510877727219,0.2610230353161771,0.2610230353161771,0.2610230353161771,0.3866469382000336,0.2610230353161771
2012-08 to 2015-08,0.4595558878571654,0.55758061927327,0.4594084353614823,0.4595558878571654,0.4595558878571654,0.6600856671351687,0.4594084353614823,0.4595558878571654,0.4753484981939297,0.4594084353614823,0.4595558878571654,0.4595558878571654,0.4594084353614823,0.6600856671351687,0.5818789997019416,0.4595558878571654,0.4595558878571654,0.4594084353614823,0.53182924599184,0.4753484981939297
2013-08 to 2016-08,0.3972494654889115,0.3657760321496795,0.3743414302544385,0.3657760321496795,0.3657760321496795,0.3797219548654221,0.3743414302544385,0.3972494654889115,0.3657760321496795,0.3743414302544385,0.3972494654889115,0.3743414302544385,0.3657760321496795,0.3743414302544385,0.3972494654889115,0.3743414302544385,0.3972494654889115,0.3797219548654221,0.3972494654889115,0.3705742713720595
2014-08 to 2017-08,0.5416478763117554,0.31293533901540854,0.31293533901540854,0.388704978868929,0.31293533901540854,0.5416478763117554,0.5176764271313261,0.3763365070696002,0.6222376641520558,0.31293533901540854,0.3763365070696002,0.3952062234824226,0.31293533901540854,0.31293533901540854,0.31293533901540854,0.31293533901540854,0.5416478763117554,0.31293533901540854,0.5176764271313261,0.31293533901540854
2015-08 to 2018-08,0.30967045464237064,0.23487902576515576,0.23487902576515576,0.23487902576515576,0.30967045464237064,0.20096336079481855,0.30967045464237064,0.45632075541670025,0.30967045464237064,0.30967045464237064,0.26845702794690524,0.3248285388599062,0.32706789238079537,0.14324454495513944,0.2129568143752016,0.12201628586072354,0.45632075541670025,0.30967045464237064,0.26845702794690524,0.23487902576515576
2016-08 to 2019-08,0.25163753795580895,0.216331923416776,0.26358481264194583,0.3460360790442809,0.337326636003641,0.4568588189968167,0.337326636003641,0.26358481264194583,0.21957773819668613,0.337326636003641,0.2251121586429528,0.216331923416776,0.4016698561572238,0.337326636003641,0.30078035125872726,0.4016698561572238,0.25163753795580895,0.26358481264194583,0.21957773819668613,0.2251121586429528
2017-08 to 2020-08,0.17117348806098162,0.3352186688187671,0.2867285336279683,0.224735431619981,0.26676454705609703,0.16757213552632588,0.16757213552632588,0.3641569705437445,0.16757213552632588,0.4029071931513619,0.2867285336279683,0.2867285336279683,0.22971997207890718,0.17117348806098162,0.22971997207890718,0.2867285336279683,0.16757213552632588,0.26676454705609703,0.17117348806098162,0.2867285336279683
Proportion_Significant,0.000 (0/20),,,,,,,,,,,,,,,,,,,
