,bronchitis,cold,contagious flu,fever flu,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long flu,pneumonia,rsv,sinus,stomach flu,strep,strep throat,symptoms of flu,symptoms of the flu,the flu,the flu symptoms
2010-08 to 2013-08,0.18193980435952106,0.46723785191085193,0.40396047409996333,0.428641869564702,0.11510192634700755,0.428641869564702,0.18193980435952106,0.19377932583031313,0.1144957997937981,0.18193980435952106,0.428641869564702,0.19377932583031313,0.428641869564702,0.40396047409996333,0.428641869564702,0.4909599664823858,0.40396047409996333,0.07688719405140555,0.4909599664823858,0.36014636953294044
2011-08 to 2014-08,0.13358261299708601,0.33516481627101113,0.36301180836725233,0.36301180836725233,0.13358261299708601,0.36301180836725233,0.13358261299708601,0.33516481627101113,0.19145293656919096,0.13358261299708601,0.42187225979029563,0.13358261299708601,0.33516481627101113,0.33516481627101113,0.13358261299708601,0.33516481627101113,0.42187225979029563,0.13358261299708601,0.13358261299708601,0.42187225979029563
2012-08 to 2015-08,0.7738559842064354,0.173861262945129,0.14026395435398822,0.16254957906892287,0.23381553668532498,0.16254957906892287,0.0640531643285753,0.10139356138817311,0.0891177129579604,0.0640531643285753,0.10139356138817311,0.0640531643285753,0.0640531643285753,0.23381553668532498,0.10139356138817311,0.173861262945129,0.0640531643285753,0.16254957906892287,0.14026395435398822,0.0891177129579604
2013-08 to 2016-08,0.30636063575380373,0.2111511326910623,0.3037951030918464,0.2111511326910623,0.5206736376947461,0.2111511326910623,0.30636063575380373,0.3037951030918464,0.5379871430486569,0.30636063575380373,0.30636063575380373,0.2111511326910623,0.22304693650771046,0.3037951030918464,0.5206736376947461,0.3037951030918464,0.22304693650771046,0.5379871430486569,0.5299147102494164,0.3037951030918464
2014-08 to 2017-08,0.1332609837556962,0.20009308533533668,0.19212726114331127,0.06678927526066009,0.23895100959945176,0.06678927526066009,0.10149836743472815,0.09284995206935917,0.19212726114331127,0.10149836743472815,0.06678927526066009,0.1963644068995113,0.06678927526066009,0.20515127542454292,0.21986286278415307,0.2915623151618231,0.10149836743472815,0.08208045661291617,0.3375239886687482,0.06678927526066009
2015-08 to 2018-08,0.2252688627506474,0.13097990771140494,0.1353552438236105,0.2252688627506474,0.2534278132555269,0.2252688627506474,0.31165673227714125,0.13097990771140494,0.2252688627506474,0.31165673227714125,0.21637218755782464,0.2252688627506474,0.2801195987241767,0.2252688627506474,0.2252688627506474,0.2534278132555269,0.13097990771140494,0.2252688627506474,0.2252688627506474,0.0009380706824870559
2016-08 to 2019-08,0.1895247762051588,0.13626461927224234,0.4046445785380998,0.1895247762051588,0.4068596640258153,0.1895247762051588,0.4068596640258153,0.1895247762051588,0.1895247762051588,0.4068596640258153,0.13626461927224234,0.19029234981713256,0.13626461927224234,0.1895247762051588,0.4068596640258153,0.5950051759663184,0.4046445785380998,0.1895247762051588,0.1895247762051588,0.18084255856380363
2017-08 to 2020-08,0.28556939043722496,0.15019890880006276,0.24202917079783048,0.491391721810323,0.2089758487077719,0.491391721810323,0.2089758487077719,0.28556939043722496,0.28556939043722496,0.2089758487077719,0.5267809847151587,0.2089758487077719,0.28556939043722496,0.28556939043722496,0.28556939043722496,0.28556939043722496,0.31616211772953656,0.28556939043722496,0.012217492401847664,0.22316874111119958
Proportion_Significant,0.100 (2/20),,,,,,,,,,,,,,,,,,,
