,a influenza,bronchitis,cold,flu a,flu cold,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,influenza a symptoms,influenza symptoms,pneumonia,rsv,sinus,stomach flu,strep throat,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.06773674134212453,0.5198192236568081,0.13522393430906757,0.09253106509058584,0.18292870671105657,0.14359867924770514,0.1580635629261661,0.04902284893093888,0.020386228533053014,0.09427731554213456,0.2676567045243405,0.09868655146721,0.12212446599211253,0.37805112398636154,0.35835232010978146,0.2383073180628245,0.14702853884087483,0.05955479736791404,0.18717756652719078,0.17508363831138876
2011-08 to 2014-08,0.11265543610200013,0.6514329156651315,0.0015828019024320056,0.2576845324320191,0.2481262282178562,0.12855327290088533,0.2227645160137629,0.039339672406731044,0.027186473668621286,0.1171693777759703,0.12972555112725462,0.513661400372815,0.42183945801054934,0.15157882730381797,0.06868137888813497,0.13911699643423756,0.020868964020477936,0.01894032963307726,0.1151246771774195,0.10388357498656536
2012-08 to 2015-08,0.11099625297250545,0.09670290629581824,0.0447024131152705,0.02633740269140513,0.02357212531580419,0.07671525357462522,0.07993931385126635,0.12486251331525032,0.2809977905951411,0.165967476913087,0.032576446046978985,0.05641372788162041,0.10112228527071476,0.12296109720472172,0.26177109796926235,0.244515963077195,0.11697246246967327,0.024902390418862826,0.5114139086032856,0.12404773066278303
2013-08 to 2016-08,0.12802567318802563,0.41437389399222135,0.043988744531343396,0.03366418496165731,0.20003610598531543,0.10462574490960401,0.2696698359493013,0.05279499884400334,0.036113331895498285,0.029375176581628193,0.0013876177574502948,0.2414446798257977,0.026615745235432794,0.05264954222971474,0.0891789171674299,0.4752014816786311,0.23239028334613346,0.031122317338612173,0.1071680652790033,0.05450012893781031
2014-08 to 2017-08,0.3985108592139488,0.28356078703498644,0.2724803090237121,0.0748595422063424,0.23807456729102439,0.08799785107252922,0.10511982776415937,0.08976293911687105,0.04973728023665178,0.19166729701577526,0.07131315048831562,0.24009007983677097,0.10983585198867422,0.06661904288580231,0.08492785283612639,0.22403500353144581,0.5888389502819016,0.1639944504587164,0.07497650468412903,0.05817216230487658
2015-08 to 2018-08,0.19046634772618917,0.08677216325466414,0.24496742780626693,0.039642012376031564,0.27691488374519807,0.037967476305686115,0.05500934896431408,0.004244525520615946,0.010969594837433443,0.03185974969379474,0.09131507179219378,0.15858250835756008,0.139583010097251,0.015200590313996107,0.01996885670778971,0.020544251275859557,0.062245235684096165,0.039307817713878763,0.12468145682565959,0.007410387862600307
2016-08 to 2019-08,0.25592555788038,0.33546616583571487,0.23584177408262785,0.17252130587539513,0.12053527474198004,0.1848460308504028,0.3449176202331483,0.023951802786156152,0.2475528434403381,0.2743141698179234,0.21638629581690916,0.031103758401425523,0.2186649181370637,0.05672473966299064,0.05729300691092031,0.1365815766889103,0.09349635623677569,0.049011428471732794,0.1323558722086676,0.2297956790489558
2017-08 to 2020-08,0.03285537253574579,0.17360303736146235,0.09256437912812274,0.32709071508209875,0.36679816303952084,0.0874782340490974,0.4107199629661622,0.018445853597798836,0.026444367176573308,0.38249765568970673,0.12998421661540577,0.07762858587510792,0.2580890581739251,0.019639021464524637,0.20102655695049507,0.10586481761475768,0.06534218516311051,0.08430367946362176,0.2059169354588758,0.1470668199901784
Proportion_Significant,0.850 (17/20),,,,,,,,,,,,,,,,,,,
