,a influenza,bronchitis,cold,flu a,flu cold,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,influenza a symptoms,influenza symptoms,pneumonia,rsv,sinus,stomach flu,strep throat,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.24957008870292105,0.5198192236568081,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.31489024061687115,0.24957008870292105,0.24957008870292105,0.39794855156459114,0.39794855156459114,0.2978841475785306,0.24957008870292105,0.24957008870292105,0.24957008870292105,0.24957008870292105
2011-08 to 2014-08,0.21402614836036546,0.6514329156651315,0.03165603804864011,0.30315827344943425,0.30315827344943425,0.21402614836036546,0.2970193546850172,0.15735868962692418,0.13593236834310643,0.21402614836036546,0.21402614836036546,0.5406962109187528,0.4687105089006104,0.2165411818625971,0.21402614836036546,0.21402614836036546,0.13593236834310643,0.13593236834310643,0.21402614836036546,0.21402614836036546
2012-08 to 2015-08,0.16648335108700044,0.16648335108700044,0.16648335108700044,0.16288223023489493,0.16288223023489493,0.16648335108700044,0.16648335108700044,0.16648335108700044,0.29578714799488537,0.20745934614135875,0.16288223023489493,0.16648335108700044,0.16648335108700044,0.16648335108700044,0.2908567755214026,0.28766583891434705,0.16648335108700044,0.16288223023489493,0.5114139086032856,0.16648335108700044
2013-08 to 2016-08,0.18289381884003664,0.43618304630760146,0.10900025787562062,0.10900025787562062,0.2667148079804206,0.164873946583082,0.29963315105477917,0.10900025787562062,0.10900025787562062,0.10900025787562062,0.027752355149005894,0.28405256450093846,0.10900025787562062,0.10900025787562062,0.16214348575896345,0.4752014816786311,0.28405256450093846,0.10900025787562062,0.164873946583082,0.10900025787562062
2014-08 to 2017-08,0.4194851149620514,0.3150675411499849,0.3150675411499849,0.19947319803749122,0.3001125997959637,0.19947319803749122,0.19970154907031676,0.19947319803749122,0.19947319803749122,0.29487276463965423,0.19947319803749122,0.3001125997959637,0.19970154907031676,0.19947319803749122,0.19947319803749122,0.3001125997959637,0.5888389502819016,0.2733240840978607,0.19947319803749122,0.19947319803749122
2015-08 to 2018-08,0.2116292752513213,0.13045010256027684,0.25786045032238625,0.07928402475206313,0.27691488374519807,0.07928402475206313,0.10001699811693468,0.06848083758619852,0.06848083758619852,0.07928402475206313,0.13045010256027684,0.18656765689124716,0.17447876262156373,0.06848083758619852,0.06848083758619852,0.06848083758619852,0.10374205947349362,0.07928402475206313,0.16624194243421278,0.06848083758619852
2016-08 to 2019-08,0.3010888916239765,0.3449176202331483,0.3010888916239765,0.3010888916239765,0.3010888916239765,0.3010888916239765,0.3449176202331483,0.22917202764368125,0.3010888916239765,0.3047935220199149,0.3010888916239765,0.22917202764368125,0.3010888916239765,0.22917202764368125,0.22917202764368125,0.3010888916239765,0.3010888916239765,0.22917202764368125,0.3010888916239765,0.3010888916239765
2017-08 to 2020-08,0.16427686267872893,0.2670815959407113,0.2056986202847172,0.38481260597893974,0.40262911125232287,0.2056986202847172,0.4107199629661622,0.16427686267872893,0.16427686267872893,0.40262911125232287,0.23633493930073773,0.2056986202847172,0.32261132271740633,0.16427686267872893,0.2745559139451677,0.21172963522951535,0.2056986202847172,0.2056986202847172,0.2745559139451677,0.24511136665029734
Proportion_Significant,0.100 (2/20),,,,,,,,,,,,,,,,,,,
