term,lag,pvalue,significant_raw,significant_fdr,significant_bonferroni
how long flu,1,0.22302491942312058,False,False,False
flu a,1,0.5394214457137946,False,False,False
stomach flu,1,0.2373967197031759,False,False,False
sinus,1,0.7414864788478108,False,False,False
flu contagious,1,0.42308248881202537,False,False,False
contagious flu,1,0.4230824889436907,False,False,False
a influenza,1,0.013017021043378206,True,False,False
how long flu,2,0.7613162598710534,False,False,False
flu a,2,0.49705437024460963,False,False,False
stomach flu,2,0.02847518050881623,True,False,False
sinus,2,0.8891020077578363,False,False,False
flu contagious,2,0.6506088977051241,False,False,False
contagious flu,2,0.6506088977701678,False,False,False
a influenza,2,0.11361938583162573,False,False,False
how long flu,3,0.9617604364385999,False,False,False
flu a,3,0.1351887233426091,False,False,False
stomach flu,3,0.7407269121080773,False,False,False
sinus,3,0.9104689082246973,False,False,False
flu contagious,3,0.01994470881205627,True,False,False
contagious flu,3,0.019944708812993123,True,False,False
a influenza,3,0.6150070952782107,False,False,False
how long flu,4,0.4702389322373759,False,False,False
flu a,4,0.8002856958245925,False,False,False
stomach flu,4,0.6101682596997748,False,False,False
sinus,4,0.3695840272067631,False,False,False
flu contagious,4,0.04776175643006775,True,False,False
contagious flu,4,0.04776175641556142,True,False,False
a influenza,4,0.06886908623960954,False,False,False
how long flu,5,0.04153793628973472,True,False,False
flu a,5,0.047159262308813024,True,False,False
stomach flu,5,0.8594639417484119,False,False,False
sinus,5,0.046545379287833574,True,False,False
flu contagious,5,0.19044738602300576,False,False,False
contagious flu,5,0.19044738603062525,False,False,False
a influenza,5,0.792479691178183,False,False,False
