term,lag,pvalue,significant_raw,significant_fdr,significant_bonferroni
flu cold,1,0.533878612623023,False,False,False
pneumonia,1,0.4540209762995102,False,True,True
rsv,1,0.3416424442264351,False,False,False
type a flu,1,0.11907869633074097,False,False,False
flu cold,2,0.3723945115208749,False,False,False
pneumonia,2,0.0005515649633435096,True,True,True
rsv,2,0.3057629818340957,False,False,False
type a flu,2,0.2682967157030945,False,False,False
flu cold,3,0.01926415496866631,True,False,False
pneumonia,3,0.009652915132142668,True,True,True
rsv,3,0.2228479077675891,False,False,False
type a flu,3,0.04444839268560831,True,False,False
flu cold,4,0.23778894517071092,False,False,False
pneumonia,4,0.31202846964020275,False,True,True
rsv,4,0.9509862469692687,False,False,False
type a flu,4,0.15688306103329883,False,False,False
flu cold,5,0.9697937731324803,False,False,False
pneumonia,5,0.1048422281722136,False,True,True
rsv,5,0.012061239852957394,True,False,False
type a flu,5,0.24615680767005726,False,False,False
