,a influenza,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5904000447764773,1.0,1.0,1.0,1.0,0.3362694382694625,1.0,1.0,1.0,1.0
2011-08 to 2014-08,1.0,1.0,1.0,0.0653994932194962,0.04977933176167615,0.45251064377956346,0.19653093051195863,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11965859738819558,1.0,1.0,0.49863207393283526,1.0,1.0
2012-08 to 2015-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.803985201016066,1.0,1.0,0.1554081666955466,1.0,1.0
2013-08 to 2016-08,1.0,0.8008921139377677,0.7122561006728917,1.0,1.0,1.0,1.0,0.34760711294822266,0.02087331136281635,0.6731987051574719,1.0,0.020873311358706924,0.10978940409994488,0.5954852062246705,1.0,1.0,0.4964149355240334,1.0,1.0,0.8092120721941762
2014-08 to 2017-08,1.0,0.7143660975431521,0.7364208109042786,1.0,1.0,0.9493800043539756,1.0,,0.9954123682818657,0.9232954008560189,1.0,0.9954123664004392,1.0,0.7976016847589975,1.0,1.0,1.0,0.42505712484018376,0.11804264018820149,1.0
2015-08 to 2018-08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2016-08 to 2019-08,1.0,1.0,,1.0,0.7605828303304113,1.0,0.5791865855881673,1.0,1.0,0.906802327394722,1.0,1.0,1.0,0.6737469916112739,0.14392552372106787,1.0,0.3258126323540374,1.0,1.0,0.3033720842046858
2017-08 to 2020-08,1.0,0.3814124172611304,0.9805114962004123,0.3449898030884718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.778118728267529,1.0,1.0,1.0,0.932588934663259,1.0,0.9081684427294962
Proportion_Significant,0.01875,,,,,,,,,,,,,,,,,,,
