,a influenza,bronchitis,contagious flu,flu a,flu cold,flu contagious,flu how long,flu symptoms,how long flu,influenza a,influenza a symptoms,influenza b,influenza symptoms,pneumonia,rsv,sinus,stomach flu,strep,symptoms of flu,the flu
2010-08 to 2013-08,0.20022657719983106,0.21244121538610944,0.6006070368189855,0.2609432991107246,0.048022950715462843,0.19664138523919603,0.07526955890530479,0.09013159309786183,0.16912326137049843,0.20022657719983106,0.16912326137049843,0.19664138523919603,0.4764856710906048,0.26926805721280056,0.048022950715462843,0.3782033010573355,0.048022950715462843,0.3457727194181848,0.17475163679385958,0.048022950715462843
2011-08 to 2014-08,0.2531192092079365,0.18088600372835995,0.14294877321492086,0.41520203160205177,0.5231745737880711,0.03153350638882317,0.03153350638882317,0.1560552458468513,0.06271046531676062,0.2531192092079365,0.14294877321492086,0.14294877321492086,0.06271046531676062,0.1648593272149094,0.03153350638882317,0.283212340010917,0.03723232122106558,0.1570455559482459,0.0701864011652241,0.04200338557722765
2012-08 to 2015-08,0.03325151841914692,0.16493643143889183,0.16493643143889183,0.060891429048038855,0.16493643143889183,0.06588269326771261,0.060891429048038855,0.16493643143889183,0.06588269326771261,0.03325151841914692,0.060891429048038855,0.16493643143889183,0.16493643143889183,0.3877887814128781,0.29192898150537644,0.23623764225423588,0.06588269326771261,0.1629904152568967,0.16924915551904007,0.08898332868637093
2013-08 to 2016-08,0.22565912851428852,0.5298760348338208,0.014460896173317262,0.07708422678697,0.2873266827594538,0.12225326103254847,0.4148270389250177,0.1454191700461485,0.2883758101530847,0.22565912851428852,0.18961561650890313,0.4148270389250177,0.5407241220688639,0.29383823469705866,0.014460896173317262,0.086163373252141,0.06648072418767441,0.2883758101530847,0.12225326103254847,0.12225326103254847
2014-08 to 2017-08,0.11244257498923595,0.6598601198696936,0.1763530509835,0.21595656630796967,0.28463905068527295,0.1198385249584589,0.1198385249584589,0.21595656630796967,0.33618151590305795,0.11244257498923595,0.03824290453941433,0.04133991987601815,0.3812338302179625,0.18087354559117502,0.11244257498923595,0.2248014268404183,0.03824290453941433,0.4560804307056641,0.03824290453941433,0.21595656630796967
2015-08 to 2018-08,0.18086596090083645,0.33707364659039196,0.006308756231539643,0.1116419600301436,0.08115816107207525,0.08655752267227691,0.08443933035215141,0.155448366513022,0.31077134712286164,0.18086596090083645,0.07752715657782586,0.05215991146159119,0.006308756231539643,0.002030611117982581,0.155448366513022,0.11698878145279738,0.08115816107207525,0.07752715657782586,0.18086596090083645,0.08443933035215141
2016-08 to 2019-08,0.08192783661709689,0.08002479596026536,0.018888051202031953,0.08002479596026536,0.23512369875277336,0.2207680785248307,0.018888051202031953,0.45740963703956705,0.037611477004030225,0.08192783661709689,0.006195378587440206,0.07945105977192553,0.018888051202031953,0.006635196737204961,0.018888051202031953,0.08002479596026536,0.07945105977192553,0.08192783661709689,0.1352309534168613,0.07945105977192553
2017-08 to 2020-08,0.08381075390645303,0.038706366260265586,0.06189001025844973,0.042198380314104965,0.038706366260265586,0.08381075390645303,0.042198380314104965,0.1082436004412661,0.2630288348190991,0.08381075390645303,0.06189001025844973,0.04527001819162737,0.042198380314104965,0.0441135250007697,0.042198380314104965,0.038706366260265586,0.08381075390645303,0.21859991574106832,0.042198380314104965,0.1297499721171654
Proportion_Significant,0.900 (18/20),,,,,,,,,,,,,,,,,,,
