,bronchitis,cold,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,flu type,flu virus,how long does flu last,how long flu,is flu contagious,pneumonia,rsv,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.003095748103572486,0.0014259563695729431,0.15995529843677836,0.13298531613584996,0.31605668936318365,0.10853583037878221,0.15995529852150506,0.13298531536947153,0.12106361054716787,0.09964948635212603,0.057381499437300074,0.5512404360493398,0.0648084598770507,0.09425878897434324,0.40798699982611153,0.07554886535942149,0.5146563549019425,0.19245020623745782,0.0028578226653886603,0.19182501703343185
2011-08 to 2014-08,0.018621215727640077,0.05001098629377268,0.47274646356352923,0.7384797826803609,0.14878242228274394,0.34487885529712126,0.47274646354911887,0.7384797826711822,0.008065742025460896,0.169659968726013,0.532364374671525,0.42228212740126947,0.08000741059149406,0.004594685450097875,0.1399530150856121,0.1555913665384254,0.06605057362030275,0.31628620182974,0.08604910866627585,0.15771445136213655
2012-08 to 2015-08,0.13896404706436838,0.0328839039116294,0.6581766099158157,0.31688482430708087,0.13007438492130308,0.20707086499621857,0.6581766099131581,0.31688482432063825,0.1626739746857827,0.10709207524214445,0.28757636352269417,0.38196105762191224,0.3933416941745147,0.3944856227079011,0.09869515051278643,0.27643801339409607,0.0776214901108728,0.28315911547631406,0.046823825124658845,0.34804857402904077
2013-08 to 2016-08,0.08711932513683511,0.10485414792774608,0.0931616946603823,0.3278729021033434,0.031138878606861504,0.14089215741858746,0.09316169465770817,0.3278729021082373,0.32149020170628906,0.05451997335256318,0.15544899902410458,0.2235913338759629,0.3093304835398319,0.1922050018464729,0.013062531413999412,0.05839936359629053,0.29359367491652977,0.033298293079483086,0.19277317973761363,0.20448980077681728
2014-08 to 2017-08,0.2971116044335531,0.06594389753526753,0.07096121640158667,0.105075318475887,0.035726138054241977,0.6307035908990379,0.07096121640344054,0.1050753184738083,0.31977912647276097,0.0157420072453091,0.024523637044630148,0.02497097323227459,0.01791078621005458,0.27503427430366967,0.03568846115495955,0.20266510547518476,0.4009500356189335,0.25397817629819747,0.2986491375662922,0.05865826760184236
2015-08 to 2018-08,0.07382072959100991,1.626261065290273e-05,0.006500694639816386,0.084806149859252,0.10763115877868774,0.01431759055530422,0.00650069463852085,0.0848061498938559,0.09959291267632861,0.010807091747695534,0.007742442669015444,0.06819218323056521,0.33168954372071546,0.02077198002337401,0.035303771162499255,0.020111744451798804,0.1362214893373112,0.16314013133211366,0.08734479396312157,0.03861869586525369
2016-08 to 2019-08,0.007022379907193449,0.0002115796370197592,0.050831070272305885,0.0622742680599058,0.0365117567431405,0.010409788119091233,0.05083107019670678,0.06227426812688444,0.08285159179098123,0.051459058898857366,0.00042670588545962927,0.31705001857662635,0.31122481141706393,0.07161545416732565,0.0007427719616427885,0.1881198695986701,0.061179722447091175,0.14067801334541744,0.1627935965721682,0.03515893689109763
2017-08 to 2020-08,0.05164832765565779,0.0004496169639269113,0.09173150433909225,0.01475608558012503,0.13567637040067976,0.016566864711511625,0.09173150414625009,0.014756085579194424,0.010407809045775939,0.12460939568012708,0.024431060933487462,0.007614970903723264,0.28089950925952023,0.1261832471247491,0.1850874012627392,0.01351298732593777,0.01823922610790899,0.23771992655510799,0.15298679551270927,0.06051185076624273
Proportion_Significant,0.26875,,,,,,,,,,,,,,,,,,,
