,a influenza,bronchitis,contagious flu,fever flu,flu a,flu cold,flu contagious,flu fever,flu how long,flu symptoms,how long flu,influenza a,pneumonia,rsv,sinus,stomach flu,strep,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.08044377006569482,0.2886306983467963,0.10471028581351986,0.06516907796081847,0.17292275039778596,0.05869272877735559,0.10471028585385111,0.06516907797635486,0.005414768359899954,0.10539854437666306,0.005414768359171691,0.18310615572603622,0.27960746719657187,0.09252462729718348,0.09309691802054919,0.06292229927050917,0.04792361436215657,0.19563106400944105,0.032589756285927605,0.0035315366030522527
2011-08 to 2014-08,0.04385743269681546,0.18372480691103862,0.04767102905054567,0.11897978614226193,0.16065883699793376,0.04292548534715911,0.04767102904343507,0.11897978614483644,0.05295084141998996,0.04877922778014434,0.05295084143857742,0.12261326989925969,0.25878939571673554,0.11178354150852038,0.36015126745498993,0.0696208928480857,0.10268511133811982,0.09056288241354102,0.06783357765201313,0.016699427260040357
2012-08 to 2015-08,0.08336578606378542,0.028023695939682125,0.24748964867438092,0.0749722303312159,0.20613777101775563,0.09578961045032473,0.24748964869609943,0.07497223033070978,0.0029043381069579852,0.19382220373331108,0.002904338105279674,0.07381468956318424,0.02502037294996488,0.11784384379440524,0.18495805977981125,0.014009794190432037,0.2677696941318685,0.21015810493868572,0.1933993083197653,0.009475186947396005
2013-08 to 2016-08,0.01966823498959577,0.12766527491231827,0.14790278793346526,0.022517607130481673,0.3707514892982329,0.27195926801042364,0.14790278795700107,0.02251760713011919,0.05078183395322596,0.1566333325443799,0.050781833972784234,0.058904814465200524,0.04975812728286639,0.05956116242822131,0.13327555884117084,0.00025864594579269763,0.012131027884140777,0.13903274167473906,0.0047388029732194185,0.0002107462612602367
2014-08 to 2017-08,0.15092333541997877,0.41182177832002753,0.34942755750555665,0.15857826676562378,0.2129055718800175,0.17111015036775556,0.3494275575690393,0.15857826690063478,0.09806088725416,0.1158507141509656,0.09806088730001061,0.32324326031688433,0.20527506237979262,0.009137357684014902,0.13302640592158002,0.3110412189976446,0.321452739340843,0.23759493109586666,0.33876289447615493,0.051288187292779445
2015-08 to 2018-08,0.1783587190472549,0.29238171411603875,0.00436784491231999,0.0467883039373753,0.26643673975002646,0.30748450397485305,0.004367844913969879,0.046788303935979776,0.1016103829243927,0.4521619292689063,0.10161038293266952,0.07106145213875054,0.4013810772363886,0.18676360616865595,0.04854338866448014,0.02355634445964668,0.12417229393117582,0.3498283167556352,0.0015744561826532598,0.06375272514701599
2016-08 to 2019-08,0.07880593920077651,0.2908235999283421,0.3962165506146732,0.2801646876498197,0.41793794521642724,0.28825314615770614,0.39621655059609506,0.2801646876533911,0.05388324213162397,0.1800622967610595,0.05388324212599635,0.05451157860857429,0.5460324323702815,0.030031280887950845,0.1990521314805224,0.07540710640999676,0.3115506702356493,0.17931818985263073,0.14172249203288576,0.38960331076569477
2017-08 to 2020-08,0.40970128831201413,0.5085829685141556,0.29786304529164315,0.19737810535610792,0.6268311454764601,0.31238386057074563,0.2978630452754097,0.19737810537055858,0.30537148683889315,0.34762393213914977,0.3053714868825481,0.12127240266143928,0.12968747378929626,0.003615618438320613,0.14791991887043615,0.03369007511079189,0.12349843081427939,0.3917736145224605,0.09463931243041444,0.2624392794270234
Proportion_Significant,0.850 (17/20),,,,,,,,,,,,,,,,,,,
