,a influenza,bronchitis,cold,contagious flu,flu a,flu cold,flu how long,flu symptoms,how long does flu last,how long flu,influenza a,influenza a symptoms,influenza symptoms,pneumonia,rsv,sinus,stomach flu,symptoms of flu,the flu,the flu symptoms
2010-08 to 2013-08,0.1356821656797894,0.3443803675016528,0.006050487443089647,0.21390802048558846,0.022731083634027646,0.11917062579213863,0.008277472332814813,0.042514610170051974,0.02238738035392408,0.269046282736454,0.13568216575645134,0.08626893210545819,0.03584721742959009,0.07399349593564933,2.0248778821276598e-05,0.15362716317370634,0.06241512879705552,0.11011619492452544,0.17888690142032035,0.045345963384256234
2011-08 to 2014-08,0.1063331772988561,0.5092749491758681,0.03776827962477486,0.03259004342210143,0.13281966960217084,0.09925562321453722,0.25038937517967247,0.11449745207437644,0.34625031871639933,0.35337963947218487,0.10633317729127274,0.18463552459319685,0.056711141382834326,0.29408522631469636,0.03799055721666319,0.05378949260914013,0.4001584604123207,0.08553429687227697,0.2482537252381301,0.01759852764165674
2012-08 to 2015-08,0.010901678978014534,0.08272767813492998,0.06498971557048001,0.007969074064132052,0.004179883099401702,0.38332320935138176,0.03041127033455265,0.17898857839567991,0.007160156397044937,0.056633794184796964,0.010901678988887286,0.01902640110944931,0.008984674117444972,0.00616822331878315,0.004168944839281862,0.05735192713545479,0.03770586583258229,0.020831551122993414,0.15421903818705535,0.08308981104097506
2013-08 to 2016-08,0.15529667305403352,0.061210832073547286,0.012869482273333597,0.378065504403979,0.002248741958053809,0.3857609838966488,0.48766495389757136,0.1385989340797774,0.050787080244650604,0.07716867036094621,0.1552966732948997,0.352558821086669,0.4817784198078733,0.1490178424007159,0.11229679554379521,0.4309420295096247,0.21749338854135772,0.033007576676182225,0.2301761315007477,0.1362489709535031
2014-08 to 2017-08,0.18420446285655612,0.15945792509207626,0.05574080070326338,0.015185094852912839,0.006272987692677671,0.11335162722275131,0.06630416568001726,0.017094022539780113,0.04369531045563031,0.0013467358391628847,0.18420446289023612,0.06632951342458038,0.020660857606192545,0.05845045650477053,0.04161981011983417,0.03471925151761234,0.12172993105679147,0.1725657939668134,0.09335806056209565,0.007298912476848379
2015-08 to 2018-08,0.03276478668520114,0.14187755927292917,0.06235321347904038,0.02159993625694581,0.36345709468188725,0.011672559918924392,0.1196201928233976,0.18187281038513933,0.0021173783319631454,0.09161063604423486,0.03276478668535671,0.08767597864351785,0.03006301680064256,0.10759328334453898,0.34031701493538835,0.32944014124792176,0.18168861400522598,0.017117562075202403,0.13021281217064087,0.03272118032474376
2016-08 to 2019-08,0.0018174675008888258,0.04635652470352422,0.00568134702917975,0.0604020252838325,0.5568638372381969,0.021934760284154604,0.02852189152429243,0.26836842046807985,0.17164513477101323,0.5484595660246436,0.0018174675034014047,0.08532666609241409,0.008102037906877422,0.03822777183535091,0.04944936735856407,0.45122648412188404,0.1932190896908048,0.1390804020466554,0.52634666450877,0.07929929702275532
2017-08 to 2020-08,0.039122046469306046,0.25884672192304,0.5131056123573725,0.020026699563123185,0.021496495777955066,0.00741323842321488,0.043711578355513064,0.2190592574792118,0.2055741732108516,0.01465024491074125,0.03912204629065428,0.0015145938996064816,0.06369574421032972,0.015797633468408446,0.1398872381150574,0.05511229798697653,0.10085787935279507,0.011858541380525014,0.011119162835984386,0.044254177588022414
Proportion_Significant,0.40625,,,,,,,,,,,,,,,,,,,
